Ticker,PnL%,Reason,Hold,EntryDate,ExitDate
GODFRYPHLP.NS,0.02,Tight Trail -8%,12,2019-11-08,2019-11-20
METROPOLIS.NS,2.61,Tight Trail -8%,64,2019-10-07,2019-12-10
TIMKEN.NS,-5.33,Tight Trail -8%,32,2019-11-08,2019-12-10
LALPATHLAB.NS,6.1,Tight Trail -8%,32,2019-11-08,2019-12-10
MOTILALOFS.NS,7.05,Tight Trail -8%,48,2019-11-08,2019-12-26
ALKYLAMINE.NS,22.31,Target +20%,60,2019-11-08,2020-01-07
MFSL.NS,-0.61,Tight Trail -8%,30,2019-12-10,2020-01-09
DLF.NS,20.5,Target +20%,38,2019-12-10,2020-01-17
GUJGASLTD.NS,20.17,Target +20%,41,2019-12-10,2020-01-20
IEX.NS,6.31,Tight Trail -8%,13,2020-01-09,2020-01-22
IGL.NS,20.04,Target +20%,44,2019-12-10,2020-01-23
