regime,trend,volume,horizon,n,avg_ret,median_ret,win_rate,avg_winner,avg_loser,payoff_ratio,max_dd,sharpe,sortino,calmar,var_95,cvar_95,worst_trade,best_trade
Mild_Bear,60-80,Spike,90,27,9.34,13.57,66.7,17.65,-7.26,2.43,21.82,1.05,2.99,0.43,-11.49,-15.21,-18.07,42.56
Mild_Bear,60-80,Flat,60,129,5.26,4.07,72.1,10.7,-8.79,1.22,35.87,0.83,1.2,0.15,-16.53,-24.26,-31.1,64.01
Mild_Bear,60-80,Flat,90,129,8.39,6.75,67.4,16.89,-9.23,1.83,45.4,0.81,1.5,0.18,-15.71,-26.22,-35.62,67.37
Mild_Bear,60-80,Big_Drop,60,76,7.54,4.92,69.7,13.91,-7.16,1.94,24.09,1.11,2.54,0.31,-13.72,-16.86,-20.18,45.48
Mild_Bear,60-80,Big_Drop,90,76,10.51,8.13,73.7,17.7,-9.6,1.84,57.6,0.93,1.37,0.18,-9.52,-29.89,-55.29,64.07
Mild_Bear,60-80,Drop,60,66,5.82,5.14,72.7,11.14,-8.38,1.33,29.51,0.92,1.49,0.2,-16.63,-21.79,-27.35,45.01
Mild_Bear,60-80,Drop,90,66,11.3,9.65,74.2,17.52,-6.65,2.63,29.51,1.15,3.67,0.38,-8.65,-13.63,-18.19,57.93
Mild_Bear,60-80,Jump,60,40,5.79,4.69,72.5,9.96,-5.2,1.91,22.43,1.12,2.11,0.26,-10.31,-13.52,-15.92,40.81
Mild_Bear,60-80,Jump,90,40,7.85,5.0,77.5,12.9,-9.54,1.35,29.46,0.91,2.49,0.27,-14.52,-16.11,-16.64,51.38
Mild_Bear,20-40,Spike,60,25,2.46,2.04,60.0,9.16,-7.61,1.2,31.45,0.48,1.1,0.08,-12.88,-14.73,-15.81,22.0
Mild_Bear,20-40,Spike,90,25,5.66,5.47,64.0,12.76,-6.98,1.83,31.45,0.79,1.81,0.18,-7.88,-13.72,-19.54,29.17
Mild_Bear,20-40,Flat,60,160,6.37,5.01,68.8,12.27,-6.63,1.85,31.8,1.07,2.36,0.2,-12.8,-16.56,-20.68,43.14
Mild_Bear,20-40,Flat,90,160,7.62,4.24,61.3,18.1,-8.94,2.03,38.61,0.72,2.02,0.2,-14.43,-21.19,-34.91,65.29
Mild_Bear,20-40,Big_Drop,60,77,4.6,3.16,58.4,12.08,-5.92,2.04,24.39,0.8,2.14,0.19,-11.37,-14.14,-15.78,34.95
Mild_Bear,20-40,Big_Drop,90,77,8.17,8.12,59.7,19.69,-8.93,2.21,29.47,0.79,2.69,0.28,-13.66,-18.26,-24.9,48.42
Mild_Bear,20-40,Drop,60,87,7.8,4.42,63.2,16.35,-6.9,2.37,24.39,0.99,3.78,0.32,-12.62,-14.21,-17.01,57.57
Mild_Bear,20-40,Drop,90,87,12.64,7.52,62.1,25.82,-8.92,2.9,38.42,0.98,2.95,0.33,-17.42,-21.5,-29.4,75.28
Mild_Bear,20-40,Jump,60,40,3.02,0.29,55.0,13.17,-9.38,1.4,27.84,0.43,1.2,0.11,-15.99,-16.9,-17.13,40.71
Mild_Bear,20-40,Jump,90,40,6.35,9.17,57.5,20.19,-12.37,1.63,49.83,0.53,0.99,0.13,-26.31,-33.74,-40.62,56.23
Mild_Bear,0-20,Spike,60,37,9.96,8.07,83.8,13.06,-6.04,2.16,22.97,1.67,4.61,0.43,-9.75,-10.01,-10.07,43.92
Mild_Bear,0-20,Spike,90,37,9.47,9.44,78.4,13.61,-5.57,2.44,22.97,1.38,4.29,0.41,-7.96,-10.31,-11.72,34.47
Mild_Bear,0-20,Flat,60,130,6.58,6.94,73.1,11.6,-7.04,1.65,27.15,1.2,2.51,0.24,-11.21,-14.49,-22.14,44.33
Mild_Bear,0-20,Flat,90,130,11.12,10.29,75.4,16.86,-6.47,2.61,27.15,1.19,3.32,0.41,-8.63,-14.87,-23.38,58.71
Mild_Bear,0-20,Big_Drop,60,77,7.18,7.25,76.6,11.27,-6.25,1.8,22.97,1.41,3.35,0.31,-10.65,-12.35,-13.95,35.29
Mild_Bear,0-20,Big_Drop,90,77,9.91,6.46,70.1,16.7,-6.04,2.77,37.78,1.05,4.2,0.26,-9.65,-12.22,-13.72,54.0
Mild_Bear,0-20,Drop,60,72,2.96,0.59,55.6,10.97,-7.06,1.55,25.94,0.49,1.19,0.11,-13.23,-15.62,-18.03,50.65
Mild_Bear,0-20,Drop,90,72,4.99,4.91,54.2,17.03,-9.23,1.84,32.76,0.5,1.4,0.15,-16.65,-19.52,-23.9,68.21
Mild_Bear,0-20,Jump,60,41,6.82,7.03,70.7,12.31,-6.45,1.91,21.41,1.21,2.72,0.32,-9.79,-13.63,-17.31,39.75
Mild_Bear,0-20,Jump,90,41,8.95,6.07,70.7,16.21,-8.58,1.89,22.12,0.87,2.24,0.4,-14.18,-16.94,-19.29,49.02
Mild_Bear,40-60,Spike,60,23,3.77,1.09,65.2,8.22,-4.58,1.8,32.19,0.92,2.52,0.12,-6.46,-8.92,-11.1,19.14
Mild_Bear,40-60,Spike,90,23,7.65,4.58,69.6,13.65,-6.06,2.25,32.19,0.9,2.48,0.24,-11.72,-13.2,-14.0,40.52
Mild_Bear,40-60,Flat,60,134,9.59,6.82,67.9,16.71,-5.5,3.04,34.81,1.28,3.79,0.28,-9.69,-14.79,-22.9,54.11
Mild_Bear,40-60,Flat,90,134,14.13,11.51,73.9,22.43,-9.35,2.4,57.48,1.07,2.06,0.25,-11.81,-26.35,-53.99,71.85
Mild_Bear,40-60,Big_Drop,60,80,3.84,0.28,52.5,13.81,-7.18,1.92,34.81,0.55,1.54,0.11,-14.07,-17.47,-20.36,54.0
Mild_Bear,40-60,Big_Drop,90,80,6.22,0.35,52.5,20.5,-9.56,2.14,39.55,0.46,1.34,0.16,-17.12,-27.86,-33.79,78.01
Mild_Bear,40-60,Drop,60,69,1.9,-0.29,49.3,11.33,-7.25,1.56,34.81,0.3,0.74,0.05,-14.85,-17.67,-20.86,51.55
Mild_Bear,40-60,Drop,90,69,6.12,0.8,53.6,19.15,-8.94,2.14,41.4,0.54,1.17,0.15,-16.84,-28.52,-37.78,59.62
Mild_Bear,40-60,Jump,60,29,5.16,1.3,62.1,14.35,-9.88,1.45,27.84,0.65,1.88,0.19,-14.87,-17.45,-19.95,42.37
Mild_Bear,40-60,Jump,90,29,9.33,5.07,65.5,20.33,-11.57,1.76,44.65,0.74,1.1,0.21,-25.52,-37.48,-40.02,47.56
