regime,trend_bucket,vol_bucket,Final_Ret,MAE,MFE,Ulcer_Index,Time_Underwater,Easy_Win_Pct,Count,Pain_to_Gain,MFE_Capture
Recovery,60-80,Flat,5.873109015896628,-6.064616855686527,12.236481580393592,5.612716069110443,38.0188679245283,32.075471698113205,53,1.0326075745012646,0.47996713575796657
Mild_Bull,80-100,Jump,5.871907166734614,-9.341685679784286,15.504128639252247,7.140634714609127,44.02356902356902,24.747474747474747,198,1.590911677334849,0.3787318399738079
Mild_Bear,60-80,Drop,5.819184123082363,-6.979705498752815,13.966753261813894,6.558942747969678,34.34343434343434,33.33333333333333,66,1.1994302553629692,0.4166454446497906
Mild_Bear,60-80,Jump,5.788616080869027,-6.305086987654098,13.583660262869794,5.666253458435962,35.58333333333333,25.0,40,1.0892218277339158,0.4261455284399227
Strong_Bull,80-100,Drop,5.656559090549888,-8.432299238465182,15.525679928778649,6.975252230079596,41.61184210526316,24.195906432748536,1368,1.4907117743280673,0.3643356758929958
Mild_Bull,60-80,Flat,5.623120725684558,-8.921489039228359,15.504738023407263,7.441698934377953,37.487223168654175,28.620102214650768,587,1.586572558984541,0.36267112138208457
Mild_Bear,80-100,Flat,5.616623825053028,-7.578412951591981,15.474740390735516,6.9601611584396705,40.27859237536657,29.32551319648094,341,1.3492826273656366,0.36295431672738193
Strong_Bull,80-100,Flat,5.55025682039108,-9.098710242356834,16.165110119893615,7.61509974083927,41.74784563506932,22.817534657174974,2669,1.639331392545494,0.34334791283361865
Mild_Bull,80-100,Flat,5.454471311993003,-9.49499623826218,16.36124554539881,7.558886414059206,43.666666666666664,27.10144927536232,690,1.7407729723291578,0.3333775107071195
Mild_Bull,60-80,Drop,5.394696948556695,-9.376500399853564,14.527811699026929,7.207543803755641,41.3855421686747,26.907630522088354,249,1.7380958539964262,0.3713358254029429
Mild_Bear,80-100,Drop,5.369454119570084,-6.614105809767923,12.758090342739036,5.495854737994787,38.61423220973783,26.40449438202247,178,1.2318022768201797,0.420866601138781
Strong_Bull,60-80,Drop,5.324548745314391,-8.666592072132781,14.999216165396343,6.8109546890358565,41.05278766310795,23.487544483985765,562,1.6276669604648455,0.35498846650388904
Recovery,80-100,Jump,5.270681387642105,-6.226787472252937,11.23852211919869,5.543239982006325,36.96078431372548,35.294117647058826,34,1.1814008501543207,0.4689834954934365
Recovery,80-100,Flat,5.270191499087034,-7.568166906439572,12.759173936240026,6.4860739707988255,42.654761904761905,25.71428571428571,140,1.4360326200197129,0.41305115248237584
Mild_Bear,60-80,Flat,5.25900203063266,-7.6098154497115535,13.487492209534485,6.416699931881682,39.36692506459948,17.829457364341085,129,1.447007513095805,0.38991696520981134
Mild_Bear,80-100,Big_Drop,5.225150978564408,-7.126888337793751,12.721686968791598,5.93739930389504,42.10674157303371,24.15730337078652,178,1.3639583558505783,0.4107278375409305
Strong_Bull,80-100,Big_Drop,5.209491086513527,-9.138462865907131,15.69431597969552,7.3518869021368625,42.60910592120783,22.363765038924274,1413,1.7541949326998627,0.33193489243196656
Strong_Bull,80-100,Spike,5.1960116111643275,-9.356842679697698,16.54884847450004,7.823141708363559,43.37837837837838,22.804054054054053,592,1.8007740128203846,0.31398025180850564
Strong_Bull,60-80,Big_Drop,5.034299876279909,-8.488301302657977,15.242878381369245,6.876904190064167,40.44542772861357,24.601769911504427,565,1.6860936994739373,0.3302722589739436
Strong_Bull,60-80,Flat,4.957526333975114,-9.298188024321881,15.10565337737788,7.2750209806037835,42.51842027704097,22.4580017683466,1131,1.8755700722352546,0.3281901292266821
Strong_Bear,20-40,Jump,4.843843787021226,-11.018927593999674,12.68491659582586,7.90690008281498,47.19858156028369,17.02127659574468,47,2.274831327864907,0.381858544392413
Strong_Bull,80-100,Jump,4.608343095110044,-9.239458566758502,14.827933750295095,7.377541860229921,44.18150975402884,22.391857506361323,786,2.004941554061497,0.31078794744536353
Mild_Bear,20-40,Big_Drop,4.596127352021506,-8.131432482055844,14.85859445445073,7.219273238450016,40.36796536796537,20.77922077922078,77,1.769192160978614,0.3093245034791825
Strong_Bear,20-40,Big_Drop,4.590145531352811,-10.781813910908086,13.89779276145776,8.443929301897315,48.94871794871795,16.923076923076923,65,2.348904590772411,0.33027874354857945
Recovery,80-100,Big_Drop,4.520256352153725,-7.8424128077657205,13.299604634183373,6.6864881748560165,45.13513513513514,20.27027027027027,74,1.7349486836137333,0.33987900215736594
Mild_Bull,60-80,Big_Drop,4.437785985733853,-10.092221714731878,14.581476447072099,7.5770042750040885,42.42424242424243,20.0,220,2.2741569213061053,0.3043440766675546
Mild_Bull,60-80,Jump,4.380938132577071,-9.126821332205667,12.984801755500582,6.985579419386307,38.99717514124294,31.35593220338983,118,2.0833029492787767,0.3373896818040546
Recovery,40-60,Flat,4.378472303417733,-10.291934731976735,11.572086495885065,7.863154797726838,55.19047619047619,8.571428571428571,35,2.3505766438086386,0.37836498240612704
Mild_Bull,80-100,Big_Drop,3.897772372069322,-10.44497209708983,14.566921651814098,7.785934999046046,44.12626262626262,27.575757575757574,330,2.6797285988110713,0.26757694351873657
Mild_Bear,40-60,Big_Drop,3.838514683798043,-7.5728422467699685,13.665041066591755,6.8797305757233875,43.85416666666667,21.25,80,1.9728574385123807,0.28090034015210025
Strong_Bear,60-80,Big_Drop,3.7864229154007427,-11.647938836197756,12.392309650949702,8.059905268629004,51.63978494623656,25.806451612903224,62,3.076238205938751,0.30554618324200483
Strong_Bull,0-20,Drop,3.2086167846576377,-11.075840611244073,15.205823738729931,7.950440877657432,43.04526748971193,23.456790123456788,243,3.451905090132437,0.21101236209158097
Strong_Bull,0-20,Spike,3.1984992537757106,-11.796092709179343,13.915433727871958,8.090369576702013,44.88215488215488,25.252525252525253,99,3.6880085856685723,0.22985264536665265
Mild_Bear,20-40,Jump,3.0227471218320274,-8.475926843472593,13.75656999288078,7.000320278681357,42.875,30.0,40,2.804047610286202,0.2197311628840868
Mild_Bull,0-20,Jump,2.964615913338164,-13.861105957017687,14.737794631506638,10.163889706852569,45.23550724637681,21.73913043478261,92,4.675514927466624,0.2011573635990538
Mild_Bear,0-20,Drop,2.958413148930607,-9.716477612022247,14.433703474591233,8.431744389516025,46.041666666666664,13.88888888888889,72,3.284354524835219,0.20496563159542047
Strong_Bull,0-20,Jump,2.7385692714109915,-11.094290461403693,14.500703509368986,7.907745680307402,44.40229885057471,21.379310344827587,145,4.0511264685620265,0.18885768332837
Mild_Bull,20-40,Spike,2.6712926504813823,-14.038298373821116,12.779878783700521,9.205350185023553,49.01234567901235,19.753086419753085,81,5.255245385147648,0.20902331670691224
Mild_Bull,80-100,Drop,2.375654153261133,-10.497583507813404,13.669295040861485,8.212485645178322,44.595314164004265,22.683706070287542,313,4.418818073078125,0.17379492842605374
Mild_Bull,0-20,Spike,2.2820389273503747,-12.381173845042536,14.34292038662566,9.742239673606209,47.21393034825871,22.388059701492537,67,5.425487574577899,0.15910559815128772
Strong_Bull,20-40,Big_Drop,2.2776218628970883,-11.077452975733495,13.136446227657164,8.109700365422508,48.84146341463415,22.5609756097561,164,4.863604954003735,0.17338188909127014
Strong_Bull,20-40,Spike,2.2489513260904856,-12.231585954608434,12.518115192318408,8.51558243755334,51.54761904761905,22.61904761904762,84,5.438795323272506,0.17965574621573444
Mild_Bull,0-20,Flat,2.1845931009092596,-11.397216908227607,13.20601207030075,8.417222181361359,48.19377990430622,17.22488038277512,418,5.217089124507405,0.16542413328715883
Strong_Bull,40-60,Flat,2.094820486842805,-11.378139254851428,13.797902853801371,8.480045290410262,46.17088607594937,22.78481012658228,158,5.431558134129152,0.1518216579025757
Mild_Bull,60-80,Spike,1.9619549159301313,-10.797558008232137,11.69029139329799,8.001999518102917,46.15079365079365,26.190476190476193,84,5.503468974012172,0.16782771702807292
Mild_Bear,40-60,Drop,1.9047807605274607,-8.83987485387428,13.698418080538943,7.660216479566822,46.25603864734299,21.73913043478261,69,4.6408883568450126,0.13905114804705393
Mild_Bull,20-40,Flat,1.8623830065038487,-11.676787519299369,12.763188596014935,8.448796804890737,48.13590449954086,20.9366391184573,363,6.269809957737734,0.14591831755000023
Strong_Bull,0-20,Big_Drop,1.780236065462315,-11.695988552084483,14.459500307737693,8.070711514479292,46.418128654970765,20.614035087719298,228,6.569908777264949,0.12311878194778693
Mild_Bull,20-40,Drop,1.728752649436042,-11.202235155776437,11.395406595695716,8.067605774885902,55.1969696969697,14.545454545454545,110,6.479952559685655,0.1517060962167886
Strong_Bull,20-40,Flat,1.5517028470929863,-10.775457461854195,12.774279684857973,8.116186626804984,47.613224637681164,23.369565217391305,368,6.944278978440562,0.12147086844609341
Strong_Bull,40-60,Big_Drop,1.42954690647011,-12.173359526799022,13.400855262379059,8.27636112590057,48.78600823045267,12.345679012345679,81,8.51553696608524,0.10667579631901211
Strong_Bull,40-60,Drop,1.1643958839429607,-11.714380866339196,12.949537200342593,8.309441416702123,49.23245614035088,21.052631578947366,76,10.060479453664094,0.08991795350896056
Mild_Bull,20-40,Jump,1.0560510822880498,-14.394800657215749,11.524144716205031,9.815034598527253,52.55411255411255,14.285714285714285,77,13.630780649386622,0.09163813092376834
Mild_Bull,20-40,Big_Drop,1.046820537912063,-11.498068670388925,12.381365718880536,8.663006423480098,50.107142857142854,12.857142857142856,140,10.983801190338136,0.08454806696451508
Mild_Bull,0-20,Drop,0.6452645556250415,-11.05606234277574,12.314937027486277,8.813564960286547,48.14225053078556,15.92356687898089,157,17.134154117710963,0.052396902573260885
Mild_Bull,40-60,Big_Drop,0.2452444479397066,-11.03180463227135,10.671119215902127,8.301751866926466,48.875,20.0,40,44.982892477074635,0.0229820736679844
Strong_Bull,20-40,Jump,-0.16382784932997085,-11.114336525019773,11.67760708798988,8.07984474528648,48.705673758865245,24.46808510638298,94,67.84155789431159,-0.014029231168298477
Strong_Bull,0-20,Flat,-0.20890567907267318,-12.731669530095918,13.049400326463271,8.570023498397664,46.05675146771037,20.15655577299413,511,60.94458315643435,-0.01600883365107798
Strong_Bull,20-40,Drop,-0.5873087436400196,-12.674124091484696,11.803438932534666,8.893025573023396,50.27272727272727,21.818181818181817,165,21.580002390110973,-0.04975742637352733
Strong_Bull,40-60,Jump,-0.6125312459828068,-12.99244993826754,13.523123521706614,9.585705352498909,49.5578231292517,20.408163265306122,49,21.21108110561959,-0.04529510101712844
Mild_Bull,0-20,Big_Drop,-0.653880247511835,-12.893807920967157,12.015245842785527,9.585431399394086,48.96825396825396,13.095238095238097,168,19.71891331789126,-0.05442087961141911
Mild_Bull,40-60,Flat,-0.814890172078672,-12.994267717778806,11.181915895095294,8.642398497087115,53.0976430976431,12.121212121212121,99,15.946035629110888,-0.07287572002183508
Mild_Bull,40-60,Drop,-6.327757221331202,-15.364533056413356,7.185742758650804,10.848545834268636,67.37373737373738,9.090909090909092,33,2.428116711655546,-0.8805989072894815
