sector,regime,trend,volume,horizon,n,avg_ret,win_rate,sharpe
Pharma,Strong_Bear,60-80,Flat,60,19,10.486014476026284,73.68421052631578,1.3163548120660322
Pharma,Strong_Bear,60-80,Flat,90,19,17.151397316319343,78.94736842105263,1.3094567909899741
Pharma,Strong_Bear,80-100,Flat,60,43,10.607797918334143,86.04651162790698,1.9378039151927715
Pharma,Strong_Bear,80-100,Flat,90,43,15.397666829649523,90.69767441860465,2.3173775226645192
Pharma,Strong_Bear,80-100,Drop,60,15,7.056456786496792,80.0,1.332308004055715
Pharma,Strong_Bear,80-100,Drop,90,15,13.629882288074658,80.0,1.8621127986472417
Pharma,Mild_Bear,20-40,Flat,60,19,7.179215738259248,68.42105263157895,1.072308758040936
Pharma,Mild_Bear,20-40,Flat,90,19,4.317900966286707,57.89473684210527,0.4430908798294141
Pharma,Mild_Bear,0-20,Flat,60,17,1.6073448503824337,64.70588235294117,0.3954124903715628
Pharma,Mild_Bear,0-20,Flat,90,17,0.01852166823873796,47.05882352941176,0.0008031010198250369
Pharma,Mild_Bear,80-100,Flat,60,34,4.190129268675848,58.82352941176471,0.7563457032913912
Pharma,Mild_Bear,80-100,Flat,90,34,4.1509346751915155,64.70588235294117,0.4528789536758005
Pharma,Mild_Bear,80-100,Drop,60,16,5.074203019215965,93.75,1.1949390666754165
Pharma,Mild_Bear,80-100,Drop,90,16,5.22537694623437,75.0,0.6441926517838431
Pharma,Mild_Bear,80-100,Big_Drop,60,21,12.94228151194039,80.95238095238095,1.740812842728736
Pharma,Mild_Bear,80-100,Big_Drop,90,21,12.119680185486308,80.95238095238095,0.9942341390366237
Industrials,Recovery,80-100,Flat,60,16,6.673450367428856,56.25,0.9281920306996134
Industrials,Recovery,80-100,Flat,90,16,2.0701271799812355,56.25,0.15098336833029863
Industrials,Strong_Bull,80-100,Flat,60,244,6.613839652733897,63.114754098360656,0.8820100739958067
Industrials,Strong_Bull,80-100,Flat,90,244,8.957819837798134,63.52459016393443,0.7371506405852596
Industrials,Strong_Bull,80-100,Jump,60,83,5.467118056974786,53.01204819277109,0.618187724040628
Industrials,Strong_Bull,80-100,Jump,90,83,6.986506263867684,62.65060240963856,0.5190177941019988
Industrials,Strong_Bull,80-100,Spike,60,59,6.856729685713968,59.32203389830508,0.8784735881434526
Industrials,Strong_Bull,80-100,Spike,90,59,11.300512004834905,69.49152542372882,0.8925367579621128
Industrials,Strong_Bull,80-100,Big_Drop,60,135,7.087361077420914,60.74074074074074,0.8774118254598889
Industrials,Strong_Bull,80-100,Big_Drop,90,135,9.014681292875126,62.22222222222222,0.7263518481287503
Industrials,Strong_Bull,80-100,Drop,60,137,10.154226175337302,73.72262773722628,1.2324650314942218
Industrials,Strong_Bull,80-100,Drop,90,137,13.056833679687797,70.8029197080292,0.937497693647968
Industrials,Strong_Bull,60-80,Flat,60,108,4.688235840281343,59.25925925925925,0.5235903547946279
Industrials,Strong_Bull,60-80,Flat,90,108,6.305636555040936,62.03703703703704,0.4685020577237256
Industrials,Strong_Bull,60-80,Jump,60,24,4.806760830479598,62.5,0.7003103027755881
Industrials,Strong_Bull,60-80,Jump,90,24,3.5057742485911683,54.166666666666664,0.3112293979727962
Industrials,Strong_Bull,60-80,Spike,60,26,5.066017827176978,53.84615384615385,0.6124271555033245
Industrials,Strong_Bull,60-80,Spike,90,26,8.45208374456101,65.38461538461539,0.5857252789955594
Industrials,Strong_Bull,60-80,Big_Drop,60,65,5.726631148901361,60.0,0.651723423947678
Industrials,Strong_Bull,60-80,Big_Drop,90,65,8.918824367244046,61.53846153846154,0.6095153929697885
Industrials,Strong_Bull,60-80,Drop,60,60,9.75266467905551,78.33333333333333,1.2530789404928464
Industrials,Strong_Bull,60-80,Drop,90,60,15.688492093191838,80.0,1.1447415824979974
Industrials,Strong_Bull,20-40,Flat,60,18,-5.585490158955933,44.44444444444444,-0.8686214309272293
Industrials,Strong_Bull,20-40,Flat,90,18,-4.491501193992214,44.44444444444444,-0.43170947380155883
Industrials,Strong_Bull,0-20,Flat,60,39,3.5622237538515455,53.84615384615385,0.3965343021064995
Industrials,Strong_Bull,0-20,Flat,90,39,2.671891944762439,41.02564102564102,0.18577288269916378
Industrials,Strong_Bull,0-20,Jump,60,21,4.780030193718849,38.095238095238095,0.4186737600792311
Industrials,Strong_Bull,0-20,Jump,90,21,6.39134888637984,38.095238095238095,0.3105525098247865
Industrials,Strong_Bull,0-20,Big_Drop,60,33,2.286291790433717,48.484848484848484,0.23166378642991348
Industrials,Strong_Bull,0-20,Big_Drop,90,33,2.250523901546962,48.484848484848484,0.12403549629634918
Industrials,Strong_Bull,0-20,Drop,60,19,2.6641751306253556,42.10526315789473,0.2864383623192083
Industrials,Strong_Bull,0-20,Drop,90,19,1.6654723022315239,42.10526315789473,0.10953947439264144
Industrials,Mild_Bull,80-100,Flat,60,63,5.091466548841363,68.25396825396825,0.7606377920659607
Industrials,Mild_Bull,80-100,Flat,90,63,11.155517141533547,73.01587301587301,0.9640455312967147
Industrials,Mild_Bull,80-100,Jump,60,18,5.5948933489524615,61.111111111111114,0.5562308585709654
Industrials,Mild_Bull,80-100,Jump,90,18,16.340082084318464,72.22222222222221,1.0964293351241579
Industrials,Mild_Bull,80-100,Spike,60,19,5.295631947402464,73.68421052631578,0.7384264522461145
Industrials,Mild_Bull,80-100,Spike,90,19,9.239055272914857,78.94736842105263,0.8281315296054539
Industrials,Mild_Bull,80-100,Big_Drop,60,37,6.314736891178332,70.27027027027027,0.769768825358872
Industrials,Mild_Bull,80-100,Big_Drop,90,37,12.378047432231755,78.37837837837837,1.041947507736852
Industrials,Mild_Bull,80-100,Drop,60,28,5.355703491344508,64.28571428571429,0.8915642946936633
Industrials,Mild_Bull,80-100,Drop,90,28,11.361581834946694,75.0,1.0254131916154077
Industrials,Mild_Bull,60-80,Flat,60,50,4.9206988604835775,68.0,0.716560198675805
Industrials,Mild_Bull,60-80,Flat,90,50,12.126641393012147,66.0,0.9318891467355254
Industrials,Mild_Bull,60-80,Jump,60,15,3.88666353563493,60.0,0.6003175133473834
Industrials,Mild_Bull,60-80,Jump,90,15,5.155296784316717,53.333333333333336,0.4166112013827371
Industrials,Mild_Bull,60-80,Big_Drop,60,26,3.838928899018271,57.692307692307686,0.42888346379335257
Industrials,Mild_Bull,60-80,Big_Drop,90,26,7.462319544169201,57.692307692307686,0.5663149923444201
Industrials,Mild_Bull,60-80,Drop,60,19,4.2367488816421215,63.1578947368421,0.4459583385238019
Industrials,Mild_Bull,60-80,Drop,90,19,12.620147447828561,73.68421052631578,0.86683713643418
Industrials,Mild_Bull,20-40,Flat,60,28,-1.3131588101294953,53.57142857142857,-0.24362583215951833
Industrials,Mild_Bull,20-40,Flat,90,28,-0.2820409381088804,46.42857142857143,-0.03053509810044215
Industrials,Mild_Bull,20-40,Big_Drop,60,21,-1.9163215859512888,52.38095238095239,-0.32760465714682624
Industrials,Mild_Bull,20-40,Big_Drop,90,21,-3.5111824573679833,19.047619047619047,-0.42201495561239655
Industrials,Mild_Bull,0-20,Flat,60,21,-3.2048606101275334,38.095238095238095,-0.49782885895766615
