Ticker,Entry,Exit,EntryPrice,ExitPrice,Return,Strategy
BPCL.NS,2023-04-19 00:00:00+05:30,2023-06-23 00:00:00+05:30,144.02069091796875,151.4322509765625,0.051461772689420184,Standard
IRFC.NS,2023-05-02 00:00:00+05:30,2023-06-23 00:00:00+05:30,32.123985290527344,30.879243850708008,-0.03874803915398326,Standard
ACC.NS,2023-06-02 00:00:00+05:30,2023-06-23 00:00:00+05:30,1793.9925537109375,1745.8721923828125,-0.02682305521758511,Standard
Marico.NS,2023-04-26 00:00:00+05:30,2023-06-28 00:00:00+05:30,480.5948486328125,505.7875671386719,0.0524198679564027,Standard
HAVELLS.NS,2023-04-17 00:00:00+05:30,2023-06-30 00:00:00+05:30,1193.084228515625,1263.7236328125,0.059207390902116755,Standard
IRFC.NS,2023-06-27 00:00:00+05:30,2023-07-03 00:00:00+05:30,31.31011390686035,31.357988357543945,0.0015290410895983356,Standard
EICHERMOT.NS,2023-04-17 00:00:00+05:30,2023-07-04 00:00:00+05:30,3118.31640625,3285.193115234375,0.05351500208571081,Standard
Marico.NS,2023-07-05 00:00:00+05:30,2023-07-06 00:00:00+05:30,520.8257446289062,510.33282470703125,-0.020146699793711836,Standard
AMBUJACEM.NS,2023-05-05 00:00:00+05:30,2023-07-07 00:00:00+05:30,395.5826416015625,415.1225891113281,0.04939536130972751,Standard
ADANIPORTS.NS,2023-05-19 00:00:00+05:30,2023-07-07 00:00:00+05:30,677.289794921875,707.4090576171875,0.04447027390806433,Standard
PGEL.NS,2023-04-05 00:00:00+05:30,2023-07-10 00:00:00+05:30,137.3446502685547,154.01686096191406,0.12138958933427427,Standard
HCLTECH.NS,2023-05-25 00:00:00+05:30,2023-07-10 00:00:00+05:30,1011.9909057617188,1019.6989135742188,0.007616676956892448,Standard
SIEMENS.NS,2023-05-25 00:00:00+05:30,2023-07-10 00:00:00+05:30,2031.75830078125,2125.094970703125,0.045938864817722296,Standard
IRFC.NS,2023-07-04 00:00:00+05:30,2023-07-10 00:00:00+05:30,31.69310760498047,31.549488067626953,-0.004531570054397136,Standard
HAVELLS.NS,2023-07-11 00:00:00+05:30,2023-07-12 00:00:00+05:30,1288.204345703125,1271.5062255859375,-0.012962322455195078,Standard
POWERGRID.NS,2023-06-02 00:00:00+05:30,2023-07-13 00:00:00+05:30,155.82579040527344,161.47166442871094,0.036231961402240595,Standard
ADANIPORTS.NS,2023-07-11 00:00:00+05:30,2023-07-13 00:00:00+05:30,718.4331665039062,705.9326782226562,-0.017399653668664576,Standard
Marico.NS,2023-07-12 00:00:00+05:30,2023-07-13 00:00:00+05:30,520.052001953125,515.9902954101562,-0.007810193072451344,Standard
Marico.NS,2023-07-14 00:00:00+05:30,2023-07-17 00:00:00+05:30,521.6961669921875,514.15283203125,-0.014459249345127857,Standard
GODREJCP.NS,2023-05-11 00:00:00+05:30,2023-07-18 00:00:00+05:30,943.2073974609375,1000.1781005859375,0.06040103510464613,Standard
DMART.NS,2023-06-09 00:00:00+05:30,2023-07-18 00:00:00+05:30,3632.10009765625,3676.5,0.012224305814809652,Standard
PGEL.NS,2023-07-12 00:00:00+05:30,2023-07-18 00:00:00+05:30,156.73477172851562,154.96115112304688,-0.011316063346433964,Standard
VBL.NS,2023-06-26 00:00:00+05:30,2023-07-20 00:00:00+05:30,317.7650451660156,323.0929870605469,0.01676692252839729,Standard
SIEMENS.NS,2023-07-11 00:00:00+05:30,2023-07-20 00:00:00+05:30,2194.514404296875,2118.07421875,-0.03483239180258037,Standard
HCLTECH.NS,2023-07-17 00:00:00+05:30,2023-07-21 00:00:00+05:30,1046.2225341796875,1020.2191772460938,-0.024854518120260353,Standard
HAVELLS.NS,2023-07-19 00:00:00+05:30,2023-07-21 00:00:00+05:30,1343.7161865234375,1283.8695068359375,-0.04453818469087567,Standard
VEDL.NS,2023-04-17 00:00:00+05:30,2023-07-24 00:00:00+05:30,216.5387725830078,224.38343811035156,0.03622753298990176,Standard
PAYTM.NS,2023-04-05 00:00:00+05:30,2023-07-25 00:00:00+05:30,641.0999755859375,789.5999755859375,0.23163313937779745,Standard
DLF.NS,2023-04-05 00:00:00+05:30,2023-07-25 00:00:00+05:30,359.4768981933594,470.0964660644531,0.307723718622921,Standard
PIDILITIND.NS,2023-04-21 00:00:00+05:30,2023-07-25 00:00:00+05:30,1200.5894775390625,1282.8787841796875,0.06854075283859684,Standard
VBL.NS,2023-07-24 00:00:00+05:30,2023-07-25 00:00:00+05:30,325.1207275390625,319.9121398925781,-0.01602047241315482,Standard
Marico.NS,2023-07-20 00:00:00+05:30,2023-07-26 00:00:00+05:30,521.406005859375,515.1682739257812,-0.011963291299862948,Standard
NESTLEIND.NS,2023-04-05 00:00:00+05:30,2023-07-27 00:00:00+05:30,958.0686645507812,1084.46240234375,0.1319255523843191,Standard
BRITANNIA.NS,2023-04-21 00:00:00+05:30,2023-07-27 00:00:00+05:30,4216.92919921875,4748.55224609375,0.12606876277967655,Standard
TECHM.NS,2023-07-14 00:00:00+05:30,2023-07-27 00:00:00+05:30,1120.191650390625,1029.089599609375,-0.08132720034958443,Standard
AXISBANK.NS,2023-05-12 00:00:00+05:30,2023-07-28 00:00:00+05:30,908.2439575195312,948.4069213867188,0.04422045809902767,Standard
APOLLOHOSP.NS,2023-04-24 00:00:00+05:30,2023-08-01 00:00:00+05:30,4368.4892578125,4997.439453125,0.1439743028296798,Standard
BAJFINANCE.NS,2023-04-25 00:00:00+05:30,2023-08-02 00:00:00+05:30,598.2412109375,712.3512573242188,0.1907425371246117,Standard
BAJAJFINSV.NS,2023-04-25 00:00:00+05:30,2023-08-02 00:00:00+05:30,1343.5885009765625,1525.2940673828125,0.1352390008355837,Standard
SBILIFE.NS,2023-05-09 00:00:00+05:30,2023-08-02 00:00:00+05:30,1178.7850341796875,1257.5931396484375,0.06685536648638596,Standard
BPCL.NS,2023-07-05 00:00:00+05:30,2023-08-02 00:00:00+05:30,162.78126525878906,155.43284606933594,-0.04514290497601573,Standard
HAVELLS.NS,2023-07-31 00:00:00+05:30,2023-08-02 00:00:00+05:30,1314.211669921875,1292.63720703125,-0.01641627706129525,Standard
AXISBANK.NS,2023-08-01 00:00:00+05:30,2023-08-02 00:00:00+05:30,958.3407592773438,943.7145385742188,-0.015262025079841327,Standard
ITC.NS,2023-04-05 00:00:00+05:30,2023-08-03 00:00:00+05:30,333.21905517578125,402.1167297363281,0.2067639094775107,Standard
TITAN.NS,2023-04-05 00:00:00+05:30,2023-08-03 00:00:00+05:30,2548.358642578125,2883.955810546875,0.13169149834782787,Standard
ULTRACEMCO.NS,2023-04-05 00:00:00+05:30,2023-08-03 00:00:00+05:30,7563.869140625,8037.23876953125,0.06258300085650816,Standard
TATACONSUM.NS,2023-04-25 00:00:00+05:30,2023-08-03 00:00:00+05:30,716.270263671875,823.5759887695312,0.14981178270275539,Standard
DABUR.NS,2023-06-13 00:00:00+05:30,2023-08-03 00:00:00+05:30,541.4390869140625,538.736572265625,-0.004991354916469938,Standard
DLF.NS,2023-07-27 00:00:00+05:30,2023-08-03 00:00:00+05:30,500.2610168457031,482.0491027832031,-0.03640482358056125,Standard
PIDILITIND.NS,2023-08-02 00:00:00+05:30,2023-08-03 00:00:00+05:30,1297.8526611328125,1276.9771728515625,-0.016084636497203868,Standard
MARUTI.NS,2023-04-28 00:00:00+05:30,2023-08-04 00:00:00+05:30,8339.5859375,9281.3310546875,0.11292468525959116,Standard
SBIN.NS,2023-06-28 00:00:00+05:30,2023-08-04 00:00:00+05:30,549.37109375,552.74560546875,0.006142499591151814,Standard
DLF.NS,2023-08-04 00:00:00+05:30,2023-08-07 00:00:00+05:30,483.3323059082031,482.8387451171875,-0.0010211624279659976,Standard
DABUR.NS,2023-08-04 00:00:00+05:30,2023-08-07 00:00:00+05:30,552.9560546875,548.685302734375,-0.007723492521550544,Standard
POWERGRID.NS,2023-07-28 00:00:00+05:30,2023-08-08 00:00:00+05:30,171.5013427734375,163.54188537597656,-0.04641046693130449,Standard
ASIANPAINT.NS,2023-04-21 00:00:00+05:30,2023-08-09 00:00:00+05:30,2795.6171875,3252.5634765625,0.16345095140552035,Standard
SIEMENS.NS,2023-07-24 00:00:00+05:30,2023-08-10 00:00:00+05:30,2152.740234375,2137.330078125,-0.007158390967907001,Standard
HCLTECH.NS,2023-08-04 00:00:00+05:30,2023-08-10 00:00:00+05:30,1046.6517333984375,1037.4600830078125,-0.00878195687956305,Standard
ITC.NS,2023-08-09 00:00:00+05:30,2023-08-10 00:00:00+05:30,404.40924072265625,398.3252868652344,-0.015044052521030915,Standard
HDFCLIFE.NS,2023-05-09 00:00:00+05:30,2023-08-11 00:00:00+05:30,546.8593139648438,629.7119750976562,0.1515063545907511,Standard
TATACONSUM.NS,2023-08-08 00:00:00+05:30,2023-08-11 00:00:00+05:30,835.4554443359375,825.0548095703125,-0.012449059774686074,Standard
DABUR.NS,2023-08-09 00:00:00+05:30,2023-08-11 00:00:00+05:30,555.3341064453125,546.5985717773438,-0.015730232605169547,Standard
DLF.NS,2023-08-10 00:00:00+05:30,2023-08-11 00:00:00+05:30,484.3193664550781,475.781005859375,-0.017629608037767946,Standard
ABB.NS,2023-04-25 00:00:00+05:30,2023-08-14 00:00:00+05:30,3283.777099609375,4293.34716796875,0.30744171657676445,Standard
AMBUJACEM.NS,2023-07-25 00:00:00+05:30,2023-08-14 00:00:00+05:30,437.1750183105469,438.0193786621094,0.001931401192194174,Standard
BHARTIARTL.NS,2023-04-25 00:00:00+05:30,2023-08-16 00:00:00+05:30,758.4644775390625,845.1356201171875,0.11427185470747542,Standard
SBILIFE.NS,2023-08-07 00:00:00+05:30,2023-08-17 00:00:00+05:30,1297.74462890625,1279.711181640625,-0.013895990677937724,Standard
ULTRACEMCO.NS,2023-08-16 00:00:00+05:30,2023-08-17 00:00:00+05:30,8151.58251953125,8107.5732421875,-0.00539886301074711,Standard
HAL.NS,2023-04-05 00:00:00+05:30,2023-08-18 00:00:00+05:30,1328.11767578125,1848.4097900390625,0.39175151701204236,Standard
IOC.NS,2023-05-09 00:00:00+05:30,2023-08-18 00:00:00+05:30,70.63941192626953,79.2744140625,0.1222405722352746,Standard
HEROMOTOCO.NS,2023-05-15 00:00:00+05:30,2023-08-18 00:00:00+05:30,2437.503173828125,2680.251708984375,0.09958901295501117,Standard
ICICIBANK.NS,2023-07-21 00:00:00+05:30,2023-08-18 00:00:00+05:30,972.9130859375,935.3189086914062,-0.03864083831277484,Standard
PAYTM.NS,2023-08-07 00:00:00+05:30,2023-08-21 00:00:00+05:30,850.7000122070312,837.9500122070312,-0.014987657008399203,Standard
DABUR.NS,2023-08-22 00:00:00+05:30,2023-08-23 00:00:00+05:30,557.857666015625,550.6265869140625,-0.012962229511353467,Standard
GRASIM.NS,2023-08-11 00:00:00+05:30,2023-08-24 00:00:00+05:30,1806.77099609375,1757.833740234375,-0.027085477885784998,Standard
RELIANCE.NS,2023-05-02 00:00:00+05:30,2023-08-25 00:00:00+05:30,1114.3311767578125,1225.1075439453125,0.09941063258214484,Standard
AMBUJACEM.NS,2023-08-17 00:00:00+05:30,2023-08-25 00:00:00+05:30,443.0357971191406,431.71160888671875,-0.02556043621318615,Standard
POWERGRID.NS,2023-08-21 00:00:00+05:30,2023-08-25 00:00:00+05:30,167.40187072753906,163.88047790527344,-0.021035564339642265,Standard
HAVELLS.NS,2023-08-22 00:00:00+05:30,2023-08-25 00:00:00+05:30,1299.6317138671875,1288.844482421875,-0.008300221770684547,Standard
DIVISLAB.NS,2023-04-19 00:00:00+05:30,2023-08-28 00:00:00+05:30,3280.661865234375,3594.71826171875,0.09572958426848979,Standard
HCLTECH.NS,2023-08-11 00:00:00+05:30,2023-08-28 00:00:00+05:30,1071.438232421875,1048.5723876953125,-0.02134126264551586,Standard
SBILIFE.NS,2023-08-23 00:00:00+05:30,2023-08-28 00:00:00+05:30,1295.4530029296875,1286.78515625,-0.006690977333863157,Standard
BHARTIARTL.NS,2023-08-21 00:00:00+05:30,2023-08-29 00:00:00+05:30,859.9287719726562,843.4097900390625,-0.019209709538732606,Standard
BAJFINANCE.NS,2023-08-29 00:00:00+05:30,2023-08-30 00:00:00+05:30,721.2415161132812,718.7445068359375,-0.0034620986473434777,Standard
DIVISLAB.NS,2023-08-29 00:00:00+05:30,2023-08-30 00:00:00+05:30,3618.315673828125,3592.29443359375,-0.0071915340119688646,Standard
INDUSINDBK.NS,2023-05-08 00:00:00+05:30,2023-08-31 00:00:00+05:30,1101.8944091796875,1363.01806640625,0.23697702343453916,Standard
ADANIENT.NS,2023-05-10 00:00:00+05:30,2023-08-31 00:00:00+05:30,1889.55810546875,2417.106201171875,0.27919125332864747,Standard
TCS.NS,2023-07-14 00:00:00+05:30,2023-08-31 00:00:00+05:30,3256.35693359375,3118.1953125,-0.04242827918169074,Standard
POWERGRID.NS,2023-08-28 00:00:00+05:30,2023-08-31 00:00:00+05:30,168.2822265625,165.60731506347656,-0.015895389273507,Standard
SBILIFE.NS,2023-08-29 00:00:00+05:30,2023-08-31 00:00:00+05:30,1292.4141845703125,1287.7813720703125,-0.0035846190449699113,Standard
AMBUJACEM.NS,2023-08-30 00:00:00+05:30,2023-08-31 00:00:00+05:30,441.0987854003906,425.55279541015625,-0.035243783263023715,Standard
ABB.NS,2023-08-31 00:00:00+05:30,2023-09-01 00:00:00+05:30,4325.30322265625,4236.35986328125,-0.020563496891757387,Standard
IOC.NS,2023-09-08 00:00:00+05:30,2023-09-12 00:00:00+05:30,81.52947998046875,79.40450286865234,-0.026063911021209345,Standard
M&M.NS,2023-06-02 00:00:00+05:30,2023-09-13 00:00:00+05:30,1307.336181640625,1513.6175537109375,0.15778754919139643,Standard
PAYTM.NS,2023-08-22 00:00:00+05:30,2023-09-13 00:00:00+05:30,857.3499755859375,838.25,-0.022277921653737764,Standard
ABB.NS,2023-09-05 00:00:00+05:30,2023-09-13 00:00:00+05:30,4383.79248046875,4285.37255859375,-0.0224508624241438,Standard
HDFCLIFE.NS,2023-09-07 00:00:00+05:30,2023-09-14 00:00:00+05:30,652.719970703125,641.4892578125,-0.017206020031112296,Standard
SIEMENS.NS,2023-08-24 00:00:00+05:30,2023-09-20 00:00:00+05:30,2216.071533203125,2198.88427734375,-0.00775573152845496,Standard
DMART.NS,2023-08-30 00:00:00+05:30,2023-09-21 00:00:00+05:30,3736.300048828125,3686.949951171875,-0.013208280119721234,Standard
HEROMOTOCO.NS,2023-09-15 00:00:00+05:30,2023-09-21 00:00:00+05:30,2806.43310546875,2747.9208984375,-0.02084931471098681,Standard
ICICIBANK.NS,2023-09-18 00:00:00+05:30,2023-09-21 00:00:00+05:30,974.2310791015625,943.8294067382812,-0.03120581247656123,Standard
CIPLA.NS,2023-06-05 00:00:00+05:30,2023-09-22 00:00:00+05:30,948.6934814453125,1163.5003662109375,0.22642390715953029,Standard
POLICYBZR.NS,2023-06-06 00:00:00+05:30,2023-09-22 00:00:00+05:30,624.0499877929688,750.2000122070312,0.20214730691720373,Standard
DRREDDY.NS,2023-06-15 00:00:00+05:30,2023-09-22 00:00:00+05:30,941.6517944335938,1090.0013427734375,0.1575418315101034,Standard
HAL.NS,2023-08-21 00:00:00+05:30,2023-09-22 00:00:00+05:30,1864.4395751953125,1895.4761962890625,0.016646622130673614,Standard
ULTRACEMCO.NS,2023-08-30 00:00:00+05:30,2023-09-22 00:00:00+05:30,8165.46142578125,8087.8662109375,-0.009502857315418141,Standard
WIPRO.NS,2023-07-14 00:00:00+05:30,2023-09-25 00:00:00+05:30,189.4430389404297,193.67576599121094,0.022343006501876428,Standard
SUNPHARMA.NS,2023-07-24 00:00:00+05:30,2023-09-25 00:00:00+05:30,1069.85498046875,1096.7135009765625,0.025104823549117482,Standard
SBILIFE.NS,2023-09-01 00:00:00+05:30,2023-09-25 00:00:00+05:30,1315.6781005859375,1289.3756103515625,-0.01999158473692097,Standard
HEROMOTOCO.NS,2023-09-22 00:00:00+05:30,2023-09-25 00:00:00+05:30,2767.8369140625,2723.8837890625,-0.015879954767814584,Standard
HEROMOTOCO.NS,2023-09-26 00:00:00+05:30,2023-09-27 00:00:00+05:30,2778.5048828125,2752.865478515625,-0.009227770105957812,Standard
Marico.NS,2023-07-27 00:00:00+05:30,2023-09-28 00:00:00+05:30,535.815673828125,541.3764038085938,0.010378065166963518,Standard
INDUSINDBK.NS,2023-09-01 00:00:00+05:30,2023-09-28 00:00:00+05:30,1400.9964599609375,1397.4854736328125,-0.002506063668585496,Standard
DIVISLAB.NS,2023-09-06 00:00:00+05:30,2023-09-28 00:00:00+05:30,3668.626220703125,3626.131591796875,-0.01158325388027825,Standard
TECHM.NS,2023-08-01 00:00:00+05:30,2023-10-03 00:00:00+05:30,1069.882568359375,1137.9022216796875,0.06357674695515238,Standard
M&M.NS,2023-09-14 00:00:00+05:30,2023-10-03 00:00:00+05:30,1542.2265625,1514.060791015625,-0.01826305691345204,Standard
SBIN.NS,2023-09-20 00:00:00+05:30,2023-10-04 00:00:00+05:30,579.5489501953125,565.2313232421875,-0.024704775926692384,Standard
SUNPHARMA.NS,2023-09-27 00:00:00+05:30,2023-10-04 00:00:00+05:30,1112.226806640625,1096.4697265625,-0.014167146470527678,Standard
HEROMOTOCO.NS,2023-09-29 00:00:00+05:30,2023-10-04 00:00:00+05:30,2799.473388671875,2737.024169921875,-0.02230748790208259,Standard
INDUSINDBK.NS,2023-09-29 00:00:00+05:30,2023-10-04 00:00:00+05:30,1413.161376953125,1385.9139404296875,-0.019281192486441206,Standard
HAL.NS,2023-10-03 00:00:00+05:30,2023-10-04 00:00:00+05:30,1917.075927734375,1877.1092529296875,-0.020847726595743462,Standard
DIVISLAB.NS,2023-09-29 00:00:00+05:30,2023-10-05 00:00:00+05:30,3725.219482421875,3657.989990234375,-0.018047122459424088,Standard
Marico.NS,2023-10-03 00:00:00+05:30,2023-10-05 00:00:00+05:30,556.7531127929688,524.597412109375,-0.05775576273347393,Standard
ADANIPORTS.NS,2023-07-14 00:00:00+05:30,2023-10-09 00:00:00+05:30,714.6928100585938,782.865966796875,0.09538805453029828,Standard
ACC.NS,2023-07-26 00:00:00+05:30,2023-10-09 00:00:00+05:30,1909.322509765625,1951.4814453125,0.02208057325634847,Standard
HAL.NS,2023-10-05 00:00:00+05:30,2023-10-09 00:00:00+05:30,1904.1453857421875,1881.615234375,-0.01183215921215271,Standard
POLICYBZR.NS,2023-09-28 00:00:00+05:30,2023-10-10 00:00:00+05:30,761.6500244140625,752.9500122070312,-0.011422585082596394,Standard
ADANIPORTS.NS,2023-10-10 00:00:00+05:30,2023-10-11 00:00:00+05:30,812.0482177734375,807.4404907226562,-0.005674203760233868,Standard
TECHM.NS,2023-10-10 00:00:00+05:30,2023-10-12 00:00:00+05:30,1148.708740234375,1121.5755615234375,-0.02362059046003378,Standard
WIPRO.NS,2023-10-11 00:00:00+05:30,2023-10-12 00:00:00+05:30,196.9730682373047,195.07888793945312,-0.009616443074184819,Standard
INFY.NS,2023-07-17 00:00:00+05:30,2023-10-13 00:00:00+05:30,1322.5670166015625,1330.188720703125,0.005762811264677576,Standard
AMBUJACEM.NS,2023-10-11 00:00:00+05:30,2023-10-13 00:00:00+05:30,442.1418151855469,436.9763488769531,-0.011682826937384419,Standard
ADANIENT.NS,2023-10-12 00:00:00+05:30,2023-10-13 00:00:00+05:30,2504.129150390625,2452.375,-0.020667524429621272,Standard
DIVISLAB.NS,2023-10-10 00:00:00+05:30,2023-10-16 00:00:00+05:30,3674.265625,3616.435546875,-0.01573922084770341,Standard
HAVELLS.NS,2023-08-29 00:00:00+05:30,2023-10-18 00:00:00+05:30,1318.989501953125,1320.4178466796875,0.0010829083358491062,Standard
TCS.NS,2023-09-05 00:00:00+05:30,2023-10-18 00:00:00+05:30,3185.587890625,3239.37255859375,0.016883749504144948,Standard
APOLLOHOSP.NS,2023-10-03 00:00:00+05:30,2023-10-18 00:00:00+05:30,5092.75634765625,4951.78125,-0.027681492699160544,Standard
INDUSINDBK.NS,2023-10-06 00:00:00+05:30,2023-10-18 00:00:00+05:30,1419.046142578125,1404.754638671875,-0.010071204506630895,Standard
ULTRACEMCO.NS,2023-10-13 00:00:00+05:30,2023-10-18 00:00:00+05:30,8267.2587890625,8177.6611328125,-0.010837649883240234,Standard
AMBUJACEM.NS,2023-10-16 00:00:00+05:30,2023-10-18 00:00:00+05:30,440.3040771484375,430.1221923828125,-0.023124666097953103,Standard
DRREDDY.NS,2023-10-18 00:00:00+05:30,2023-10-19 00:00:00+05:30,1121.6915283203125,1112.49462890625,-0.008199134237765426,Standard
BEL.NS,2023-04-05 00:00:00+05:30,2023-10-20 00:00:00+05:30,96.0656967163086,131.8188018798828,0.37217348528847544,Standard
TRENT.NS,2023-04-05 00:00:00+05:30,2023-10-20 00:00:00+05:30,1360.68310546875,2032.99267578125,0.49409709550328546,Standard
TATASTEEL.NS,2023-06-28 00:00:00+05:30,2023-10-20 00:00:00+05:30,106.85498809814453,117.91885375976562,0.10354093766272396,Standard
AXISBANK.NS,2023-08-23 00:00:00+05:30,2023-10-20 00:00:00+05:30,977.6593017578125,978.7575073242188,0.0011233008926849032,Standard
HAL.NS,2023-10-10 00:00:00+05:30,2023-10-20 00:00:00+05:30,1919.4268798828125,1873.631591796875,-0.023858834408286216,Standard
ACC.NS,2023-10-11 00:00:00+05:30,2023-10-20 00:00:00+05:30,2024.7259521484375,1949.6939697265625,-0.037057845948118825,Standard
M&M.NS,2023-10-16 00:00:00+05:30,2023-10-20 00:00:00+05:30,1550.6468505859375,1534.5943603515625,-0.010352125133010976,Standard
CIPLA.NS,2023-10-19 00:00:00+05:30,2023-10-20 00:00:00+05:30,1200.194091796875,1177.5302734375,-0.018883461028743928,Standard
