date,avg_trend_score,strong_momentum,total_uptrends,breakout_alerts,Nifty 50_30d,Nifty 50_60d,Nifty 50_90d,Nifty 50_180d,Nifty 50_270d,Nifty Midcap 50_30d,Nifty Midcap 50_60d,Nifty Midcap 50_90d,Nifty Midcap 50_180d,Nifty Midcap 50_270d,Nifty Bank_30d,Nifty Bank_60d,Nifty Bank_90d,Nifty Bank_180d,Nifty Bank_270d,Nifty IT_30d,Nifty IT_60d,Nifty IT_90d,Nifty IT_180d,Nifty IT_270d,Nifty Pharma_30d,Nifty Pharma_60d,Nifty Pharma_90d,Nifty Pharma_180d,Nifty Pharma_270d,Nifty Auto_30d,Nifty Auto_60d,Nifty Auto_90d,Nifty Auto_180d,Nifty Auto_270d,Nifty FMCG_30d,Nifty FMCG_60d,Nifty FMCG_90d,Nifty FMCG_180d,Nifty FMCG_270d,Nifty Metal_30d,Nifty Metal_60d,Nifty Metal_90d,Nifty Metal_180d,Nifty Metal_270d,Nifty Realty_30d,Nifty Realty_60d,Nifty Realty_90d,Nifty Realty_180d,Nifty Realty_270d,Nifty Energy_30d,Nifty Energy_60d,Nifty Energy_90d,Nifty Energy_180d,Nifty Energy_270d,Nifty Infra_30d,Nifty Infra_60d,Nifty Infra_90d,Nifty Infra_180d,Nifty Infra_270d,Nifty PSE_30d,Nifty PSE_60d,Nifty PSE_90d,Nifty PSE_180d,Nifty PSE_270d,score_bin
2026-01-03,67.0,96,116,17,-4.43,,,,,-4.74,,,,,-2.37,,,,,0.8,,,,,-5.25,,,,,-7.42,,,,,-5.27,,,,,0.62,,,,,-15.2,,,,,-3.99,,,,,-6.18,,,,,-0.79,,,,,55-70 (Bullish)
2026-01-04,64.0,99,173,22,-1.99,,,,,-2.22,,,,,-0.0,,,,,2.23,,,,,-2.39,,,,,-4.82,,,,,-4.93,,,,,3.5,,,,,-11.13,,,,,-1.09,,,,,-3.34,,,,,1.02,,,,,55-70 (Bullish)
2026-01-05,63.0,92,157,11,-1.67,,,,,-1.55,,,,,0.53,,,,,-3.8,,,,,-2.61,,,,,-3.61,,,,,-4.6,,,,,4.96,,,,,-10.15,,,,,0.95,,,,,-1.78,,,,,2.66,,,,,55-70 (Bullish)
2026-01-06,61.0,91,161,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,55-70 (Bullish)
2026-01-07,60.0,81,91,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,55-70 (Bullish)
2026-01-08,55.0,72,113,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40-55 (Weak)
2026-01-09,50.0,61,76,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40-55 (Weak)
2026-01-10,51.0,42,78,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40-55 (Weak)
2026-01-11,42.0,24,50,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40-55 (Weak)
2026-01-12,48.0,45,91,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40-55 (Weak)
2026-01-13,59.0,58,89,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,55-70 (Bullish)
2026-01-14,56.0,73,114,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,55-70 (Bullish)
2026-01-15,59.0,91,109,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,55-70 (Bullish)
2026-01-16,49.0,65,102,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40-55 (Weak)
2026-01-17,50.0,63,93,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40-55 (Weak)
2026-01-18,45.0,25,50,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40-55 (Weak)
2026-01-19,58.0,68,97,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,55-70 (Bullish)
2026-01-20,35.8,65,146,28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,<40 (Bearish)
2026-01-22,37.1,76,153,41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,<40 (Bearish)
2026-01-23,37.1,76,153,41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,<40 (Bearish)
2026-01-24,33.3,56,132,28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,<40 (Bearish)
2026-02-02,36.8,71,151,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,<40 (Bearish)
2026-02-04,44.8,119,185,56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40-55 (Weak)
