signal_date,ticker,name,sector,signal_price,current_price,jump_pct,vol_mult,pead_action,return_since_signal,return_5d,return_21d,days_held,status
2026-06-22,TRITURBINE.NS,Triveni Turbine Limited,Capital Goods,737.3,677.35,9.7,2.7,🟢 Buy (Drifter),-8.13,,,11,ACTIVE
2026-06-22,EIEL.NS,EIEL.NS,Infrastructure,224.9,235.46,9.2,2.7,🟡 Neutral (Priced-In),4.7,,,11,ACTIVE
2026-06-22,RBA.NS,Restaurant Brands Asia Limited,Hospitality,79.7,77.09,8.2,3.0,Unknown,-3.27,,,11,ACTIVE
2026-06-22,IMAGICAA.NS,Imagicaaworld Entertainment Limited,Media,48.0,47.5,7.8,2.7,🟡 Neutral (Priced-In),-1.04,,,11,ACTIVE
2026-06-22,KIRLPNU.NS,Kirloskar Pneumatic Company Limited,Capital Goods,2091.5,2000.9,7.3,3.0,🟢 Buy (Drifter),-4.33,,,11,ACTIVE
2026-06-22,KIRLOSBROS.NS,Kirloskar Brothers Limited,Capital Goods,2073.3,1984.5,7.2,3.0,🟢 Buy (Drifter),-4.28,,,11,ACTIVE
2026-06-22,GREAVESCOT.NS,Greaves Cotton Limited,Capital Goods,212.6,226.57,7.1,3.0,🟢 Buy (Drifter),6.57,,,11,ACTIVE
2026-06-22,GRINFRA.NS,G R Infraprojects Limited,Capital Goods,959.1,912.95,7.1,2.3,🟢 Buy (Drifter),-4.81,,,11,ACTIVE
2026-06-22,LXCHEM.NS,Laxmi Organic Industries Limited,Chemicals,162.9,155.44,6.9,3.0,🟡 Neutral (Priced-In),-4.58,,,11,ACTIVE
2026-06-22,POLYMED.NS,Poly Medicure Limited,Pharma & Healthcare,1671.4,1666.1,6.9,2.3,🟡 Neutral (Priced-In),-0.32,,,11,ACTIVE
2026-06-22,INOXINDIA.NS,INOX India Limited,Capital Goods,2040.9,1905.0,6.4,3.0,🟢 Buy (Drifter),-6.66,,,11,ACTIVE
2026-06-22,AEGISLOG.NS,AEGISLOG.NS,Oil & Gas,1069.7,1325.4,6.1,3.0,🟡 Neutral (Priced-In),23.9,,,11,ACTIVE
2026-06-22,SFL.NS,Sheela Foam Limited,Consumer Durables,741.8,736.9,5.9,3.0,🟡 Neutral (Priced-In),-0.66,,,11,ACTIVE
2026-06-22,IDBI.NS,IDBI Bank Limited,Banking,87.7,83.84,5.6,3.0,🟡 Neutral (Priced-In),-4.4,,,11,ACTIVE
2026-06-22,AETHER.NS,Aether Industries Limited,Chemicals,1226.8,1359.6,5.5,3.0,🟡 Neutral (Priced-In),10.82,,,11,ACTIVE
2026-06-22,CLEAN.NS,Clean Science and Technology Limited,Chemicals,821.1,773.3,5.0,3.0,🟡 Neutral (Priced-In),-5.82,,,11,ACTIVE
2026-06-22,KSB.NS,KSB Limited,Capital Goods,947.8,962.55,5.0,2.7,🟢 Buy (Drifter),1.56,,,11,ACTIVE
2026-06-22,DELHIVERY.NS,Delhivery Limited,Infrastructure,483.8,507.45,4.9,2.3,🟡 Neutral (Priced-In),4.89,,,11,ACTIVE
2026-06-22,NIACL.NS,The New India Assurance Company Limited,Insurance,212.1,183.11,4.8,3.0,🟡 Neutral (Priced-In),-13.67,,,11,ACTIVE
2026-06-22,SCHNEIDER.NS,Schneider Electric Infrastructure Limited,Capital Goods,1395.5,1387.0,4.8,3.0,🟢 Buy (Drifter),-0.61,,,11,ACTIVE
2026-06-22,PGIL.NS,Pearl Global Industries Limited,Consumer Durables,1878.6,2088.0,4.7,3.0,🟡 Neutral (Priced-In),11.15,,,11,ACTIVE
2026-06-22,ZYDUSWELL.NS,Zydus Wellness Limited,Consumer Goods,536.5,568.5,4.7,3.0,🟢 Buy (Drifter),5.96,,,11,ACTIVE
2026-06-22,PNCINFRA.NS,PNC Infratech Limited,Infrastructure,236.4,230.71,4.6,2.7,🟡 Neutral (Priced-In),-2.41,,,11,ACTIVE
2026-06-22,PRIVISCL.NS,Privi Speciality Chemicals Limited,Chemicals,3655.8,3684.2,4.6,2.7,🟡 Neutral (Priced-In),0.78,,,11,ACTIVE
2026-06-22,EDELWEISS.NS,Edelweiss Financial Services Limited,Financial Services,130.3,124.33,4.5,3.0,🟢 Buy (Drifter),-4.58,,,11,ACTIVE
2026-06-22,ABCAPITAL.NS,Aditya Birla Capital Limited,Financial Services,392.0,401.25,4.3,3.0,🟢 Buy (Drifter),2.36,,,11,ACTIVE
2026-06-22,ANUP.NS,The Anup Engineering Limited,Capital Goods,2337.1,2313.4,4.1,3.0,🟢 Buy (Drifter),-1.01,,,11,ACTIVE
2026-06-22,RECLTD.NS,REC Limited,Financial Services,369.9,370.1,4.1,2.7,🟢 Buy (Drifter),0.05,,,11,ACTIVE
2026-06-22,TRIVENI.NS,Triveni Engineering & Industries Limited,Consumer Goods,419.8,451.75,4.0,2.3,🟢 Buy (Drifter),7.61,,,11,ACTIVE
2026-06-23,COHANCE.NS,COHANCE.NS,Pharma & Healthcare,457.8,454.5,13.0,3.0,🟡 Neutral (Priced-In),-0.72,,,10,ACTIVE
2026-06-23,SHILPAMED.NS,Shilpa Medicare Limited,Pharma & Healthcare,591.2,570.75,7.9,3.0,🟡 Neutral (Priced-In),-3.46,,,10,ACTIVE
2026-06-23,PPLPHARMA.NS,Piramal Pharma Limited,Pharma & Healthcare,168.9,168.54,6.5,2.7,🟡 Neutral (Priced-In),-0.21,,,10,ACTIVE
2026-06-23,GLAND.NS,Gland Pharma Limited,Pharma & Healthcare,2298.2,2462.3,5.1,2.3,🟡 Neutral (Priced-In),7.14,,,10,ACTIVE
2026-06-23,NEULANDLAB.NS,Neuland Laboratories Limited,Pharma & Healthcare,18102.0,18786.0,5.1,3.0,🟡 Neutral (Priced-In),3.78,,,10,ACTIVE
2026-06-23,ATHERENERG.NS,Ather Energy Limited,Auto,1006.8,1130.0,4.8,2.3,🟡 Neutral (Priced-In),12.24,,,10,ACTIVE
2026-06-23,BASF.NS,BASF India Limited,Chemicals,3745.8,3664.1,4.8,3.0,🟡 Neutral (Priced-In),-2.18,,,10,ACTIVE
2026-06-23,KIRLOSENG.NS,Kirloskar Oil Engines Limited,Capital Goods,2504.4,2341.1,4.8,2.3,🟢 Buy (Drifter),-6.52,,,10,ACTIVE
2026-06-23,SANSERA.NS,Sansera Engineering Limited,Auto,3120.6,3165.1,4.3,2.7,🟡 Neutral (Priced-In),1.43,,,10,ACTIVE
2026-06-24,ICIL.NS,Indo Count Industries Limited,Consumer Durables,433.9,426.5,10.3,3.0,🟡 Neutral (Priced-In),-1.71,,,9,ACTIVE
2026-06-24,PGIL.NS,Pearl Global Industries Limited,Consumer Durables,2081.0,2088.0,10.2,3.0,🟡 Neutral (Priced-In),0.34,,,9,ACTIVE
2026-06-24,AETHER.NS,Aether Industries Limited,Chemicals,1357.2,1359.6,9.1,3.0,🟡 Neutral (Priced-In),0.18,,,9,ACTIVE
2026-06-24,PATELENG.NS,Patel Engineering Limited,Capital Goods,34.6,34.44,7.8,3.0,🟢 Buy (Drifter),-0.46,,,9,ACTIVE
2026-06-24,KPRMILL.NS,K.P.R. Mill Limited,Textiles,1218.4,1191.6,7.7,3.0,🟡 Neutral (Priced-In),-2.2,,,9,ACTIVE
2026-06-24,JSWINFRA.NS,JSW Infrastructure Limited,Infrastructure,338.4,330.45,7.4,3.0,🟡 Neutral (Priced-In),-2.35,,,9,ACTIVE
2026-06-24,POLYPLEX.NS,Polyplex Corporation Limited,Chemicals,1038.2,959.65,7.3,2.3,🟡 Neutral (Priced-In),-7.57,,,9,ACTIVE
2026-06-24,ENTERO.NS,Entero Healthcare Solutions Limited,Pharma & Healthcare,1163.3,1212.4,6.9,2.3,🟡 Neutral (Priced-In),4.22,,,9,ACTIVE
2026-06-24,M&MFIN.NS,Mahindra & Mahindra Financial Services Limited,Financial Services,310.9,315.15,6.7,2.7,🟢 Buy (Drifter),1.37,,,9,ACTIVE
2026-06-24,ARVIND.NS,Arvind Limited,Textiles,556.1,569.05,6.6,2.7,🟡 Neutral (Priced-In),2.33,,,9,ACTIVE
2026-06-24,CREDITACC.NS,CreditAccess Grameen Limited,Financial Services,1460.3,1557.4,6.5,3.0,🟢 Buy (Drifter),6.65,,,9,ACTIVE
2026-06-24,IMAGICAA.NS,Imagicaaworld Entertainment Limited,Media,49.9,47.5,5.5,2.7,🟡 Neutral (Priced-In),-4.81,,,9,ACTIVE
2026-06-24,EXIDEIND.NS,Exide Industries Limited,Auto,399.5,416.6,5.4,2.3,🟡 Neutral (Priced-In),4.28,,,9,ACTIVE
2026-06-24,INDIGO.NS,InterGlobe Aviation Limited,Infrastructure,5207.2,5399.0,5.0,2.7,🟡 Neutral (Priced-In),3.68,,,9,ACTIVE
2026-06-24,WELSPUNLIV.NS,Welspun Living Limited,Textiles,169.8,165.26,5.0,3.0,🟡 Neutral (Priced-In),-2.67,,,9,ACTIVE
2026-06-24,RAIN.NS,Rain Industries Limited,Metals & Mining,192.7,182.82,4.6,2.3,🟢 Buy (Drifter),-5.13,,,9,ACTIVE
2026-06-24,FIRSTCRY.NS,FIRSTCRY.NS,Retail,226.8,219.26,4.5,2.3,🟡 Neutral (Priced-In),-3.32,,,9,ACTIVE
2026-06-24,RAMCOCEM.NS,The Ramco Cements Limited,Cement & Materials,913.8,931.75,4.3,2.7,Unknown,1.96,,,9,ACTIVE
2026-06-24,TRIDENT.NS,Trident Limited,Textiles,26.8,26.31,4.3,2.7,🟡 Neutral (Priced-In),-1.83,,,9,ACTIVE
2026-06-24,SHAKTIPUMP.NS,Shakti Pumps (India) Limited,Capital Goods,591.1,569.7,4.2,2.7,🟢 Buy (Drifter),-3.62,,,9,ACTIVE
2026-06-24,GREAVESCOT.NS,Greaves Cotton Limited,Capital Goods,214.0,226.57,4.1,3.0,🟢 Buy (Drifter),5.87,,,9,ACTIVE
2026-06-24,OPTIEMUS.NS,Optiemus Infracom Limited,Telecom,472.7,485.4,4.1,3.0,🟡 Neutral (Priced-In),2.69,,,9,ACTIVE
2026-06-25,RELAXO.NS,Relaxo Footwears Limited,Consumer Durables,413.5,410.0,12.1,3.0,🟡 Neutral (Priced-In),-0.85,,,8,ACTIVE
2026-06-25,MSUMI.NS,Motherson Sumi Wiring India Limited,Auto,41.3,41.12,9.1,3.0,🟡 Neutral (Priced-In),-0.44,,,8,ACTIVE
2026-06-25,AEGISLOG.NS,AEGISLOG.NS,Oil & Gas,1140.7,1325.4,7.3,3.0,🟡 Neutral (Priced-In),16.19,,,8,ACTIVE
2026-06-25,M&MFIN.NS,Mahindra & Mahindra Financial Services Limited,Financial Services,328.5,315.15,5.7,3.0,🟢 Buy (Drifter),-4.06,,,8,ACTIVE
2026-06-25,HFCL.NS,HFCL Limited,Telecom,215.0,214.48,5.0,3.0,🟡 Neutral (Priced-In),-0.24,,,8,ACTIVE
2026-06-25,STLTECH.NS,Sterlite Technologies Limited,Telecom,613.3,590.75,5.0,2.3,🟡 Neutral (Priced-In),-3.68,,,8,ACTIVE
2026-06-25,MOTHERSON.NS,Samvardhana Motherson International Limited,Auto,151.7,147.51,4.9,2.7,🟡 Neutral (Priced-In),-2.76,,,8,ACTIVE
2026-06-25,ASAHIINDIA.NS,Asahi India Glass Limited,Auto,898.9,873.65,4.8,3.0,🟡 Neutral (Priced-In),-2.81,,,8,ACTIVE
2026-06-25,OFSS.NS,Oracle Financial Services Software Limited,IT & Technology,10974.5,10863.0,4.8,3.0,🟢 Buy (Drifter),-1.02,,,8,ACTIVE
2026-06-25,INDIGO.NS,InterGlobe Aviation Limited,Infrastructure,5450.0,5399.0,4.7,3.0,🟡 Neutral (Priced-In),-0.94,,,8,ACTIVE
2026-06-25,VIJAYA.NS,Vijaya Diagnostic Centre Limited,Pharma & Healthcare,1367.8,1369.9,4.2,2.7,🟡 Neutral (Priced-In),0.15,,,8,ACTIVE
2026-06-26,RELAXO.NS,Relaxo Footwears Limited,Consumer Durables,413.5,410.0,12.1,3.0,🟡 Neutral (Priced-In),-0.85,,,7,ACTIVE
2026-06-26,MSUMI.NS,Motherson Sumi Wiring India Limited,Auto,41.3,41.12,9.1,3.0,🟡 Neutral (Priced-In),-0.44,,,7,ACTIVE
2026-06-26,AEGISLOG.NS,AEGISLOG.NS,Oil & Gas,1140.7,1325.4,7.3,3.0,🟡 Neutral (Priced-In),16.19,,,7,ACTIVE
2026-06-26,M&MFIN.NS,Mahindra & Mahindra Financial Services Limited,Financial Services,328.5,315.15,5.7,3.0,🟢 Buy (Drifter),-4.06,,,7,ACTIVE
2026-06-26,HFCL.NS,HFCL Limited,Telecom,215.0,214.48,5.0,3.0,🟡 Neutral (Priced-In),-0.24,,,7,ACTIVE
2026-06-26,STLTECH.NS,Sterlite Technologies Limited,Telecom,613.3,590.75,5.0,2.3,🟡 Neutral (Priced-In),-3.68,,,7,ACTIVE
2026-06-26,MOTHERSON.NS,Samvardhana Motherson International Limited,Auto,151.7,147.51,4.9,2.7,🟡 Neutral (Priced-In),-2.76,,,7,ACTIVE
2026-06-26,ASAHIINDIA.NS,Asahi India Glass Limited,Auto,898.9,873.65,4.8,3.0,🟡 Neutral (Priced-In),-2.81,,,7,ACTIVE
2026-06-26,OFSS.NS,Oracle Financial Services Software Limited,IT & Technology,10974.5,10863.0,4.8,3.0,🟢 Buy (Drifter),-1.02,,,7,ACTIVE
2026-06-26,INDIGO.NS,InterGlobe Aviation Limited,Infrastructure,5450.0,5399.0,4.7,3.0,🟡 Neutral (Priced-In),-0.94,,,7,ACTIVE
2026-06-26,VIJAYA.NS,Vijaya Diagnostic Centre Limited,Pharma & Healthcare,1367.8,1369.9,4.2,2.7,🟡 Neutral (Priced-In),0.15,,,7,ACTIVE
2026-06-29,TSFINV.NS,TSF Investments Limited,Financial Services,444.0,451.0,11.9,3.0,🟢 Buy (Drifter),1.58,,,4,ACTIVE
2026-06-29,ZYDUSWELL.NS,Zydus Wellness Limited,Consumer Goods,569.5,568.5,9.9,3.0,🟢 Buy (Drifter),-0.18,,,4,ACTIVE
2026-06-29,SCHNEIDER.NS,Schneider Electric Infrastructure Limited,Capital Goods,1453.6,1387.0,8.9,3.0,🟢 Buy (Drifter),-4.58,,,4,ACTIVE
2026-06-29,ATHERENERG.NS,Ather Energy Limited,Auto,1083.8,1130.0,8.5,3.0,🟡 Neutral (Priced-In),4.26,,,4,ACTIVE
2026-06-29,ACUTAAS.NS,Acutaas Chemicals Limited,Chemicals,3568.2,3694.8,8.1,3.3,🟡 Neutral (Priced-In),3.55,,,4,ACTIVE
2026-06-29,HONASA.NS,Honasa Consumer Limited,Consumer Goods,446.5,461.75,6.9,2.3,🟢 Buy (Drifter),3.42,,,4,ACTIVE
2026-06-29,MSTCLTD.NS,MSTC Limited,Capital Goods,690.8,715.8,6.7,3.0,🟢 Buy (Drifter),3.62,,,4,ACTIVE
2026-06-29,AJANTPHARM.NS,Ajanta Pharma Limited,Pharma & Healthcare,3384.2,3326.3,6.4,3.0,🟡 Neutral (Priced-In),-1.71,,,4,ACTIVE
2026-06-29,ACMESOLAR.NS,ACMESOLAR.NS,Power & Utilities,379.2,383.25,6.2,3.0,🟢 Buy (Drifter),1.07,,,4,ACTIVE
2026-06-29,THERMAX.NS,Thermax Limited,Capital Goods,5125.1,5120.5,6.1,2.3,🟢 Buy (Drifter),-0.09,,,4,ACTIVE
2026-06-29,ABDL.NS,ABDL.NS,Consumer Goods,659.5,655.15,6.0,3.0,🟢 Buy (Drifter),-0.66,,,4,ACTIVE
2026-06-29,MAHABANK.NS,Bank of Maharashtra,Banking,93.8,91.2,5.8,3.3,🟡 Neutral (Priced-In),-2.77,,,4,ACTIVE
2026-06-29,FINCABLES.NS,Finolex Cables Limited,Capital Goods,1179.2,1100.1,5.6,3.3,🟢 Buy (Drifter),-6.71,,,4,ACTIVE
2026-06-29,INNOVACAP.NS,Innova Captab Limited,Pharma & Healthcare,994.2,973.35,5.6,2.7,🟡 Neutral (Priced-In),-2.1,,,4,ACTIVE
2026-06-29,HEXT.NS,Hexaware Technologies Limited,IT & Technology,519.4,546.6,5.0,2.3,🟢 Buy (Drifter),5.24,,,4,ACTIVE
2026-06-29,KRN.NS,KRN.NS,Capital Goods,1250.5,1234.6,5.0,2.7,🟢 Buy (Drifter),-1.27,,,4,ACTIVE
2026-06-29,THANGAMAYL.NS,Thangamayil Jewellery Limited,Consumer Durables,5875.1,5945.5,5.0,3.0,🟡 Neutral (Priced-In),1.2,,,4,ACTIVE
2026-06-29,CHENNPETRO.NS,Chennai Petroleum Corporation Limited,Oil & Gas,1153.8,1125.8,4.7,2.7,🟡 Neutral (Priced-In),-2.43,,,4,ACTIVE
2026-06-29,CCAVENUE.NS,AvenuesAI Limited,Financial Services,16.8,17.08,4.5,3.0,🟢 Buy (Drifter),1.67,,,4,ACTIVE
2026-06-29,CENTRALBK.NS,Central Bank of India,Banking,33.6,32.8,4.4,3.0,🟡 Neutral (Priced-In),-2.38,,,4,ACTIVE
2026-06-29,CARBORUNIV.NS,Carborundum Universal Limited,Capital Goods,1191.9,1139.6,4.3,2.3,🟢 Buy (Drifter),-4.39,,,4,ACTIVE
2026-06-29,GRANULES.NS,Granules India Limited,Pharma & Healthcare,794.8,833.8,4.0,2.3,🟡 Neutral (Priced-In),4.91,,,4,ACTIVE
2026-06-30,PARAS.NS,Paras Defence and Space Technologies Limited,Aerospace & Defense,1289.1,1277.9,9.0,3.0,🟢 Buy (Drifter),-0.87,,,3,ACTIVE
2026-06-30,THANGAMAYL.NS,Thangamayil Jewellery Limited,Consumer Durables,6398.2,5945.5,8.9,3.3,🟡 Neutral (Priced-In),-7.08,,,3,ACTIVE
2026-06-30,OLAELEC.NS,OLAELEC.NS,Auto,43.8,45.02,8.4,2.7,🟡 Neutral (Priced-In),2.79,,,3,ACTIVE
2026-06-30,QUESS.NS,Quess Corp Limited,Capital Goods,267.6,273.4,7.9,3.0,🟢 Buy (Drifter),2.17,,,3,ACTIVE
2026-06-30,BALAMINES.NS,Balaji Amines Limited,Chemicals,2035.9,2194.2,7.6,3.0,🟡 Neutral (Priced-In),7.78,,,3,ACTIVE
2026-06-30,NEOGEN.NS,Neogen Chemicals Limited,Chemicals,2024.9,2013.6,7.6,3.0,🟡 Neutral (Priced-In),-0.56,,,3,ACTIVE
2026-06-30,UNIMECH.NS,UNIMECH.NS,Aerospace & Defense,1171.7,1144.3,7.4,2.7,🟢 Buy (Drifter),-2.34,,,3,ACTIVE
2026-06-30,ARVIND.NS,Arvind Limited,Textiles,587.1,569.05,6.8,3.0,🟡 Neutral (Priced-In),-3.07,,,3,ACTIVE
2026-06-30,COCHINSHIP.NS,Cochin Shipyard Limited,Infrastructure,1507.9,1524.1,5.6,3.0,🟡 Neutral (Priced-In),1.07,,,3,ACTIVE
2026-06-30,TARIL.NS,TARIL.NS,Capital Goods,351.4,358.95,5.6,3.0,🟢 Buy (Drifter),2.15,,,3,ACTIVE
2026-06-30,BALRAMCHIN.NS,Balrampur Chini Mills Limited,Consumer Goods,555.0,562.45,5.3,2.3,🟢 Buy (Drifter),1.34,,,3,ACTIVE
2026-06-30,ATHERENERG.NS,Ather Energy Limited,Auto,1140.6,1130.0,5.2,2.7,🟡 Neutral (Priced-In),-0.93,,,3,ACTIVE
2026-06-30,MARUTI.NS,Maruti Suzuki India Limited,Auto,14115.0,14395.0,5.2,2.7,🟡 Neutral (Priced-In),1.98,,,3,ACTIVE
2026-06-30,CGCL.NS,Capri Global Capital Limited,Financial Services,227.7,233.87,5.1,3.0,🟢 Buy (Drifter),2.71,,,3,ACTIVE
2026-06-30,GLAND.NS,Gland Pharma Limited,Pharma & Healthcare,2495.0,2462.3,5.1,2.7,🟡 Neutral (Priced-In),-1.31,,,3,ACTIVE
2026-06-30,GREAVESCOT.NS,Greaves Cotton Limited,Capital Goods,220.0,226.57,5.0,3.0,🟢 Buy (Drifter),2.99,,,3,ACTIVE
2026-06-30,SOLARINDS.NS,Solar Industries India Limited,Chemicals,18696.0,18610.0,5.0,2.3,🟡 Neutral (Priced-In),-0.46,,,3,ACTIVE
2026-06-30,SUPRIYA.NS,Supriya Lifescience Limited,Pharma & Healthcare,1018.0,1009.3,4.9,2.7,🟡 Neutral (Priced-In),-0.85,,,3,ACTIVE
2026-06-30,COROMANDEL.NS,Coromandel International Limited,Chemicals,2005.0,2034.3,4.8,2.3,🟡 Neutral (Priced-In),1.46,,,3,ACTIVE
2026-06-30,INOXINDIA.NS,INOX India Limited,Capital Goods,1958.4,1905.0,4.8,3.0,🟢 Buy (Drifter),-2.73,,,3,ACTIVE
2026-06-30,WELENT.NS,Welspun Enterprises Limited,Capital Goods,601.5,610.35,4.8,3.3,🟢 Buy (Drifter),1.47,,,3,ACTIVE
2026-06-30,EMIL.NS,Electronics Mart India Limited,Consumer Durables,121.7,140.68,4.7,3.0,🟡 Neutral (Priced-In),15.6,,,3,ACTIVE
2026-06-30,THYROCARE.NS,Thyrocare Technologies Limited,Pharma & Healthcare,549.3,543.4,4.7,2.3,🟡 Neutral (Priced-In),-1.07,,,3,ACTIVE
2026-06-30,APLLTD.NS,Alembic Pharmaceuticals Limited,Pharma & Healthcare,822.8,823.7,4.6,3.0,🟡 Neutral (Priced-In),0.11,,,3,ACTIVE
2026-06-30,KIRLOSBROS.NS,Kirloskar Brothers Limited,Capital Goods,2053.4,1984.5,4.6,3.0,🟢 Buy (Drifter),-3.36,,,3,ACTIVE
2026-06-30,SHRIPISTON.NS,SPR Auto Technologies Limited,Consumer Durables,4187.4,4380.2,4.5,3.0,🟡 Neutral (Priced-In),4.6,,,3,ACTIVE
2026-06-30,APTUS.NS,Aptus Value Housing Finance India Limited,Financial Services,278.9,287.85,4.4,3.0,🟢 Buy (Drifter),3.21,,,3,ACTIVE
2026-06-30,IMAGICAA.NS,Imagicaaworld Entertainment Limited,Media,48.7,47.5,4.4,2.7,🟡 Neutral (Priced-In),-2.46,,,3,ACTIVE
2026-06-30,MANORAMA.NS,Manorama Industries Limited,Consumer Goods,1655.3,1565.0,4.3,2.3,🟢 Buy (Drifter),-5.46,,,3,ACTIVE
2026-06-30,SHILPAMED.NS,Shilpa Medicare Limited,Pharma & Healthcare,598.4,570.75,4.3,3.0,🟡 Neutral (Priced-In),-4.62,,,3,ACTIVE
2026-06-30,FORCEMOT.NS,Force Motors Limited,Auto,18580.0,18804.0,4.2,2.3,🟡 Neutral (Priced-In),1.21,,,3,ACTIVE
2026-06-30,GLAXO.NS,GlaxoSmithKline Pharmaceuticals Limited,Pharma & Healthcare,2450.3,2395.5,4.1,2.7,🟡 Neutral (Priced-In),-2.24,,,3,ACTIVE
2026-06-30,CREDITACC.NS,CreditAccess Grameen Limited,Financial Services,1489.5,1557.4,4.0,3.0,🟢 Buy (Drifter),4.56,,,3,ACTIVE
2026-06-30,KPRMILL.NS,K.P.R. Mill Limited,Textiles,1177.3,1191.6,4.0,3.0,🟡 Neutral (Priced-In),1.21,,,3,ACTIVE
2026-06-30,RATEGAIN.NS,RateGain Travel Technologies Limited,IT & Technology,899.2,902.95,4.0,3.0,🟢 Buy (Drifter),0.42,,,3,ACTIVE
2026-07-01,RITES.NS,RITES Limited,Infrastructure,233.2,233.19,14.0,3.3,🟡 Neutral (Priced-In),-0.0,,,2,ACTIVE
2026-07-01,RPOWER.NS,Reliance Power Limited,Power & Utilities,27.2,27.17,9.4,2.3,🟢 Buy (Drifter),-0.11,,,2,ACTIVE
2026-07-01,IXIGO.NS,IXIGO.NS,Consumer Durables,214.0,213.96,8.8,3.0,🟡 Neutral (Priced-In),-0.02,,,2,ACTIVE
2026-07-01,DELHIVERY.NS,Delhivery Limited,Infrastructure,507.7,507.45,7.6,3.0,🟡 Neutral (Priced-In),-0.05,,,2,ACTIVE
2026-07-01,IKS.NS,IKS.NS,IT & Technology,1800.2,1800.2,7.2,3.0,🟢 Buy (Drifter),-0.0,,,2,ACTIVE
2026-07-01,HEXT.NS,Hexaware Technologies Limited,IT & Technology,551.7,546.6,7.1,2.7,🟢 Buy (Drifter),-0.92,,,2,ACTIVE
2026-07-01,AEGISLOG.NS,AEGISLOG.NS,Oil & Gas,1254.7,1325.4,6.9,3.0,🟡 Neutral (Priced-In),5.63,,,2,ACTIVE
2026-07-01,TRIVENI.NS,Triveni Engineering & Industries Limited,Consumer Goods,451.8,451.75,6.9,3.0,🟢 Buy (Drifter),-0.01,,,2,ACTIVE
2026-07-01,TBOTEK.NS,TBOTEK.NS,IT & Technology,1512.0,1512.0,5.8,3.0,🟢 Buy (Drifter),0.0,,,2,ACTIVE
2026-07-01,ETERNAL.NS,Eternal Limited,Retail,279.7,281.65,5.7,2.7,🟡 Neutral (Priced-In),0.7,,,2,ACTIVE
2026-07-01,ABREL.NS,Aditya Birla Real Estate Limited,Real Estate,1396.0,1405.6,5.5,3.0,🟢 Buy (Drifter),0.69,,,2,ACTIVE
2026-07-01,HOMEFIRST.NS,Home First Finance Company India Limited,Financial Services,1201.6,1205.2,5.5,3.0,🟢 Buy (Drifter),0.3,,,2,ACTIVE
2026-07-01,JMFINANCIL.NS,JM Financial Limited,Diversified,129.0,128.97,5.4,2.3,🟢 Buy (Drifter),-0.02,,,2,ACTIVE
2026-07-01,JUBLINGREA.NS,Jubilant Ingrevia Limited,Chemicals,640.8,640.8,5.4,2.3,🟡 Neutral (Priced-In),-0.0,,,2,ACTIVE
2026-07-01,PAGEIND.NS,Page Industries Limited,Textiles,43610.0,43610.0,5.4,2.7,🟡 Neutral (Priced-In),0.0,,,2,ACTIVE
2026-07-01,PAYTM.NS,One97 Communications Limited,Financial Services,1203.7,1203.7,5.4,2.7,🟢 Buy (Drifter),-0.0,,,2,ACTIVE
2026-07-01,RHIM.NS,RHI Magnesita India Limited,Capital Goods,387.7,387.7,5.4,3.0,🟢 Buy (Drifter),0.0,,,2,ACTIVE
2026-07-01,DABUR.NS,Dabur India Limited,Consumer Goods,444.8,444.35,5.3,2.7,🟢 Buy (Drifter),-0.1,,,2,ACTIVE
2026-07-01,SUNTECK.NS,Sunteck Realty Limited,Real Estate,326.7,326.7,5.1,2.7,🟢 Buy (Drifter),0.0,,,2,ACTIVE
2026-07-01,CCAVENUE.NS,AvenuesAI Limited,Financial Services,17.3,17.08,5.0,3.0,🟢 Buy (Drifter),-1.27,,,2,ACTIVE
2026-07-01,CEMPRO.NS,Cemindia Projects Limited,Infrastructure,1363.3,1449.0,5.0,3.0,🟡 Neutral (Priced-In),6.29,,,2,ACTIVE
2026-07-01,EMIL.NS,Electronics Mart India Limited,Consumer Durables,127.8,140.68,5.0,3.0,🟡 Neutral (Priced-In),10.08,,,2,ACTIVE
2026-07-01,GODREJPROP.NS,Godrej Properties Limited,Real Estate,1959.6,1996.4,5.0,2.7,🟢 Buy (Drifter),1.88,,,2,ACTIVE
2026-07-01,TIPSMUSIC.NS,Tips Music Limited,Media,658.0,657.95,5.0,2.3,🟡 Neutral (Priced-In),-0.01,,,2,ACTIVE
2026-07-01,BLUEJET.NS,Blue Jet Healthcare Limited,Pharma & Healthcare,549.2,556.0,4.6,3.0,🟡 Neutral (Priced-In),1.24,,,2,ACTIVE
2026-07-01,DLF.NS,DLF Limited,Real Estate,648.7,675.9,4.6,3.0,🟢 Buy (Drifter),4.19,,,2,ACTIVE
2026-07-01,SHRIPISTON.NS,SPR Auto Technologies Limited,Consumer Durables,4380.2,4380.2,4.6,3.0,🟡 Neutral (Priced-In),0.0,,,2,ACTIVE
2026-07-01,ZEEL.NS,Zee Entertainment Enterprises Limited,Media,108.3,108.31,4.6,2.7,🟡 Neutral (Priced-In),0.01,,,2,ACTIVE
2026-07-01,CARTRADE.NS,CarTrade Tech Limited,IT & Technology,2813.4,2699.6,4.5,3.3,🟢 Buy (Drifter),-4.04,,,2,ACTIVE
