date,value,mode
2018-12-05,1352413.5465918544,FROG
2018-12-06,1338616.3699912836,FROG
2018-12-07,1343491.266307812,FROG
2018-12-10,1334355.156780224,FROG
2018-12-11,1346039.6623649409,FROG
2018-12-12,1360708.132915478,FROG
2018-12-13,1364138.9256858637,FROG
2018-12-14,1366413.3161735346,FROG
2018-12-17,1368102.0666618159,FROG
2018-12-18,1366482.2267265131,FROG
2018-12-19,1368707.9026450922,FROG
2018-12-20,1364340.4053153803,FROG
2018-12-21,1349829.0156956294,FROG
2018-12-24,1345555.231825085,FROG
2018-12-26,1339596.5674421503,FROG
2018-12-27,1346738.9148847773,FROG
2018-12-28,1354008.509168835,FROG
2018-12-31,1352905.120420666,FROG
2019-01-02,1351185.113767834,FROG
2019-01-03,1351893.4170973017,FROG
2019-01-04,1346092.7090131952,FROG
2019-01-07,1348353.6708051874,FROG
2019-01-08,1350812.8664228632,FROG
2019-01-09,1356410.634809704,FROG
2019-01-10,1357656.0064375116,FROG
2019-01-11,1355603.1035902216,FROG
2019-01-14,1358756.1692658807,FROG
2019-01-15,1367125.8181306268,FROG
2019-01-16,1364138.931839123,FROG
2019-01-17,1359358.443696728,FROG
2019-01-18,1358781.059434643,FROG
2019-01-21,1360614.9330460932,FROG
2019-01-22,1361105.6903550532,FROG
2019-01-23,1357094.9764753534,FROG
2019-01-24,1357959.5669099237,FROG
2019-01-25,1357520.1834870721,FROG
2019-01-28,1357396.402176037,FROG
2019-01-29,1358074.5210114862,FROG
2019-01-30,1358909.805313244,FROG
2019-01-31,1365714.2059214595,LEAP
2019-02-01,1363083.385792065,LEAP
2019-02-04,1362842.4895518306,LEAP
2019-02-05,1362473.9183238032,LEAP
2019-02-06,1370644.4911997798,LEAP
2019-02-07,1372599.186573315,LEAP
2019-02-08,1361024.1117442134,LEAP
2019-02-11,1351044.442508984,LEAP
2019-02-12,1340258.5886417963,LEAP
2019-02-14,1326278.5013335994,FROG
2019-02-15,1318435.6899627498,FROG
2019-02-18,1310386.2608244135,FROG
2019-02-19,1304231.118000622,FROG
2019-02-20,1308378.8819776727,FROG
2019-02-21,1311872.3318937493,FROG
2019-02-22,1315008.2492826653,FROG
2019-02-25,1322794.6545561028,LEAP
2019-02-26,1323753.0625150872,LEAP
2019-02-27,1323607.2434843255,FROG
2019-02-28,1321343.6113737298,FROG
2019-03-01,1323171.2627409173,LEAP
2019-03-05,1322282.0904386712,LEAP
2019-03-06,1318769.9258573723,LEAP
2019-03-07,1314847.8830717278,LEAP
2019-03-08,1313838.1437196159,LEAP
2019-03-11,1318298.8184632682,LEAP
2019-03-12,1321353.4169129753,LEAP
2019-03-13,1316815.9917725944,LEAP
2019-03-14,1317888.1634034538,LEAP
2019-03-15,1314304.6658143424,LEAP
2019-03-18,1314937.3541077995,LEAP
2019-03-19,1316878.7512940788,LEAP
2019-03-20,1317655.5320557975,LEAP
2019-03-22,1316219.5222291374,LEAP
2019-03-25,1309927.4676484491,LEAP
2019-03-26,1320572.3594636347,LEAP
2019-03-27,1321252.5113801386,LEAP
2019-03-28,1334946.975247326,LEAP
2019-04-01,1337723.461940594,LEAP
2019-04-02,1346744.2655904964,LEAP
2019-04-03,1338989.7413442805,LEAP
2019-04-04,1337878.3912313655,LEAP
2019-04-05,1336557.2620351985,LEAP
2019-04-08,1314190.4682729915,LEAP
2019-04-09,1322210.0407674983,LEAP
2019-04-10,1309148.9750936702,LEAP
2019-04-11,1306816.9823110774,LEAP
2019-04-12,1314286.2551077083,LEAP
2019-04-15,1320221.6929739192,LEAP
2019-04-16,1319486.4348409846,LEAP
2019-04-18,1314280.6605947688,LEAP
2019-04-22,1301902.2896841243,LEAP
2019-04-23,1299174.7584646419,LEAP
2019-04-24,1310135.8305471614,LEAP
2019-04-25,1300603.392574139,LEAP
2019-04-26,1312309.3861654475,LEAP
2019-04-30,1307035.6540182307,LEAP
2019-05-02,1296634.5162771419,LEAP
2019-05-03,1297657.3996148112,LEAP
2019-05-06,1288810.380678654,LEAP
2019-05-07,1278195.161966801,LEAP
2019-05-08,1261905.4803457072,FROG
2019-05-09,1263742.8126973917,FROG
2019-05-10,1258386.1867324258,FROG
2019-05-13,1248796.09647913,FROG
2019-05-14,1248602.1477334024,FROG
2019-05-15,1248873.1128823282,FROG
2019-05-16,1250621.6777016642,FROG
2019-05-17,1253331.0732399942,FROG
2019-05-20,1261508.7360474588,LEAP
2019-05-21,1251672.0458313944,LEAP
2019-05-22,1252507.873117161,LEAP
2019-05-23,1250363.2794281961,LEAP
2019-05-24,1261509.9408814432,LEAP
2019-05-27,1271438.8678833963,LEAP
2019-05-28,1273023.6892945291,LEAP
2019-05-29,1264019.5187012674,LEAP
2019-05-30,1270524.1174561502,LEAP
2019-05-31,1269018.6701864817,LEAP
2019-06-03,1283682.745107136,LEAP
2019-06-04,1275385.9601034739,LEAP
2019-06-06,1258327.0214743235,LEAP
2019-06-07,1260429.3357138254,LEAP
2019-06-10,1267599.2584738352,LEAP
2019-06-11,1272763.0415548899,LEAP
2019-06-12,1264197.2205404856,LEAP
2019-06-13,1266043.1559958078,LEAP
2019-06-14,1253111.5414633371,LEAP
2019-06-17,1237795.6094784737,FROG
2019-06-18,1235664.7107663155,LEAP
2019-06-19,1235112.2376828194,LEAP
2019-06-20,1239539.6581540108,LEAP
2019-06-21,1235577.344769001,LEAP
2019-06-24,1235769.9358944893,LEAP
2019-06-25,1236988.0252804756,LEAP
2019-06-26,1234943.2618722725,LEAP
2019-06-27,1234084.67596529,LEAP
2019-06-28,1234907.1608896065,LEAP
2019-07-01,1235461.428071003,LEAP
2019-07-02,1237708.727692585,LEAP
2019-07-03,1236362.0508127022,LEAP
2019-07-04,1236828.4672555733,LEAP
2019-07-05,1233805.5190439033,LEAP
2019-07-08,1228272.4142160225,FROG
2019-07-09,1224977.8811746407,FROG
2019-07-10,1222586.1492105294,FROG
2019-07-11,1224654.4758096505,FROG
2019-07-12,1225678.6040176584,FROG
2019-07-15,1232651.428907795,FROG
2019-07-16,1239640.8105301096,FROG
2019-07-17,1243027.3297561838,FROG
2019-07-18,1237096.4628128244,FROG
2019-07-19,1230542.0729507639,FROG
2019-07-22,1227383.992740803,FROG
2019-07-23,1231360.6893960764,FROG
2019-07-24,1229244.2242471506,FROG
2019-07-25,1235663.6680642893,FROG
2019-07-26,1236226.1176797678,FROG
2019-07-29,1233021.0526773264,FROG
2019-07-30,1229331.1711569405,FROG
2019-07-31,1235835.3915548897,FROG
2019-08-01,1228595.9525770762,FROG
2019-08-02,1228691.5102247812,FROG
2019-08-05,1231072.3438905529,FROG
2019-08-06,1228883.779071217,FROG
2019-08-07,1232759.4656862072,FROG
2019-08-08,1236681.2725709728,FROG
2019-08-09,1236843.433195057,FROG
2019-08-13,1231296.135465565,FROG
2019-08-14,1230293.911448231,FROG
2019-08-16,1226966.3404948618,FROG
2019-08-19,1229903.2164103892,FROG
2019-08-20,1232550.400156727,FROG
2019-08-21,1234499.1833293345,FROG
2019-08-22,1234245.7701823618,FROG
2019-08-23,1237281.8818156626,FROG
2019-08-26,1239291.9610087778,FROG
2019-08-27,1235754.4201994517,FROG
2019-08-28,1235436.10116869,FROG
2019-08-29,1241741.3493071178,FROG
2019-08-30,1251872.4675016978,FROG
2019-09-03,1245586.0641203502,FROG
2019-09-04,1240316.1902740672,FROG
2019-09-05,1243312.295620747,FROG
2019-09-06,1241488.8907745555,FROG
2019-09-09,1243374.1693390086,FROG
2019-09-11,1238731.6505658152,FROG
2019-09-12,1236415.6851422312,FROG
2019-09-13,1238580.4421917917,FROG
2019-09-16,1242448.2819134714,FROG
2019-09-17,1238476.6085125925,FROG
2019-09-18,1237602.1154608347,FROG
2019-09-19,1232646.608930073,FROG
2019-09-20,1245792.5045599558,FROG
2019-09-23,1245459.2894044686,FROG
2019-09-24,1250812.9640260506,FROG
2019-09-25,1247323.5919862557,FROG
2019-09-26,1252141.3880983163,FROG
2019-09-27,1245478.413481617,FROG
2019-09-30,1249029.0489491464,FROG
2019-10-01,1241750.9718763926,FROG
2019-10-03,1239472.9422184946,FROG
2019-10-04,1233732.6481120493,FROG
2019-10-07,1235416.888437977,FROG
2019-10-09,1238899.4994609263,FROG
2019-10-10,1236512.7544352915,FROG
2019-10-11,1243824.4383952525,FROG
2019-10-14,1245835.0800883677,FROG
2019-10-15,1247233.0878666881,FROG
2019-10-16,1249583.805762196,FROG
2019-10-17,1256080.3760441784,FROG
2019-10-18,1259978.6263188366,FROG
2019-10-22,1251021.0145762828,FROG
2019-10-23,1255321.384785023,FROG
2019-10-24,1250878.705250111,FROG
2019-10-25,1251761.910757313,FROG
2019-10-29,1262018.4694120982,FROG
2019-10-30,1266598.7844755747,FROG
2019-10-31,1270179.3965666392,FROG
2019-11-01,1270675.8037932017,FROG
2019-11-04,1269560.29436327,FROG
2019-11-05,1270295.1256926158,FROG
2019-11-06,1272228.8376677134,FROG
2019-11-07,1273962.806448231,FROG
2019-11-08,1257446.3110807992,FROG
2019-11-11,1250907.9859160043,FROG
2019-11-13,1249855.899334736,FROG
2019-11-14,1250265.3857556344,LEAP
2019-11-15,1249681.5038281442,LEAP
2019-11-18,1243585.9193219186,LEAP
2019-11-19,1242016.5306805612,LEAP
2019-11-20,1248593.6248883249,LEAP
2019-11-21,1241684.683115864,LEAP
2019-11-22,1237841.016154194,LEAP
2019-11-25,1248173.2553509714,LEAP
2019-11-26,1242103.5212506296,LEAP
2019-11-27,1248136.943095112,LEAP
2019-11-28,1248976.227457905,LEAP
2019-11-29,1244658.0497540475,LEAP
2019-12-02,1237929.6765735056,LEAP
2019-12-03,1235881.5410449412,LEAP
2019-12-04,1236312.3867175486,LEAP
2019-12-05,1235789.3808581736,LEAP
2019-12-06,1225653.9825732615,LEAP
2019-12-09,1226135.3039857675,LEAP
2019-12-10,1225598.9635927011,LEAP
2019-12-11,1232740.308944874,LEAP
2019-12-12,1235192.1252595712,LEAP
2019-12-13,1248172.1177217294,LEAP
2019-12-16,1244428.1498872568,LEAP
2019-12-17,1248128.6826021005,LEAP
2019-12-18,1248360.3379060556,LEAP
2019-12-19,1248180.8331147959,LEAP
2019-12-20,1251700.3288881113,LEAP
2019-12-23,1251041.8092653085,LEAP
2019-12-24,1250785.6542360117,LEAP
2019-12-26,1245613.0887605478,LEAP
2019-12-27,1255475.7496644785,LEAP
2019-12-30,1261924.0034486582,LEAP
2019-12-31,1256672.4197084238,LEAP
2020-01-01,1251896.8421632578,LEAP
2020-01-02,1258781.5315400888,LEAP
2020-01-03,1251184.2472535898,LEAP
2020-01-06,1227439.1400503733,FROG
2020-01-07,1228472.1537527659,LEAP
2020-01-08,1228415.2240957834,FROG
2020-01-09,1230606.379796467,LEAP
2020-01-10,1234209.3332266428,LEAP
2020-01-13,1241460.731145344,LEAP
2020-01-14,1245711.581761799,LEAP
2020-01-15,1247606.068456135,LEAP
2020-01-16,1250487.7039541819,LEAP
2020-01-17,1252045.2678274729,LEAP
2020-01-20,1249099.6907705881,LEAP
2020-01-21,1246254.7951407053,LEAP
2020-01-22,1249028.2613577463,LEAP
2020-01-23,1250508.731145344,LEAP
2020-01-24,1252207.5914053537,LEAP
2020-01-27,1249748.1056875803,FROG
2020-01-28,1249026.131383381,FROG
2020-01-29,1252561.306371174,FROG
2020-01-30,1243565.1286062815,FROG
2020-01-31,1239352.7500088695,FROG
2020-02-03,1246561.5836566356,FROG
2020-02-04,1251982.5839007762,FROG
2020-02-05,1254462.1844561961,FROG
2020-02-06,1250923.3674395946,LEAP
2020-02-07,1253407.4534686473,FROG
2020-02-10,1249172.2492450145,FROG
2020-02-11,1247264.6738055614,FROG
2020-02-12,1254803.6700824169,LEAP
2020-02-13,1257233.1455157665,LEAP
2020-02-14,1253569.820106831,FROG
2020-02-17,1250685.479674244,FROG
2020-02-18,1250599.4294423105,FROG
2020-02-19,1254440.414061451,FROG
2020-02-20,1249238.2205189706,FROG
2020-02-24,1242884.5455311777,FROG
2020-02-25,1243076.0964497568,FROG
2020-02-26,1237513.4317769052,FROG
2020-02-27,1240011.5866230966,FROG
2020-02-28,1216507.1579066662,FROG
2020-03-02,1217857.2585536388,FROG
2020-03-03,1228306.389474049,FROG
2020-03-04,1236463.8080531505,FROG
2020-03-05,1241024.2163783459,FROG
2020-03-06,1233015.67701067,FROG
2020-03-09,1212998.0181996347,FROG
2020-03-11,1211590.2188679697,FROG
2020-03-12,1173151.3604362682,FROG
2020-03-13,1176339.345757313,FROG
2020-03-16,1150034.3838389784,FROG
2020-03-17,1147339.8448253064,FROG
2020-03-18,1126544.5512953382,FROG
2020-03-19,1117177.4334431654,FROG
2020-03-20,1143652.7225056654,FROG
2020-03-23,1097424.524162007,FROG
2020-03-24,1113001.0070721633,FROG
2020-03-25,1123017.9315411574,FROG
2020-03-26,1136439.2061383254,FROG
2020-03-27,1133273.8121258742,FROG
2020-03-30,1136259.6013974196,FROG
2020-03-31,1152011.8762387282,FROG
2020-04-01,1136567.155474568,FROG
2020-04-03,1136504.8638156326,FROG
2020-04-07,1175783.4467721754,FROG
2020-04-08,1181667.7792917066,FROG
2020-04-09,1191967.5135141187,FROG
2020-04-13,1189662.7777963453,FROG
2020-04-15,1202164.527125874,FROG
2020-04-16,1205651.1143145948,FROG
2020-04-17,1198525.5798449903,FROG
2020-04-20,1192780.9606607254,FROG
2020-04-21,1194424.9874979598,FROG
2020-04-22,1201638.1417643172,FROG
2020-04-23,1198564.4832560164,FROG
2020-04-24,1204037.0265909773,FROG
2020-04-27,1213427.1506144148,FROG
2020-04-28,1204942.6753641707,FROG
2020-04-29,1199919.5464772992,FROG
2020-04-30,1205623.4641958051,FROG
2020-05-04,1187353.6374913985,FROG
2020-05-05,1175236.617324925,FROG
2020-05-06,1166977.7934190184,FROG
2020-05-07,1160853.7582627684,FROG
2020-05-08,1172832.4970628172,FROG
2020-05-11,1172617.4341660887,FROG
2020-05-12,1169601.9712714963,FROG
2020-05-13,1163201.6336073119,FROG
2020-05-14,1160689.8555616576,FROG
2020-05-15,1158359.0401930052,FROG
2020-05-18,1160004.8148747068,FROG
2020-05-19,1158129.850032788,FROG
2020-05-20,1165438.8808917054,FROG
2020-05-21,1172265.2815569886,FROG
2020-05-22,1177763.685609723,FROG
2020-05-26,1174517.1267718324,FROG
2020-05-27,1180039.7881971556,FROG
2020-05-28,1184182.3359266478,FROG
2020-05-29,1194511.8274287232,FROG
2020-06-01,1199093.897252942,FROG
2020-06-02,1197760.3369807252,FROG
2020-06-03,1201757.4599513062,FROG
2020-06-04,1208229.1850489625,FROG
2020-06-05,1203800.1470850953,FROG
2020-06-08,1200912.0644740113,FROG
2020-06-09,1202265.9489271361,FROG
2020-06-10,1202550.5489484984,FROG
2020-06-11,1190684.0101344115,FROG
2020-06-12,1190565.9391657836,FROG
2020-06-15,1185638.4114588746,FROG
2020-06-16,1184207.5589808472,FROG
2020-06-17,1183043.0833512696,FROG
2020-06-18,1185253.9185258301,FROG
2020-06-19,1185414.2730485352,FROG
2020-06-22,1188180.5231095704,FROG
2020-06-23,1196576.9113847169,FROG
2020-06-24,1191889.5390397462,FROG
2020-06-25,1196133.366890088,FROG
2020-06-26,1199695.4749052245,FROG
2020-06-29,1202781.4863493163,FROG
2020-06-30,1202986.6792106447,FROG
2020-07-01,1199867.2143244753,FROG
2020-07-02,1207384.6804804811,FROG
2020-07-03,1210630.7853388796,FROG
2020-07-06,1215929.2719416628,FROG
2020-07-07,1220417.7143244753,FROG
2020-07-08,1217672.2170100221,FROG
2020-07-09,1217144.6970820436,FROG
2020-07-10,1222393.142302991,FROG
2020-07-13,1230890.905974866,LEAP
2020-07-14,1221961.7800593385,LEAP
2020-07-15,1232353.0540156374,LEAP
2020-07-16,1250370.8701472292,LEAP
2020-07-17,1249995.1135249147,LEAP
2020-07-20,1254346.2865595827,LEAP
2020-07-21,1248778.8113398561,LEAP
2020-07-22,1240654.1988520632,LEAP
2020-07-23,1241260.700744153,LEAP
2020-07-24,1241170.0867304811,LEAP
2020-07-27,1240562.1576533327,LEAP
2020-07-28,1248299.5491633425,LEAP
2020-07-29,1250395.170501233,LEAP
2020-07-30,1252285.090789319,LEAP
2020-07-31,1264026.3876338014,LEAP
2020-08-03,1257009.0857844362,LEAP
2020-08-04,1258697.5013422975,LEAP
2020-08-05,1258821.724547864,LEAP
2020-08-06,1267980.9150691042,LEAP
2020-08-07,1267271.3319087038,LEAP
2020-08-10,1276791.2311396608,LEAP
2020-08-11,1274903.402709485,LEAP
2020-08-12,1268336.5553278932,LEAP
2020-08-13,1264174.2078547487,LEAP
2020-08-14,1263185.1157832155,LEAP
2020-08-17,1266779.9899897585,LEAP
2020-08-18,1269644.9809565553,LEAP
2020-08-19,1264787.8975214968,LEAP
2020-08-20,1262021.55209303,LEAP
2020-08-21,1265072.7703242311,LEAP
2020-08-24,1263812.5796809206,LEAP
2020-08-25,1259189.297027112,LEAP
2020-08-26,1261395.2006220827,LEAP
2020-08-27,1261057.5379328737,LEAP
2020-08-28,1260713.431365491,LEAP
2020-08-31,1244568.6917109499,LEAP
2020-09-01,1250548.4463191042,LEAP
2020-09-02,1251250.769530774,LEAP
2020-09-03,1256175.1199641237,LEAP
2020-09-04,1245072.6936334046,LEAP
2020-09-07,1249338.7001031311,LEAP
2020-09-08,1247093.839141217,LEAP
2020-09-09,1249801.776580182,LEAP
2020-09-10,1251418.2167046936,LEAP
2020-09-11,1256684.689483014,LEAP
2020-09-14,1258275.2645562561,LEAP
2020-09-15,1262899.6202081116,LEAP
2020-09-16,1272521.600432721,LEAP
2020-09-17,1268349.6510919007,LEAP
2020-09-18,1273569.1142425356,LEAP
2020-09-21,1255923.8066177187,FROG
2020-09-22,1256905.367500287,FROG
2020-09-23,1254198.1869717224,FROG
2020-09-24,1233846.848960858,FROG
2020-09-25,1251253.2197494323,FROG
2020-09-28,1257541.801078778,FROG
2020-09-29,1253488.890495282,FROG
2020-09-30,1260552.0078353698,FROG
2020-10-01,1264753.6318893249,LEAP
2020-10-05,1277567.4151840026,LEAP
2020-10-06,1277947.2881088073,LEAP
2020-10-07,1279421.147788983,LEAP
2020-10-08,1290786.0611190612,LEAP
2020-10-09,1286365.9509811217,LEAP
2020-10-12,1291082.041740399,LEAP
2020-10-13,1287622.406333905,LEAP
2020-10-14,1285545.284507733,LEAP
2020-10-15,1274883.8041610534,LEAP
2020-10-16,1277309.356193524,LEAP
2020-10-19,1279910.3095931823,LEAP
2020-10-20,1279766.4993209655,LEAP
2020-10-21,1273504.7441024596,LEAP
2020-10-22,1268962.9868697936,LEAP
2020-10-23,1271146.3054427917,LEAP
2020-10-26,1268222.3562414367,LEAP
2020-10-27,1272073.419656964,LEAP
2020-10-28,1267819.837625714,LEAP
2020-10-29,1265381.0712682921,LEAP
2020-10-30,1263159.8628637511,LEAP
2020-11-02,1261892.14274046,LEAP
2020-11-03,1263776.01774046,LEAP
2020-11-04,1270668.391367169,LEAP
2020-11-05,1278675.8871557433,LEAP
2020-11-06,1279385.311868878,LEAP
2020-11-09,1282127.1472875793,LEAP
2020-11-10,1266353.6123562437,LEAP
2020-11-11,1292234.8786411863,LEAP
2020-11-12,1295252.8576222043,LEAP
2020-11-13,1302811.5288372617,LEAP
2020-11-17,1324179.559087811,LEAP
2020-11-18,1314025.7666721921,LEAP
2020-11-19,1318847.5183811765,LEAP
2020-11-20,1329530.405206738,LEAP
2020-11-23,1342720.8739643674,LEAP
2020-11-24,1348022.9051533323,LEAP
2020-11-25,1337629.5303516965,LEAP
2020-11-26,1356288.9631786924,LEAP
2020-11-27,1357919.3807316404,LEAP
2020-12-01,1367058.19292265,LEAP
2020-12-02,1378583.37462431,LEAP
2020-12-03,1386148.2886067014,LEAP
2020-12-04,1393038.3399258237,LEAP
2020-12-07,1392826.6496334653,LEAP
2020-12-08,1394730.5212460142,LEAP
2020-12-09,1397516.2461643796,LEAP
2020-12-10,1406890.8236065488,LEAP
2020-12-11,1415699.76134306,LEAP
2020-12-14,1419756.540842114,LEAP
2020-12-15,1418105.1467075925,LEAP
2020-12-16,1427148.7903614622,LEAP
2020-12-17,1420709.9242306333,LEAP
2020-12-18,1423365.5469227415,LEAP
2020-12-21,1392609.28875166,LEAP
2020-12-22,1403956.961332379,LEAP
2020-12-23,1425684.607374249,LEAP
2020-12-24,1425821.6231175046,LEAP
2020-12-28,1434517.6177921873,LEAP
2020-12-29,1435071.356428204,LEAP
2020-12-30,1441540.177309094,LEAP
2020-12-31,1440832.5128727537,LEAP
2021-01-01,1445135.368146954,LEAP
2021-01-04,1482660.595392285,LEAP
2021-01-05,1477755.3131733518,LEAP
2021-01-06,1472541.5257816892,LEAP
2021-01-07,1488317.3563595396,LEAP
2021-01-08,1492216.4194737058,LEAP
2021-01-11,1493287.734037457,LEAP
2021-01-12,1489647.9945431333,LEAP
2021-01-13,1500393.6931896787,LEAP
2021-01-14,1504595.824674664,LEAP
2021-01-15,1498619.1974278074,LEAP
2021-01-18,1470792.9508762937,LEAP
2021-01-19,1482656.6595631223,LEAP
2021-01-20,1490106.151514111,LEAP
2021-01-21,1474121.4430027585,LEAP
2021-01-22,1462576.8239155393,LEAP
2021-01-25,1461059.8955898862,LEAP
2021-01-27,1443284.745657025,LEAP
2021-01-28,1431947.0923061948,LEAP
2021-01-29,1397998.9985005958,FROG
2021-02-01,1405700.2438771827,LEAP
2021-02-02,1412794.712093125,LEAP
2021-02-03,1418579.3182637794,LEAP
2021-02-04,1423829.088481675,LEAP
2021-02-05,1425581.4961965187,LEAP
2021-02-08,1425781.9897115333,LEAP
2021-02-09,1422511.5127675636,LEAP
2021-02-10,1423990.757304917,LEAP
2021-02-11,1429867.956310044,LEAP
2021-02-12,1420906.553462754,LEAP
2021-02-15,1418425.5283162696,LEAP
2021-02-16,1413772.9002339942,LEAP
2021-02-17,1404922.465709458,LEAP
2021-02-18,1401018.5156075293,LEAP
2021-02-19,1395458.151700669,LEAP
2021-02-22,1382415.110075303,LEAP
2021-02-23,1384590.5004256447,LEAP
2021-02-24,1384165.0907957274,LEAP
2021-02-25,1394510.992490979,LEAP
2021-02-26,1373350.3801939208,LEAP
2021-03-01,1384971.7811071593,LEAP
2021-03-02,1396043.4494726378,LEAP
2021-03-03,1419028.7206442077,LEAP
2021-03-04,1410330.4826681335,LEAP
2021-03-05,1397421.8439657409,LEAP
2021-03-08,1401004.097997876,LEAP
2021-03-09,1386276.027292462,LEAP
2021-03-10,1400008.5687582213,LEAP
2021-03-12,1393355.4917280395,LEAP
2021-03-15,1399700.4545271117,LEAP
2021-03-16,1395950.7433950622,LEAP
2021-03-17,1379785.3123805053,FROG
2021-03-18,1370830.8694178588,FROG
2021-03-19,1380556.0971400267,FROG
2021-03-22,1394334.993166638,FROG
2021-03-23,1393093.3234278685,LEAP
2021-03-24,1387180.2625758178,FROG
2021-03-25,1371708.5914405636,FROG
2021-03-26,1381548.358042126,FROG
2021-03-30,1402224.9288123897,LEAP
2021-03-31,1405172.781290417,FROG
2021-04-01,1406721.980875378,LEAP
2021-04-05,1406976.6673988155,FROG
2021-04-06,1415621.5237220577,FROG
2021-04-07,1422350.599008923,LEAP
2021-04-08,1427235.4543861202,LEAP
2021-04-09,1436469.8022254757,LEAP
2021-04-12,1428588.7038673214,FROG
2021-04-13,1421140.3278907589,FROG
2021-04-15,1423320.9363477903,FROG
2021-04-16,1429380.42450697,FROG
2021-04-19,1426812.2006300169,FROG
2021-04-20,1424169.6862867551,FROG
2021-04-22,1418763.8550224118,FROG
2021-04-23,1411316.266246777,FROG
2021-04-26,1402213.4886036497,FROG
2021-04-27,1404548.028947888,FROG
2021-04-28,1404386.0887928586,LEAP
2021-04-29,1403211.7377491575,LEAP
2021-04-30,1398417.3538990598,FROG
2021-05-03,1400814.1255923277,FROG
2021-05-04,1392498.5083157162,FROG
2021-05-05,1401932.463332806,FROG
2021-05-06,1404421.9241482357,FROG
2021-05-07,1404892.6740261654,LEAP
2021-05-10,1406807.2635647396,LEAP
2021-05-11,1405470.8519436459,LEAP
2021-05-12,1401845.1128689388,FROG
2021-05-14,1409224.8995510677,FROG
2021-05-17,1406954.1659084896,LEAP
2021-05-18,1408394.250442181,LEAP
2021-05-19,1412802.8360745052,LEAP
2021-05-20,1407424.699660931,LEAP
2021-05-21,1412524.9506374935,LEAP
2021-05-24,1410297.3791042904,LEAP
2021-05-25,1415462.6790920834,LEAP
2021-05-26,1420749.0758816341,LEAP
2021-05-27,1420223.7487331966,LEAP
2021-05-28,1414087.559091473,LEAP
2021-05-31,1421220.9193209652,LEAP
2021-06-01,1420242.6807345394,LEAP
2021-06-02,1416784.0503634457,LEAP
2021-06-03,1419797.4152926449,LEAP
2021-06-04,1417119.0611666683,LEAP
2021-06-07,1421150.7076510433,LEAP
2021-06-08,1428123.506723309,LEAP
2021-06-09,1428250.4466647152,LEAP
2021-06-10,1432832.1657809261,LEAP
2021-06-11,1434327.9267672542,LEAP
2021-06-14,1437772.2630709652,LEAP
2021-06-15,1440781.9822482113,LEAP
2021-06-16,1443573.7147311214,LEAP
2021-06-17,1444196.971628094,LEAP
2021-06-18,1444665.0730685238,LEAP
2021-06-21,1444585.4002169613,LEAP
2021-06-22,1443269.0834445003,LEAP
2021-06-23,1441147.2807711605,LEAP
2021-06-24,1449766.264169598,LEAP
2021-06-25,1448138.1030978207,LEAP
2021-06-28,1447541.6374606136,LEAP
2021-06-29,1449927.826242352,LEAP
2021-06-30,1449621.594247723,LEAP
2021-07-01,1451264.5633028988,LEAP
2021-07-02,1450214.0994357113,LEAP
2021-07-05,1450552.6565035824,LEAP
2021-07-06,1445818.035653973,LEAP
2021-07-07,1448412.1930026058,LEAP
2021-07-08,1443603.8606051449,LEAP
2021-07-09,1442818.0632418636,LEAP
2021-07-12,1440714.6603487972,LEAP
2021-07-13,1440980.775888348,LEAP
2021-07-14,1443518.342721844,LEAP
2021-07-15,1443823.1093234066,LEAP
2021-07-16,1442376.0260714535,LEAP
2021-07-19,1442615.143075848,LEAP
2021-07-20,1442440.4112643246,LEAP
2021-07-22,1443283.4839571957,LEAP
2021-07-23,1445913.474740887,LEAP
2021-07-26,1447251.116098309,LEAP
2021-07-27,1440932.943429852,LEAP
2021-07-28,1438781.0142306332,LEAP
2021-07-29,1435260.5865572933,LEAP
2021-07-30,1438907.9664401058,LEAP
2021-08-02,1444197.2338351253,LEAP
2021-08-03,1457544.93488493,LEAP
2021-08-04,1452123.9132784847,LEAP
2021-08-05,1456989.5736178402,LEAP
2021-08-06,1452577.2673434261,LEAP
2021-08-09,1456196.0581149105,LEAP
2021-08-10,1455080.8292330746,LEAP
2021-08-11,1453402.7082003597,LEAP
2021-08-12,1453828.5980319027,LEAP
2021-08-13,1460200.1713351253,LEAP
2021-08-16,1461769.046579266,LEAP
2021-08-17,1473174.875070477,LEAP
2021-08-18,1474789.6389864925,LEAP
2021-08-20,1486963.9670504574,LEAP
2021-08-23,1490690.9865206722,LEAP
2021-08-24,1485544.020395184,LEAP
2021-08-25,1490238.0941256527,LEAP
2021-08-26,1493474.095834637,LEAP
2021-08-27,1495979.0285128597,LEAP
2021-08-30,1498258.9595431332,LEAP
2021-08-31,1504433.9581393246,LEAP
2021-09-01,1500979.4582003597,LEAP
2021-09-02,1516118.2119845394,LEAP
2021-09-03,1515840.6685275082,LEAP
2021-09-06,1516441.6456393246,LEAP
2021-09-07,1516620.0144747738,LEAP
2021-09-08,1512503.3347262386,LEAP
2021-09-09,1516409.013742352,LEAP
2021-09-13,1518499.7621554378,LEAP
2021-09-14,1518384.4312228207,LEAP
2021-09-15,1520844.8172091488,LEAP
2021-09-16,1524728.7174777035,LEAP
2021-09-17,1523045.0913180355,LEAP
2021-09-20,1525182.3165987972,LEAP
2021-09-21,1533367.8071993832,LEAP
