date,value
2021-05-12 10:48:38.549204,999677.2910644531
2021-05-13 10:48:38.549204,999677.2910644531
2021-05-14 10:48:38.549204,997854.3384550095
2021-05-17 10:48:38.549204,1011053.857085991
2021-05-18 10:48:38.549204,1021201.1191099167
2021-05-19 10:48:38.549204,1018633.837226677
2021-05-20 10:48:38.549204,998929.7192152024
2021-05-21 10:48:38.549204,1000969.5569456101
2021-05-24 10:48:38.549204,997601.4747159958
2021-05-25 10:48:38.549204,1004398.7379606247
2021-05-26 10:48:38.549204,995907.446601677
2021-05-27 10:48:38.549204,1000365.2807615281
2021-05-28 10:48:38.549204,998534.1762159348
2021-05-31 10:48:38.549204,1008518.5592573166
2021-06-01 10:48:38.549204,1001956.6934736252
2021-06-02 10:48:38.549204,1010786.9758375168
2021-06-03 10:48:38.549204,1014448.9246213913
2021-06-04 10:48:38.549204,1015797.4212339402
2021-06-07 10:48:38.549204,1020985.668929863
2021-06-08 10:48:38.549204,1017302.9859083176
2021-06-09 10:48:38.549204,1010146.3880765915
2021-06-10 10:48:38.549204,1013829.7050550461
2021-06-11 10:48:38.549204,1026217.3388975144
2021-06-14 10:48:38.549204,1023619.5150068284
2021-06-15 10:48:38.549204,1021328.9749219895
2021-06-16 10:48:38.549204,1008765.2491453171
2021-06-17 10:48:38.549204,998577.9345624924
2021-06-18 10:48:38.549204,991307.2766340256
2021-06-21 10:48:38.549204,992685.4822080613
2021-06-22 10:48:38.549204,994988.1668470383
2021-06-23 10:48:38.549204,993499.114898491
2021-06-24 10:48:38.549204,995297.1870801926
2021-06-25 10:48:38.549204,1005546.2260511399
2021-06-28 10:48:38.549204,1010547.4891202927
2021-06-29 10:48:38.549204,997796.2662005615
2021-06-30 10:48:38.549204,1003499.1797137451
2021-07-01 10:48:38.549204,1001854.467265625
2021-07-02 10:48:38.549204,996800.0448260498
2021-07-05 10:48:38.549204,1000661.9850726319
2021-07-06 10:48:38.549204,998371.0860247803
2021-07-07 10:48:38.549204,1000136.8799853516
2021-07-08 10:48:38.549204,994924.8138256837
2021-07-09 10:48:38.549204,996744.9196911622
2021-07-12 10:48:38.549204,995099.4443112183
2021-07-13 10:48:38.549204,1000088.7096844483
2021-07-14 10:48:38.549204,1002229.2262783814
2021-07-15 10:48:38.549204,1006424.157041626
2021-07-16 10:48:38.549204,1003401.0257061768
2021-07-19 10:48:38.549204,996955.8447293091
2021-07-20 10:48:38.549204,988486.9419888306
2021-07-21 10:48:38.549204,988486.9419888306
2021-07-22 10:48:38.549204,995461.7105554199
2021-07-23 10:48:38.549204,992576.635642395
2021-07-26 10:48:38.549204,993361.955336914
2021-07-27 10:48:38.549204,995193.1801141357
2021-07-28 10:48:38.549204,998587.1419976807
2021-07-29 10:48:38.549204,1010583.5652694702
2021-07-30 10:48:38.549204,1009407.3346481323
2021-08-02 10:48:38.549204,1012793.4332351685
2021-08-03 10:48:38.549204,1019423.8744506836
2021-08-04 10:48:38.549204,1017943.9640960693
2021-08-05 10:48:38.549204,1026089.0717010498
2021-08-06 10:48:38.549204,1025220.6504821777
2021-08-09 10:48:38.549204,1019887.7165298462
2021-08-10 10:48:38.549204,1015354.6474304199
2021-08-11 10:48:38.549204,1026261.2676773071
2021-08-12 10:48:38.549204,1029432.9149780273
2021-08-13 10:48:38.549204,1036674.2856369781
2021-08-16 10:48:38.549204,1035689.4471881867
2021-08-17 10:48:38.549204,1022898.821226883
2021-08-18 10:48:38.549204,1018068.9197223664
2021-08-19 10:48:38.549204,1018068.9197223664
2021-08-20 10:48:38.549204,987047.6231547546
2021-08-23 10:48:38.549204,977618.9119284058
2021-08-24 10:48:38.549204,991344.933145752
2021-08-25 10:48:38.549204,988525.1945822143
2021-08-26 10:48:38.549204,986943.307993164
2021-08-27 10:48:38.549204,998167.6829855347
2021-08-30 10:48:38.549204,1013780.3522283935
2021-08-31 10:48:38.549204,1018605.6575186157
2021-09-01 10:48:38.549204,1016232.3826773071
2021-09-02 10:48:38.549204,1023027.2695791626
2021-09-03 10:48:38.549204,1023721.2345812225
2021-09-06 10:48:38.549204,1025424.0887586211
2021-09-07 10:48:38.549204,1024139.7708264922
2021-09-08 10:48:38.549204,1024559.8927213287
2021-09-09 10:48:38.549204,1027999.7612058257
2021-09-10 10:48:38.549204,1027999.7612058257
2021-09-13 10:48:38.549204,1034354.2675000762
2021-09-14 10:48:38.549204,1035044.5571881866
2021-09-15 10:48:38.549204,1041933.0748120879
2021-09-16 10:48:38.549204,1039216.7566007231
2021-09-17 10:48:38.549204,1024927.2361997222
2021-09-20 10:48:38.549204,998581.560704689
2021-09-21 10:48:38.549204,1005514.5231222915
2021-09-22 10:48:38.549204,1014151.915883522
2021-09-23 10:48:38.549204,1024605.3527579117
2021-09-24 10:48:38.549204,1019189.6717734146
2021-09-27 10:48:38.549204,1020422.7392477798
2021-09-28 10:48:38.549204,1021745.3927927016
2021-09-29 10:48:38.549204,1033310.8862466811
2021-09-30 10:48:38.549204,1030792.9239206313
2021-10-01 10:48:38.549204,1030787.813630104
2021-10-04 10:48:38.549204,1041736.1401071547
2021-10-05 10:48:38.549204,1047336.8338632582
2021-10-06 10:48:38.549204,1031566.0100412368
2021-10-07 10:48:38.549204,1039715.8133554457
2021-10-08 10:48:38.549204,1036919.2458292006
2021-10-11 10:48:38.549204,1045286.3260599135
2021-10-12 10:48:38.549204,1053775.781534767
2021-10-13 10:48:38.549204,1060743.2168701552
2021-10-14 10:48:38.549204,1068403.4263036344
2021-10-15 10:48:38.549204,1068403.4263036344
2021-10-18 10:48:38.549204,1077830.429242935
2021-10-19 10:48:38.549204,1070738.020700302
2021-10-20 10:48:38.549204,1056276.9430941008
2021-10-21 10:48:38.549204,1045973.5311602019
2021-10-22 10:48:38.549204,1034233.8382128142
2021-10-25 10:48:38.549204,1029683.3485277556
2021-10-26 10:48:38.549204,1038225.6721514128
2021-10-27 10:48:38.549204,1031404.5969820403
2021-10-28 10:48:38.549204,1022542.3449373626
2021-10-29 10:48:38.549204,1023279.3367935943
2021-11-01 10:48:38.549204,1038819.5100959014
2021-11-02 10:48:38.549204,1033713.8401892852
2021-11-03 10:48:38.549204,1039957.0121100616
2021-11-04 10:48:38.549204,1044166.2890494537
2021-11-05 10:48:38.549204,1043514.6362857819
2021-11-08 10:48:38.549204,1048600.2882480621
2021-11-09 10:48:38.549204,1045069.6914463043
2021-11-10 10:48:38.549204,1039339.39676857
2021-11-11 10:48:38.549204,1040394.6015644073
2021-11-12 10:48:38.549204,1046507.1208209991
2021-11-15 10:48:38.549204,1035057.0033979798
2021-11-16 10:48:38.549204,1042503.6000700379
2021-11-17 10:48:38.549204,1042855.9078855896
2021-11-18 10:48:38.549204,1023033.2086820984
2021-11-19 10:48:38.549204,1023033.2086820984
2021-11-22 10:48:38.549204,1019933.790514412
2021-11-23 10:48:38.549204,1034138.1034874344
2021-11-24 10:48:38.549204,1027157.8496269608
2021-11-25 10:48:38.549204,1029322.374339943
2021-11-26 10:48:38.549204,1003023.711598549
2021-11-29 10:48:38.549204,998004.1068622209
2021-11-30 10:48:38.549204,992529.2659567643
2021-12-01 10:48:38.549204,994418.0067404557
2021-12-02 10:48:38.549204,999710.1397970964
2021-12-03 10:48:38.549204,995179.9978903581
2021-12-06 10:48:38.549204,986523.7777365495
2021-12-07 10:48:38.549204,994512.103725319
2021-12-08 10:48:38.549204,1008080.1056174089
2021-12-09 10:48:38.549204,1011339.4254416276
2021-12-10 10:48:38.549204,1011114.7139548112
2021-12-13 10:48:38.549204,1008962.9134177018
2021-12-14 10:48:38.549204,1014380.2477682878
2021-12-15 10:48:38.549204,1012595.2587546159
2021-12-16 10:48:38.549204,1005944.4822629166
2021-12-17 10:48:38.549204,993502.4180398942
2021-12-20 10:48:38.549204,992198.466845131
2021-12-21 10:48:38.549204,994026.7559546281
2021-12-22 10:48:38.549204,1000635.5945593645
2021-12-23 10:48:38.549204,1006023.5860754778
2021-12-24 10:48:38.549204,1001424.6721350481
2021-12-27 10:48:38.549204,1007540.6411902239
2021-12-28 10:48:38.549204,1009958.663529091
2021-12-29 10:48:38.549204,1012512.4337927629
2021-12-30 10:48:38.549204,1015520.630325966
2021-12-31 10:48:38.549204,1017990.7930035784
2022-01-03 10:48:38.549204,1023794.850216408
2022-01-04 10:48:38.549204,1018308.7495465472
2022-01-05 10:48:38.549204,1019020.4020276263
2022-01-06 10:48:38.549204,1017254.1100659564
2022-01-07 10:48:38.549204,1018994.4152569964
2022-01-10 10:48:38.549204,1027369.9557004168
2022-01-11 10:48:38.549204,1022074.0972409442
2022-01-12 10:48:38.549204,1024231.8432507708
2022-01-13 10:48:38.549204,1033553.369285927
2022-01-14 10:48:38.549204,1027131.5534289934
2022-01-17 10:48:38.549204,1023187.0903247454
2022-01-18 10:48:38.549204,1013229.8692230608
2022-01-19 10:48:38.549204,1015276.5984634783
2022-01-20 10:48:38.549204,1009809.4981583025
2022-01-21 10:48:38.549204,1004064.8655212786
2022-01-24 10:48:38.549204,992748.6489532854
2022-01-25 10:48:38.549204,1004205.8605469133
2022-01-26 10:48:38.549204,1004205.8605469133
2022-01-27 10:48:38.549204,1004853.5801559831
2022-01-28 10:48:38.549204,1004671.4372345353
2022-01-31 10:48:38.549204,1005296.1655060197
2022-02-01 10:48:38.549204,1020367.1713959123
2022-02-02 10:48:38.549204,1023262.5410400773
2022-02-03 10:48:38.549204,1019156.3800140764
2022-02-04 10:48:38.549204,1022316.0275970842
2022-02-07 10:48:38.549204,1016494.9581494525
2022-02-08 10:48:38.549204,1017172.3004880145
2022-02-09 10:48:38.549204,1032109.8951530841
2022-02-10 10:48:38.549204,1033307.6894093707
2022-02-11 10:48:38.549204,1026318.1399937823
2022-02-14 10:48:38.549204,1007969.7918034747
2022-02-15 10:48:38.549204,1022325.2535649493
2022-02-16 10:48:38.549204,1020939.0449010088
2022-02-17 10:48:38.549204,1021795.2353764727
2022-02-18 10:48:38.549204,1020853.3294926836
2022-02-21 10:48:38.549204,1016085.250291939
2022-02-22 10:48:38.549204,1014444.6731435015
2022-02-23 10:48:38.549204,1012879.5020390704
2022-02-24 10:48:38.549204,986281.0744552996
2022-02-25 10:48:38.549204,1002029.4043960955
2022-02-28 10:48:38.549204,1003750.7563019183
2022-03-01 10:48:38.549204,1003750.7563019183
2022-03-02 10:48:38.549204,999550.0718759539
2022-03-03 10:48:38.549204,994145.4202377703
2022-03-04 10:48:38.549204,981787.3089450457
2022-03-07 10:48:38.549204,962568.819601784
2022-03-08 10:48:38.549204,971541.6993625262
2022-03-09 10:48:38.549204,980675.7773044207
2022-03-10 10:48:38.549204,992824.5033176043
2022-03-11 10:48:38.549204,999405.6058981707
2022-03-14 10:48:38.549204,996462.6787741473
2022-03-15 10:48:38.549204,995499.4996969989
2022-03-16 10:48:38.549204,1007448.0601218035
2022-03-17 10:48:38.549204,1015749.5232565692
2022-03-18 10:48:38.549204,1015749.5232565692
2022-03-21 10:48:38.549204,1007273.3257468035
2022-03-22 10:48:38.549204,998623.8423862078
2022-03-23 10:48:38.549204,998129.0491110614
2022-03-24 10:48:38.549204,1008981.8136374286
2022-03-25 10:48:38.549204,1003739.5370975116
2022-03-28 10:48:38.549204,1001372.0978628926
2022-03-29 10:48:38.549204,1004583.7965933613
2022-03-30 10:48:38.549204,995773.4256216816
2022-03-31 10:48:38.549204,992845.9721304707
2022-04-01 10:48:38.549204,999428.5170523457
2022-04-04 10:48:38.549204,1014925.3745352558
2022-04-05 10:48:38.549204,1016531.8645865254
2022-04-06 10:48:38.549204,1017319.2332999043
2022-04-07 10:48:38.549204,1013805.5423209004
2022-04-08 10:48:38.549204,1022821.867577248
2022-04-11 10:48:38.549204,1024427.4989249043
2022-04-12 10:48:38.549204,1008162.8222281269
2022-04-13 10:48:38.549204,1009053.6998526386
2022-04-14 10:48:38.549204,1009053.6998526386
2022-04-15 10:48:38.549204,1009053.6998526386
2022-04-18 10:48:38.549204,1009021.4528433613
2022-04-19 10:48:38.549204,1003745.856224709
2022-04-20 10:48:38.549204,1010129.0815054707
2022-04-21 10:48:38.549204,1014352.420677834
2022-04-22 10:48:38.549204,1002312.925377541
2022-04-25 10:48:38.549204,981722.7416885761
2022-04-26 10:48:38.549204,991737.620926247
2022-04-27 10:48:38.549204,987141.7579925923
2022-04-28 10:48:38.549204,995554.499264565
2022-04-29 10:48:38.549204,981369.9703339009
2022-05-02 10:48:38.549204,981559.052426186
2022-05-03 10:48:38.549204,981559.052426186
2022-05-04 10:48:38.549204,967615.5286835103
2022-05-05 10:48:38.549204,967569.4732330708
2022-05-06 10:48:38.549204,952727.415358315
2022-05-09 10:48:38.549204,945643.4455585103
2022-05-10 10:48:38.549204,931199.3746701435
2022-05-11 10:48:38.549204,932850.5422726825
2022-05-12 10:48:38.549204,926886.9340268329
2022-05-13 10:48:38.549204,922537.96653904
2022-05-16 10:48:38.549204,923364.3823105244
2022-05-17 10:48:38.549204,928593.1259933857
2022-05-18 10:48:38.549204,928165.1150680927
2022-05-19 10:48:38.549204,922743.2172409443
2022-05-20 10:48:38.549204,927951.7103439716
2022-05-23 10:48:38.549204,921244.8985483174
2022-05-24 10:48:38.549204,921141.2590219502
2022-05-25 10:48:38.549204,921480.0475351338
2022-05-26 10:48:38.549204,924705.6088144307
2022-05-27 10:48:38.549204,925687.63982029
2022-05-30 10:48:38.549204,927170.8022653584
2022-05-31 10:48:38.549204,926704.1311227803
2022-06-01 10:48:38.549204,926712.7810861592
2022-06-02 10:48:38.549204,926663.2579843525
2022-06-03 10:48:38.549204,925499.5457651142
2022-06-06 10:48:38.549204,925607.403492165
2022-06-07 10:48:38.549204,924575.7100717549
2022-06-08 10:48:38.549204,925102.9104806904
2022-06-09 10:48:38.549204,924819.866749001
2022-06-10 10:48:38.549204,923058.3180429463
2022-06-13 10:48:38.549204,917636.7610899739
2022-06-14 10:48:38.549204,917636.7610899739
2022-06-15 10:48:38.549204,917636.7610899739
2022-06-16 10:48:38.549204,917636.7610899739
2022-06-17 10:48:38.549204,917636.7610899739
2022-06-20 10:48:38.549204,917636.7610899739
2022-06-21 10:48:38.549204,917636.7610899739
2022-06-22 10:48:38.549204,917636.7610899739
2022-06-23 10:48:38.549204,917636.7610899739
2022-06-24 10:48:38.549204,917636.7610899739
2022-06-27 10:48:38.549204,917636.7610899739
2022-06-28 10:48:38.549204,917636.7610899739
2022-06-29 10:48:38.549204,917636.7610899739
2022-06-30 10:48:38.549204,917636.7610899739
2022-07-01 10:48:38.549204,917636.7610899739
2022-07-04 10:48:38.549204,917636.7610899739
2022-07-05 10:48:38.549204,917636.7610899739
2022-07-06 10:48:38.549204,914614.5896336751
2022-07-07 10:48:38.549204,920717.5572850422
2022-07-08 10:48:38.549204,922367.8401219563
2022-07-11 10:48:38.549204,911283.6599461751
2022-07-12 10:48:38.549204,906297.3965184407
2022-07-13 10:48:38.549204,902639.291171761
2022-07-14 10:48:38.549204,894053.5132176594
2022-07-15 10:48:38.549204,892708.9330174641
2022-07-18 10:48:38.549204,908170.3189427571
2022-07-19 10:48:38.549204,910772.9747044758
2022-07-20 10:48:38.549204,924998.6844823079
2022-07-21 10:48:38.549204,930904.6748997883
2022-07-22 10:48:38.549204,932964.8389622883
2022-07-25 10:48:38.549204,935104.1746556477
2022-07-26 10:48:38.549204,923298.6216160969
2022-07-27 10:48:38.549204,932567.7622410969
2022-07-28 10:48:38.549204,946137.177886849
2022-07-29 10:48:38.549204,952478.0863951498
2022-08-01 10:48:38.549204,955510.7622984701
2022-08-02 10:48:38.549204,951772.4678648764
2022-08-03 10:48:38.549204,957235.1119078451
2022-08-04 10:48:38.549204,957989.6853941733
2022-08-05 10:48:38.549204,961133.114305306
2022-08-08 10:48:38.549204,962338.4161851888
2022-08-09 10:48:38.549204,962338.4161851888
2022-08-10 10:48:38.549204,958186.6686876302
2022-08-11 10:48:38.549204,968622.9468858724
2022-08-12 10:48:38.549204,966650.9298570638
2022-08-15 10:48:38.549204,966650.9298570638
2022-08-16 10:48:38.549204,969037.097886849
2022-08-17 10:48:38.549204,976271.0447252279
2022-08-18 10:48:38.549204,973626.9552476888
2022-08-19 10:48:38.549204,969907.7849596029
2022-08-22 10:48:38.549204,956133.0459035116
2022-08-23 10:48:38.549204,954445.5311940389
2022-08-24 10:48:38.549204,955297.6492360311
2022-08-25 10:48:38.549204,951417.6687752157
2022-08-26 10:48:38.549204,952899.1838508993
2022-08-29 10:48:38.549204,934033.436621285
2022-08-30 10:48:38.549204,955002.803015328
2022-08-31 10:48:38.549204,955002.803015328
2022-09-01 10:48:38.549204,947271.2186647421
2022-09-02 10:48:38.549204,948186.7707582479
2022-09-05 10:48:38.549204,951850.2190919882
2022-09-06 10:48:38.549204,949397.1521364218
2022-09-07 10:48:38.549204,947706.3489137655
2022-09-08 10:48:38.549204,958889.7862611776
2022-09-09 10:48:38.549204,968105.6480087668
2022-09-12 10:48:38.549204,972021.6490854269
2022-09-13 10:48:38.549204,974999.7222208029
2022-09-14 10:48:38.549204,973416.8492197043
2022-09-15 10:48:38.549204,968014.8938211447
2022-09-16 10:48:38.549204,959597.2392038351
