ticker,period,return,type,sector,beta,corr,volatility,rs_score,adx,dd,vol_trend,vol_cv,atr_pct,price
TVSMOTOR.NS,2022_BEAR,34.63121721973413,Steady (30-100%),2/3 Wheelers,0.555808409739333,0.2559549700483421,33.70363238168152,12.636373555942626,26.07475766024393,-16.48970995007174,0.27705197629337497,1.5220852078952567,"0    3.0609
Name: 2022-01-03 00:00:00, dtype: float64",617.2940063476562
BLS.NS,2022_BEAR,104.27386057874114,Explosive (>100%),Tour Travel Related Services,0.42430770214847696,0.14893399103940588,44.218321203445235,-28.4210588336107,23.914590711087158,-37.85468749444724,0.5250545283356607,0.6262561976932147,"0    4.758134
Name: 2022-01-03 00:00:00, dtype: float64",46.69577407836914
GESHIP.NS,2022_BEAR,32.77132541363908,Steady (30-100%),Shipping,0.8523265894370873,0.4102999536594307,32.24183354806156,-16.891993972764467,24.52757526885797,-27.26802487246294,2.0382754479294585,1.6093157021353401,"0    3.235684
Name: 2022-01-03 00:00:00, dtype: float64",259.5224609375
NAVA.NS,2022_BEAR,56.89654897262475,Steady (30-100%),Power Generation,1.0879704247677977,0.5009698315269613,33.70704484031952,-8.41979737979363,12.240089547131385,-11.014947894222212,0.5944846645179448,0.5371744052290541,"0    3.492484
Name: 2022-01-03 00:00:00, dtype: float64",52.58757781982422
CHENNPETRO.NS,2022_BEAR,203.58182936049806,Explosive (>100%),Refineries & Marketing,1.4042101466417756,0.6417198736743899,33.96266645565342,-16.289412884758953,46.40504486036632,-29.727887968824728,0.6621120661282266,0.7579034805720521,"0    2.50657
Name: 2022-01-03 00:00:00, dtype: float64",90.84630584716797
CREDITACC.NS,2022_BEAR,69.62512615097354,Steady (30-100%),Microfinance Institutions,0.4700900156929792,0.12057740130142856,60.51043430343586,-6.935411028090548,52.983165693637936,-25.134401510852793,0.15399228333507775,1.7647750086989993,"0    4.301102
Name: 2022-01-03 00:00:00, dtype: float64",594.138671875
HINDCOPPER.NS,2025_CHOP,148.06923197245243,Explosive (>100%),Copper,1.7468404512248386,0.5435001236141738,39.125505318353326,-21.172720266743603,34.115824755024256,-37.84222709386395,1.369323549322033,0.5909885932788373,"0    4.54632
Name: 2025-01-01 00:00:00, dtype: float64",246.1208038330078
GMDCLTD.NS,2025_CHOP,81.38691033957369,Steady (30-100%),Industrial Minerals,2.102865874454318,0.5898203245189982,43.40084709602215,-1.223048394064967,44.04778599476906,-32.936183743712654,0.38332416241996237,0.41379594079894694,"0    3.21517
Name: 2025-01-01 00:00:00, dtype: float64",317.8288879394531
KARURVYSYA.NS,2025_CHOP,58.87070432373562,Steady (30-100%),Private Sector Bank,0.8173298112476379,0.29602514451204537,33.61051015661351,13.313076224258664,55.52359013198676,-7.056356092155689,0.7141613485705154,0.5792567266449609,"0    3.401589
Name: 2025-01-01 00:00:00, dtype: float64",186.1576690673828
CRAFTSMAN.NS,2025_CHOP,40.825178739284205,Steady (30-100%),Auto Components & Equipments,1.3052591330556755,0.33816885962578924,46.986110351713194,-10.302450223450938,38.7088406585885,-19.38587438725177,0.6744720378074278,1.1608021009618315,"0    4.625779
Name: 2025-01-01 00:00:00, dtype: float64",5319.71630859375
NATIONALUM.NS,2025_CHOP,81.11901534981189,Steady (30-100%),Aluminium,0.9639439325242133,0.28734490487914205,40.83707614629902,5.0168871641918535,59.85336076343695,-15.27127860496466,0.4282104997582105,0.7569386762237613,"0    3.553916
Name: 2025-01-01 00:00:00, dtype: float64",201.59542846679688
ASAHIINDIA.NS,2025_CHOP,31.73822900217492,Steady (30-100%),Auto Components & Equipments,0.9036049969948757,0.3135810117095116,35.07803310248755,5.551391971832997,40.214831049706525,-8.005849263306683,0.5115644822006128,1.7015978733226609,"0    2.854021
Name: 2025-01-01 00:00:00, dtype: float64",753.1602783203125
PTCIL.NS,2025_CHOP,34.82758688869323,Steady (30-100%),Other Industrial Products,0.49206890201790743,0.16388355652802966,36.55080156360239,3.216124063940774,42.75307270953321,-11.082701807471132,1.9694744659885461,0.8937307333425967,"0    3.971958
Name: 2025-01-01 00:00:00, dtype: float64",13335.5498046875
MCX.NS,2025_CHOP,85.38263449539429,Steady (30-100%),Exchange and Data Platform,1.0309142600425902,0.35303081957232074,35.54809177237007,15.811421836606797,30.69617444149908,-9.16041057525584,0.5497601867756067,0.7848228906315363,"0    2.859256
Name: 2025-01-01 00:00:00, dtype: float64",1252.4366455078125
HINDZINC.NS,2025_CHOP,40.12621045374475,Steady (30-100%),Zinc,1.0069829302098159,0.34189865903979755,35.85346038866701,-6.627154478337757,44.724967139402054,-40.3748499337297,0.5858413601395309,0.6214681326564762,"0    2.63323
Name: 2025-01-01 00:00:00, dtype: float64",435.3931884765625
GRSE.NS,2025_CHOP,58.15851596665532,Steady (30-100%),Aerospace & Defense,1.9218215764403388,0.39016393863107407,59.96147461901018,4.566617417359666,26.17443944023501,-39.07518820060462,1.3655627853679826,1.0846586638092275,"0    4.71703
Name: 2025-01-01 00:00:00, dtype: float64",1628.967041015625
APLAPOLLO.NS,2025_CHOP,31.606637558148016,Steady (30-100%),Iron & Steel Products,0.6610884893965842,0.3116020162671872,25.82650881332534,5.732915495469795,35.40819866459277,-7.358200662895285,1.0694547135084498,0.446719415109654,"0    2.437569
Name: 2025-01-01 00:00:00, dtype: float64",1579.935546875
HINDALCO.NS,2025_CHOP,58.07805899669718,Steady (30-100%),Aluminium,1.2552369042384575,0.5058789841510041,30.205458187403956,-14.176860638318676,47.22366993272648,-22.139057525920165,1.0320967781687136,0.3765895814965314,"0    2.5496
Name: 2025-01-01 00:00:00, dtype: float64",588.6332397460938
M&MFIN.NS,2025_CHOP,36.465556381958194,Steady (30-100%),Non Banking Financial Company (NBFC),1.2028445364421738,0.5549456692814017,26.38550434614183,-11.592490498407043,32.40193897578105,-22.011758011471432,0.7022549442871315,0.599545696804499,"0    2.356297
Name: 2025-01-01 00:00:00, dtype: float64",259.1130065917969
CHOICEIN.NS,2025_CHOP,34.92249536103099,Steady (30-100%),Holding Company,1.0184473573659725,0.3985601791098332,31.10649272163669,23.895746557440248,24.726767099368406,-1.596310783054657,1.4861846002549983,0.7418839572330621,"0    2.929629
Name: 2025-01-01 00:00:00, dtype: float64",554.7999877929688
IDBI.NS,2025_CHOP,32.46739137381213,Steady (30-100%),Private Sector Bank,1.4012042115579606,0.524143329834275,32.54301131482418,-4.523564811241896,44.4648701026257,-26.29054251539961,0.5547823116214619,0.7425055915443862,"0    2.370105
Name: 2025-01-01 00:00:00, dtype: float64",75.2109603881836
NYKAA.NS,2025_CHOP,44.2919636175896,Steady (30-100%),E-Retail/ E-Commerce,-0.0449859407926934,-0.019824060710766027,27.624253762365868,-8.587921825377546,16.00977306323124,-27.380169522808412,0.6471474044763031,0.5345883248456242,"0    3.100385
Name: 2025-01-01 00:00:00, dtype: float64",164.67999267578125
FORCEMOT.NS,2025_CHOP,190.34688705160954,Explosive (>100%),Passenger Cars & Utility Vehicles,0.732054825158101,0.16674445479221206,53.44395308442088,-5.087355067954904,10.056493146313125,-33.208269802361194,0.33456609940025267,0.5613822231189664,"0    2.510658
Name: 2025-01-01 00:00:00, dtype: float64",6614.84619140625
VEDL.NS,2025_CHOP,56.55673507288637,Steady (30-100%),Diversified Metals,1.1111502267726059,0.481265410114026,28.10570587005915,-4.3540677066016675,46.674258740822445,-13.298930520714672,0.8559270490883378,0.6125350144636297,"0    2.995598
Name: 2025-01-01 00:00:00, dtype: float64",421.98760986328125
SAIL.NS,2025_CHOP,33.29790392332034,Steady (30-100%),Iron & Steel,1.579181629926385,0.5622384941527677,34.19147790620081,-11.962637711707725,38.8800084910594,-34.72452043169118,0.5821136565904582,0.4824437676467486,"0    3.351634
Name: 2025-01-01 00:00:00, dtype: float64",111.53213500976562
MAHSCOOTER.NS,2025_CHOP,38.74718723981487,Steady (30-100%),Investment Company,1.0419504731771014,0.2851412871951654,44.48292502621257,-10.803391847427504,26.871456015967087,-23.135453475048102,0.419829255465981,0.4838135964300078,"0    2.301703
Name: 2025-01-01 00:00:00, dtype: float64",9506.4990234375
JSWSTEEL.NS,2025_CHOP,32.79907363624,Steady (30-100%),Iron & Steel,1.1713501817958782,0.6033561427137992,23.63302842321313,-3.8989985956566056,44.08802308208773,-12.862087820571567,0.6968627482911681,1.9502326378896224,"0    2.475488
Name: 2025-01-01 00:00:00, dtype: float64",903.018310546875
EICHERMOT.NS,2025_CHOP,44.844291645367235,Steady (30-100%),2/3 Wheelers,1.131068678601035,0.5550272271910419,24.807388870013884,6.205586884404632,29.959754127370918,-3.5021590572250307,0.6392503667686091,0.23188367373036037,"0    1.862002
Name: 2025-01-01 00:00:00, dtype: float64",4822.76513671875
CANBK.NS,2025_CHOP,51.14360807639547,Steady (30-100%),Public Sector Bank,1.7395397646732704,0.6425933290086345,32.95372512318752,-1.1879579702841618,43.51415251016009,-19.607780218085953,0.7370554690027846,0.6781561602965295,"0    2.378107
Name: 2025-01-01 00:00:00, dtype: float64",96.9078369140625
SUNDARMFIN.NS,2025_CHOP,32.0200718319785,Steady (30-100%),Non Banking Financial Company (NBFC),0.651739681479481,0.19713717298410954,40.24500691086436,-14.190410982133573,25.631938699613833,-23.870672634140007,0.7856487309237351,0.8015375478099439,"0    4.894535
Name: 2025-01-01 00:00:00, dtype: float64",4046.647705078125
CHOLAFIN.NS,2025_CHOP,34.801327112926174,Steady (30-100%),Non Banking Financial Company (NBFC),0.9051488367269998,0.35641083766239495,30.915442192477073,-17.166601892430325,28.957289354141444,-27.86051738972435,0.7722164061709667,0.5558826470009702,"0    2.600581
Name: 2025-01-01 00:00:00, dtype: float64",1181.8197021484375
ABCAPITAL.NS,2025_CHOP,86.06144569439596,Steady (30-100%),Investment Company,1.4425211653355003,0.5852321579452021,30.005466173430268,-18.08002890969436,43.90915775404051,-26.343512117086938,0.41844137966480205,0.47512730207537096,"0    2.567039
Name: 2025-01-01 00:00:00, dtype: float64",179.0
LAURUSLABS.NS,2025_CHOP,55.28963853257388,Steady (30-100%),Pharmaceuticals,1.5151692117852202,0.5916094853238036,31.17686016269493,39.2542890085252,28.386373501369295,0.0,0.9641230471005564,0.8383149128057247,"0    2.423107
Name: 2025-01-01 00:00:00, dtype: float64",614.3037109375
BPCL.NS,2025_CHOP,34.91522287517685,Steady (30-100%),Refineries & Marketing,1.2221106511472537,0.5975822563613152,24.895405355345726,-11.847729738598378,18.07820501463311,-20.17842006139906,0.7311123834198934,0.29552588369147487,"0    2.458761
Name: 2025-01-01 00:00:00, dtype: float64",271.8003234863281
AUBANK.NS,2025_CHOP,69.97456589344675,Steady (30-100%),Other Bank,0.7077957514890695,0.2889002790794855,29.824032003687602,-14.441250184073192,37.57803638591631,-28.969812711126952,1.1230812980588112,0.6183672885971782,"0    2.835534
Name: 2025-01-01 00:00:00, dtype: float64",567.8496704101562
BANKINDIA.NS,2025_CHOP,53.13004463717974,Steady (30-100%),Public Sector Bank,1.5737356611722777,0.6119220780081672,31.307041577426247,0.5223897277087969,41.887401400306025,-32.55555030269466,0.7379848619849196,0.6805074377878924,"0    2.661173
Name: 2025-01-01 00:00:00, dtype: float64",99.0465316772461
SOLARINDS.NS,2025_CHOP,33.88650761024076,Steady (30-100%),Explosives,0.8872729768804393,0.2848013416480259,37.924650784993865,-6.542364543186796,36.367202600054775,-20.206034651066652,0.8352068011605155,0.5681519134663096,"0    3.650195
Name: 2025-01-01 00:00:00, dtype: float64",9858.349609375
MUTHOOTFIN.NS,2025_CHOP,61.54774570374351,Steady (30-100%),Non Banking Financial Company (NBFC),0.6263907858527425,0.301034727014356,25.329996459490232,21.211846344627084,62.823507470741674,0.0,1.0607421309920686,0.5795943213063073,"0    2.670208
Name: 2025-01-01 00:00:00, dtype: float64",2188.26953125
UPL.NS,2025_CHOP,40.84767089345513,Steady (30-100%),Pesticides & Agrochemicals,0.8884363424594952,0.3950514016820756,27.376572550795885,-11.467943392745033,40.01446969033646,-19.43014028034652,0.5608206220858378,0.5424200988722558,"0    2.57314
Name: 2025-01-01 00:00:00, dtype: float64",495.9613342285156
FEDERALBNK.NS,2025_CHOP,41.141521139062014,Steady (30-100%),Private Sector Bank,0.9145872810729248,0.3530063143824395,31.53908213925502,9.681959729634384,50.82756581218366,-6.9300039425346185,1.2585669665618384,1.1012006310296547,"0    2.502902
Name: 2025-01-01 00:00:00, dtype: float64",199.30349731445312
ANANDRATHI.NS,2025_CHOP,46.65585788779492,Steady (30-100%),Financial Products Distributor,0.7157753598074678,0.26467351314874454,32.92097041900902,9.577348496641964,41.916664142174874,-12.88561263796731,0.4820814673017192,1.1349356967416608,"0    2.794388
Name: 2025-01-01 00:00:00, dtype: float64",1957.7125244140625
SBIN.NS,2025_CHOP,32.29396978455846,Steady (30-100%),Public Sector Bank,1.3600505722227008,0.639390689739238,25.89375985664124,7.491657585343385,48.74798296993196,-12.416497325638895,0.9044850475660363,0.36547432559587684,"0    2.107647
Name: 2025-01-01 00:00:00, dtype: float64",777.58642578125
INDIANB.NS,2025_CHOP,65.42256924656294,Steady (30-100%),Public Sector Bank,1.145028144282497,0.3834158331198217,36.354023625654946,6.150400198916864,39.264973475764535,-14.988500296579147,1.300593576154471,0.5902147789838575,"0    3.483447
Name: 2025-01-01 00:00:00, dtype: float64",504.64697265625
MANAPPURAM.NS,2025_CHOP,47.43279981075379,Steady (30-100%),Non Banking Financial Company (NBFC),0.7868333937462801,0.20148992550828654,47.53744256403094,5.6017887195468905,53.73959045730873,-15.158761233609678,1.2604848994456597,0.556232397443715,"0    4.400852
Name: 2025-01-01 00:00:00, dtype: float64",189.18858337402344
SBILIFE.NS,2025_CHOP,43.15969804766414,Steady (30-100%),Life Insurance,0.5449026733619582,0.2883699803195586,23.00251154916935,-15.6884365430432,39.83726911727451,-27.389622756910224,0.6927572940883713,0.46650363804935524,"0    1.838506
Name: 2025-01-01 00:00:00, dtype: float64",1397.73974609375
UNIONBANK.NS,2025_CHOP,43.77303625491412,Steady (30-100%),Public Sector Bank,1.3243764638936801,0.5712725745141294,28.221133009404888,8.946927963365106,47.27642228809451,-25.69842765432513,1.1727440790811399,0.6322003117834541,"0    2.823826
Name: 2025-01-01 00:00:00, dtype: float64",119.02788543701172
BEL.NS,2025_CHOP,50.580562437423495,Steady (30-100%),Aerospace & Defense,1.7268862888387058,0.6786241367140842,30.9771034215388,11.466320510609721,47.756276487679585,-12.162122162021044,0.6916037333558134,0.5274719376901502,"0    2.344092
Name: 2025-01-01 00:00:00, dtype: float64",291.6047058105469
ASHOKLEY.NS,2025_CHOP,78.78022561461238,Steady (30-100%),Commercial Vehicles,1.11096885313413,0.5678649014025902,23.81569299834747,2.390396846430977,29.480628203780125,-14.223961452544595,0.5055111207354795,0.3817247575300116,"0    2.331477
Name: 2025-01-01 00:00:00, dtype: float64",108.73685455322266
MFSL.NS,2025_CHOP,48.89119793979024,Steady (30-100%),Life Insurance,0.3884114703588267,0.15574861814066682,30.358073720380098,0.9455448806965763,20.403334951817936,-14.384997125025285,0.21909633381444404,0.7297494284775017,"0    2.147618
Name: 2025-01-01 00:00:00, dtype: float64",1102.550048828125
TATASTEEL.NS,2025_CHOP,41.07513716473048,Steady (30-100%),Iron & Steel,0.9968170576257146,0.5522080859134003,21.974503234680512,-10.172260597134677,37.99246283240136,-24.00799701070983,0.6715156652403202,0.28330597654501644,"0    2.161034
Name: 2025-01-01 00:00:00, dtype: float64",133.6238250732422
LTF.NS,2025_CHOP,104.70344276687192,Explosive (>100%),Investment Company,1.37715713289007,0.5244751793308737,31.96427970533063,-18.807947796304795,41.93967429930029,-27.532882144268612,0.5646860304196863,0.4852623333352203,"0    2.63087
Name: 2025-01-01 00:00:00, dtype: float64",135.5863800048828
IDEA.NS,2025_CHOP,34.95630600157588,Steady (30-100%),Telecom - Cellular & Fixed line services,1.4245637082147853,0.3234967782296013,53.60660247279747,-13.276739505791696,35.72503598120024,-56.74945987636838,0.8603711234024655,0.4742367859423932,"0    3.11218
Name: 2025-01-01 00:00:00, dtype: float64",8.010000228881836
NH.NS,2025_CHOP,34.73944592843098,Steady (30-100%),Hospital,0.44501549947197755,0.2168990912143677,24.97605094385323,14.074250679531097,15.959256850589716,-7.074750220992006,0.6575874506141784,0.7322158617277036,"0    2.238913
Name: 2025-01-01 00:00:00, dtype: float64",1309.4161376953125
BSE.NS,2025_CHOP,49.84081598303265,Steady (30-100%),Exchange and Data Platform,1.7498231802828859,0.3626677694575876,58.73426938590113,48.572207702282036,44.272826761820745,-6.310166486116726,0.43061173543861764,1.085854379521156,"0    3.356655
Name: 2025-01-01 00:00:00, dtype: float64",1802.9801025390625
HEROMOTOCO.NS,2025_CHOP,39.83636119343485,Steady (30-100%),2/3 Wheelers,0.8703866423526776,0.4567409302230327,23.197898928712952,-19.267766695885218,54.54752564917281,-32.4074609853707,1.0968147020587493,0.4631492426300717,"0    2.322343
Name: 2025-01-01 00:00:00, dtype: float64",4021.128662109375
TVSMOTOR.NS,2025_CHOP,52.11993285745166,Steady (30-100%),2/3 Wheelers,1.3747311708473304,0.6302671927186296,26.55213486185368,-7.2580612776746545,30.5684942608402,-18.412041412301466,1.1949237895529239,0.8345004718856094,"0    2.47207
Name: 2025-01-01 00:00:00, dtype: float64",2396.66162109375
RBLBANK.NS,2025_CHOP,88.86553251750368,Steady (30-100%),Private Sector Bank,1.8471430672082554,0.45109858255949215,49.84658825290575,-14.376498439272249,20.727992036007148,-46.157627684042346,1.0412103031895383,0.6233489550149168,"0    4.012765
Name: 2025-01-01 00:00:00, dtype: float64",157.228271484375
CCL.NS,2025_CHOP,33.64876811322149,Steady (30-100%),Tea & Coffee,0.9662526750264342,0.36280113665528396,32.421151591779626,12.716572741185693,23.11010912721351,-12.105769778562376,0.2804361627100238,0.8606559893161907,"0    2.750683
Name: 2025-01-01 00:00:00, dtype: float64",725.0721435546875
BAJFINANCE.NS,2025_CHOP,31.108422549957886,Steady (30-100%),Non Banking Financial Company (NBFC),1.1095642688819216,0.5941352048889461,22.73387891648153,-2.0040421820711,25.303054666545783,-10.72421368045957,0.49762189460417966,0.5816644850744395,"0    1.876323
Name: 2025-01-01 00:00:00, dtype: float64",689.27685546875
SHRIRAMFIN.NS,2025_CHOP,67.34479168856274,Steady (30-100%),Non Banking Financial Company (NBFC),1.360067737972918,0.5341922336115591,30.993408169995956,-9.723790184744994,39.76124980078263,-19.002898766070324,0.42754714130083155,0.5355634303073439,"0    2.818818
Name: 2025-01-01 00:00:00, dtype: float64",574.9207763671875
REDINGTON.NS,2025_CHOP,37.57679697982122,Steady (30-100%),Trading & Distributors,0.9714056365670095,0.28169668043193147,41.97833959173277,15.476855679820456,34.16173817479725,-8.08909612553449,2.249060200394311,2.0313916474573914,"0    4.062626
Name: 2025-01-01 00:00:00, dtype: float64",195.38177490234375
CUB.NS,2025_CHOP,65.7783711189557,Steady (30-100%),Private Sector Bank,0.2622249292568946,0.09960040695752251,32.04935034635844,14.008577081216918,33.69205914016095,-7.028613564460849,0.19240899552772311,0.5387013907332777,"0    2.374515
Name: 2025-01-01 00:00:00, dtype: float64",172.18772888183594
NAVINFLUOR.NS,2025_CHOP,80.34625770914066,Steady (30-100%),Specialty Chemicals,1.4269388169269501,0.5804034779629383,29.92827684848061,-0.8500292382473323,38.2304907405217,-14.907652041708245,1.244401058551071,0.4620515958267049,"0    2.647664
Name: 2025-01-01 00:00:00, dtype: float64",3272.0390625
JKTYRE.NS,2025_CHOP,36.801034308716766,Steady (30-100%),Tyres & Rubber Products,0.9277840290531598,0.38307669306874664,29.482718727411484,-1.685088298675512,42.84935268641795,-27.08157083635918,0.5501279097118833,1.2067626627891,"0    2.720121
Name: 2025-01-01 00:00:00, dtype: float64",383.4035339355469
CHENNPETRO.NS,2025_CHOP,37.800189977985085,Steady (30-100%),Refineries & Marketing,1.4145388814989353,0.3638413959889284,47.327018609871466,-24.50373804191277,25.634662973319454,-45.75536285524107,1.8152619406533204,1.6755530756003916,"0    3.290835
Name: 2025-01-01 00:00:00, dtype: float64",627.3213500976562
ECLERX.NS,2025_CHOP,39.70410956588438,Steady (30-100%),Business Process Outsourcing (BPO)/ Knowledge Process Outsourcing (KPO),0.9260816018633196,0.30071081034631825,37.4892353099294,20.55799858840064,50.001185153918925,-9.590993616884976,0.9312731246337604,0.5240941740304926,"0    3.720331
Name: 2025-01-01 00:00:00, dtype: float64",3466.182861328125
CREDITACC.NS,2025_CHOP,39.746320112498154,Steady (30-100%),Microfinance Institutions,0.6556928158769298,0.18999398877728943,42.011378436053455,-17.59140378384136,31.77812529047597,-48.9067129687321,1.4392975006259923,1.3053821426680454,"0    2.920803
Name: 2025-01-01 00:00:00, dtype: float64",890.9000244140625
GVT&D.NS,2025_CHOP,60.89557290228809,Steady (30-100%),Heavy Electrical Equipment,0.052584762892443286,0.0160103477706262,39.98209263136992,29.484195622118715,35.85446487853212,-4.961144468511493,0.35488261898562307,0.674006294509459,"0    4.601125
Name: 2025-01-01 00:00:00, dtype: float64",2045.0531005859375
