Date,Strategy,Equity,Regime,Holdings,Cash,Peak,DD
2023-10-25,RS_LEADER,2333269.8026674655,SIDEWAYS,9,847373.9768312839,2474051.836577969,-5.690342935790258
2023-10-26,RS_LEADER,2337329.261819687,SIDEWAYS,9,847373.9768312839,2474051.836577969,-5.526261525198773
2023-10-27,RS_LEADER,2353253.2410372165,SIDEWAYS,9,847373.9768312839,2474051.836577969,-4.8826218495016445
2023-10-30,RS_LEADER,2353804.7095149998,SIDEWAYS,8,969156.1584133152,2474051.836577969,-4.860331755590515
2023-10-31,RS_LEADER,2353905.758968735,SIDEWAYS,8,969156.1584133152,2474051.836577969,-4.856247384671467
2023-11-01,RS_LEADER,2348690.2250331882,SIDEWAYS,8,969156.1584133152,2474051.836577969,-5.067056788841463
2023-11-02,RS_LEADER,2357525.652065659,SIDEWAYS,8,969156.1584133152,2474051.836577969,-4.709933025230609
2023-11-03,RS_LEADER,2373097.1003078464,SIDEWAYS,8,969156.1584133152,2474051.836577969,-4.080542484096053
2023-11-06,RS_LEADER,2398587.5890773777,SIDEWAYS,8,969156.1584133152,2474051.836577969,-3.0502290366305025
2023-11-07,RS_LEADER,2446660.6760020307,SIDEWAYS,10,428594.86482668447,2474051.836577969,-1.107137699015434
2023-11-08,RS_LEADER,2458128.164648538,SIDEWAYS,10,428594.86482668447,2474051.836577969,-0.6436272552581708
2023-11-09,RS_LEADER,2458143.263388162,SIDEWAYS,10,428594.86482668447,2474051.836577969,-0.6430169713748344
2023-11-10,RS_LEADER,2479193.2966837934,SIDEWAYS,10,428594.86482668447,2479193.2966837934,0.0
2023-11-13,RS_LEADER,2552633.05342341,SIDEWAYS,10,428594.86482668447,2552633.05342341,0.0
2023-11-15,RS_LEADER,2588347.4382567457,MILD_BULL,10,428594.86482668447,2588347.4382567457,0.0
2023-11-16,RS_LEADER,2622861.221543794,MILD_BULL,10,428594.86482668447,2622861.221543794,0.0
2023-11-17,RS_LEADER,2647686.3253483824,MILD_BULL,10,428594.86482668447,2647686.3253483824,0.0
2023-11-20,RS_LEADER,2631183.8553586057,MILD_BULL,10,428594.86482668447,2647686.3253483824,-0.6232788919059442
2023-11-21,RS_LEADER,2579827.490366464,MILD_BULL,10,428594.86482668447,2647686.3253483824,-2.5629484252818155
2023-11-22,RS_LEADER,2550133.369375635,MILD_BULL,10,416070.73934786377,2647686.3253483824,-3.6844604679488
2023-11-23,RS_LEADER,2591727.8648504503,MILD_BULL,10,416070.73934786377,2647686.3253483824,-2.1134852706001355
2023-11-24,RS_LEADER,2618213.1097835787,MILD_BULL,10,416070.73934786377,2647686.3253483824,-1.1131687044131107
2023-11-28,RS_LEADER,2583149.1309379824,MILD_BULL,10,416070.73934786377,2647686.3253483824,-2.437493965676172
2023-11-29,RS_LEADER,2584012.9991268404,MILD_BULL,10,416070.73934786377,2647686.3253483824,-2.404866679710023
2023-11-30,RS_LEADER,2621711.727180887,MILD_BULL,10,416070.73934786377,2647686.3253483824,-0.9810300381438727
2023-12-01,RS_LEADER,2636034.3037473066,MILD_BULL,9,609506.356840263,2647686.3253483824,-0.4400831582473275
2023-12-04,RS_LEADER,2694122.333456169,BULL,9,609506.356840263,2694122.333456169,0.0
2023-12-05,RS_LEADER,2681625.1320248945,BULL,9,609506.356840263,2694122.333456169,-0.4638691152247089
2023-12-06,RS_LEADER,2663904.3089772565,BULL,9,609506.356840263,2694122.333456169,-1.1216277785035471
2023-12-07,RS_LEADER,2720803.27439138,BULL,10,303437.0722009808,2720803.27439138,0.0
2023-12-08,RS_LEADER,2701967.1955530318,BULL,10,303437.0722009808,2720803.27439138,-0.6922984478751723
2023-12-11,RS_LEADER,2701723.664840904,BULL,10,303437.0722009808,2720803.27439138,-0.7012491395484672
2023-12-12,RS_LEADER,2655900.305727592,BULL,9,408084.2829919964,2720803.27439138,-2.3854340839216377
2023-12-13,RS_LEADER,2703729.3224702985,MILD_BULL,9,408084.2829919964,2720803.27439138,-0.6275334965149559
2023-12-14,RS_LEADER,2696093.5405527265,BULL,9,408084.2829919964,2720803.27439138,-0.9081778925814108
2023-12-15,RS_LEADER,2676724.8007951886,BULL,9,408084.2829919964,2720803.27439138,-1.620053680876706
2023-12-18,RS_LEADER,2670551.458017326,BULL,8,652655.1829089886,2720803.27439138,-1.8469478057098805
2023-12-19,RS_LEADER,2662535.2628650432,BULL,8,652655.1829089886,2720803.27439138,-2.1415738533823596
2023-12-20,RS_LEADER,2575747.4097590786,BULL,6,1152309.1528010708,2720803.27439138,-5.331361734146296
2023-12-21,RS_LEADER,2588289.4253398282,BULL,10,470360.18626512104,2720803.27439138,-4.870394353711371
2023-12-22,RS_LEADER,2632531.139390121,BULL,10,470360.18626512104,2720803.27439138,-3.2443409573962905
2023-12-26,RS_LEADER,2662731.197533737,BULL,10,470360.18626512104,2720803.27439138,-2.1343724996300373
2023-12-27,RS_LEADER,2661784.474244247,BULL,10,470360.18626512104,2720803.27439138,-2.1691682269948362
2023-12-28,RS_LEADER,2665291.4888697965,BULL,10,470360.18626512104,2720803.27439138,-2.0402719316045053
2023-12-29,RS_LEADER,2691195.2070781095,BULL,10,470360.18626512104,2720803.27439138,-1.0882105145912728
2024-01-01,RS_LEADER,2704040.2014933927,BULL,10,470360.18626512104,2720803.27439138,-0.6161074950094358
2024-01-02,RS_LEADER,2702239.055634628,BULL,10,470360.18626512104,2720803.27439138,-0.6823065427582132
2024-01-03,RS_LEADER,2702416.6766368253,BULL,10,470360.18626512104,2720803.27439138,-0.6757782867880349
2024-01-04,RS_LEADER,2750297.9802104337,BULL,10,470360.18626512104,2750297.9802104337,0.0
2024-01-05,RS_LEADER,2746331.7241908414,BULL,10,470360.18626512104,2750297.9802104337,-0.1442118653371812
2024-01-08,RS_LEADER,2718436.261114898,BULL,9,662419.9827564388,2750297.9802104337,-1.1584824380774092
2024-01-09,RS_LEADER,2722876.7776706843,BULL,9,662419.9827564388,2750297.9802104337,-0.9970266035555668
2024-01-10,RS_LEADER,2712629.6477051694,BULL,8,891763.0674439388,2750297.9802104337,-1.3696091396751926
2024-01-11,RS_LEADER,2722599.9235230405,BULL,8,891763.0674439388,2750297.9802104337,-1.0070929363542624
2024-01-12,RS_LEADER,2732994.15133493,BULL,7,1166871.4583112483,2750297.9802104337,-0.6291619671763542
2024-01-15,RS_LEADER,2747040.2485944517,BULL,7,1166871.4583112483,2750297.9802104337,-0.11845013301914142
2024-01-16,RS_LEADER,2813331.5645124204,BULL,7,1166871.4583112483,2813331.5645124204,0.0
2024-01-17,RS_LEADER,2798698.294584442,BULL,7,1166871.4583112483,2813331.5645124204,-0.520140253376591
2024-01-18,RS_LEADER,2764828.4465094907,BULL,6,1270802.844336639,2813331.5645124204,-1.7240455627325184
2024-01-19,RS_LEADER,2766931.122683807,BULL,10,518623.32785348466,2813331.5645124204,-1.649305841299062
2024-01-23,RS_LEADER,2687337.41553598,BULL,9,751070.7673578792,2813331.5645124204,-4.478467826748201
2024-01-24,RS_LEADER,2780629.69187265,BULL,9,751070.7673578792,2813331.5645124204,-1.1623895687331898
2024-01-25,RS_LEADER,2794178.7950678403,BULL,9,751070.7673578792,2813331.5645124204,-0.6807860717938364
2024-01-29,RS_LEADER,2799341.7858057553,BULL,9,751070.7673578792,2813331.5645124204,-0.49726732828555614
2024-01-30,RS_LEADER,2799155.7607050473,BULL,9,751070.7673578792,2813331.5645124204,-0.5038795990557186
2024-01-31,RS_LEADER,2846855.8454676205,BULL,9,751070.7673578792,2846855.8454676205,0.0
2024-02-01,RS_LEADER,2887973.165017181,BULL,9,751070.7673578792,2887973.165017181,0.0
2024-02-02,RS_LEADER,2909199.8102961117,BULL,9,751070.7673578792,2909199.8102961117,0.0
2024-02-05,RS_LEADER,2900624.783806854,BULL,9,751070.7673578792,2909199.8102961117,-0.29475550145814866
2024-02-06,RS_LEADER,2922097.220363861,BULL,10,373745.53606820636,2922097.220363861,0.0
2024-02-07,RS_LEADER,2926465.063900238,BULL,10,373745.53606820636,2926465.063900238,0.0
2024-02-08,RS_LEADER,2910297.219356781,BULL,10,373745.53606820636,2926465.063900238,-0.5524701026811297
2024-02-09,RS_LEADER,2838616.1446219785,BULL,8,1113884.7300254207,2926465.063900238,-3.0018782852366943
2024-02-12,RS_LEADER,2757207.850138412,BULL,7,1342226.2478434902,2926465.063900238,-5.783674503745791
2024-02-13,RS_LEADER,2791198.1867472986,BULL,7,1342226.2478434902,2926465.063900238,-4.62219347230692
2024-02-14,RS_LEADER,2814463.3034465173,BULL,7,1342226.2478434902,2926465.063900238,-3.827203059258481
2024-02-15,RS_LEADER,2874601.115305648,BULL,7,1342226.2478434902,2926465.063900238,-1.77223877484012
2024-02-16,RS_LEADER,2895004.963541732,BULL,7,1342226.2478434902,2926465.063900238,-1.0750205340424388
2024-02-19,RS_LEADER,2913402.139414535,BULL,7,1342226.2478434902,2926465.063900238,-0.44637213158093964
2024-02-20,RS_LEADER,2901968.8541459804,BULL,10,564497.7803544768,2926465.063900238,-0.837057993838143
2024-02-21,RS_LEADER,2864812.8527726894,BULL,10,564497.7803544768,2926465.063900238,-2.106712698814237
2024-02-22,RS_LEADER,2883987.499714828,BULL,10,564497.7803544768,2926465.063900238,-1.4514973955915933
2024-02-23,RS_LEADER,2896916.2075090175,BULL,10,564497.7803544768,2926465.063900238,-1.0097115716747767
2024-02-26,RS_LEADER,2913489.328297592,BULL,10,564497.7803544768,2926465.063900238,-0.44339280733981357
2024-02-27,RS_LEADER,2921520.390391403,BULL,9,748559.8467512663,2926465.063900238,-0.16896403684536135
2024-02-28,RS_LEADER,2859466.1951716766,BULL,8,903353.3580745085,2926465.063900238,-2.289412901422742
2024-02-29,RS_LEADER,2853387.588665329,BULL,8,903353.3580745085,2926465.063900238,-2.49712447062379
2024-03-01,RS_LEADER,2883386.6143000945,BULL,8,903353.3580745085,2926465.063900238,-1.4720302022922727
2024-03-04,RS_LEADER,2884268.0023677214,BULL,7,1293772.967821823,2926465.063900238,-1.4419123622230599
2024-03-05,RS_LEADER,2878071.0831888733,BULL,10,543725.5214670715,2926465.063900238,-1.6536667841463213
2024-03-06,RS_LEADER,2839396.537663971,BULL,9,669976.3476462706,2926465.063900238,-2.975211537985234
2024-03-07,RS_LEADER,2882270.18271402,BULL,9,669976.3476462706,2926465.063900238,-1.5101796953392432
2024-03-11,RS_LEADER,2845648.413725067,BULL,8,817217.8598005065,2926465.063900238,-2.7615791889024917
2024-03-12,RS_LEADER,2802863.2408350524,BULL,7,972597.8818415222,2926465.063900238,-4.2235878565539915
2024-03-13,RS_LEADER,2692492.8321395265,BULL,4,1638872.1796737062,2926465.063900238,-7.9950461273877504
2024-03-14,RS_LEADER,2685734.686265503,BULL,4,1638872.1796737062,2926465.063900238,-8.225978181126896
2024-03-15,RS_LEADER,2655528.991088501,MILD_BULL,2,2153029.0017086184,2926465.063900238,-9.258134537599688
2024-03-18,RS_LEADER,2662546.1489254152,MILD_BULL,2,2153029.0017086184,2926465.063900238,-9.018351807114536
2024-03-19,RS_LEADER,2656844.347655884,SIDEWAYS,2,2153029.0017086184,2926465.063900238,-9.213187595173874
2024-03-20,RS_LEADER,2646222.8528304445,SIDEWAYS,10,857599.5426497802,2926465.063900238,-9.57613383213608
2024-03-21,RS_LEADER,2691304.100633179,MILD_BULL,10,857599.5426497802,2926465.063900238,-8.035666175137896
2024-03-22,RS_LEADER,2702040.497911011,MILD_BULL,10,857599.5426497802,2926465.063900238,-7.668793615807798
2024-03-26,RS_LEADER,2713765.815171753,MILD_BULL,10,857599.5426497802,2926465.063900238,-7.268128752065488
2024-03-27,RS_LEADER,2717150.7731795656,MILD_BULL,10,857599.5426497802,2926465.063900238,-7.152461626919589
2024-03-28,RS_LEADER,2729040.4640975343,MILD_BULL,10,857599.5426497802,2926465.063900238,-6.74617996428724
2024-04-01,RS_LEADER,2762501.3019881593,MILD_BULL,10,857599.5426497802,2926465.063900238,-5.602792390542205
2024-04-02,RS_LEADER,2748193.7749611815,MILD_BULL,9,1144693.599790283,2926465.063900238,-6.091693734469733
2024-04-03,RS_LEADER,2779774.7291848143,MILD_BULL,9,1144693.599790283,2926465.063900238,-5.012543512818243
2024-04-04,RS_LEADER,2779152.1182229,MILD_BULL,9,1144693.599790283,2926465.063900238,-5.0338187014269975
2024-04-05,RS_LEADER,2798585.2674759827,MILD_BULL,10,569557.6095475157,2926465.063900238,-4.369770136733626
2024-04-08,RS_LEADER,2816105.831837555,MILD_BULL,10,569557.6095475157,2926465.063900238,-3.7710763550206896
2024-04-09,RS_LEADER,2788370.2827652893,MILD_BULL,10,569557.6095475157,2926465.063900238,-4.718825549583126
2024-04-10,RS_LEADER,2781355.2491044006,BULL,10,569557.6095475157,2926465.063900238,-4.958535695021849
2024-04-12,RS_LEADER,2774350.9955643616,MILD_BULL,10,569557.6095475157,2926465.063900238,-5.1978774738266225
2024-04-15,RS_LEADER,2750698.698658844,MILD_BULL,10,569557.6095475157,2926465.063900238,-6.006098190256261
2024-04-16,RS_LEADER,2772762.514443756,SIDEWAYS,9,757609.8606656798,2926465.063900238,-5.252157333176402
2024-04-18,RS_LEADER,2768726.4080835874,SIDEWAYS,8,1290934.355959564,2926465.063900238,-5.3900747957819375
2024-04-19,RS_LEADER,2810196.0039087827,SIDEWAYS,8,1290934.355959564,2926465.063900238,-3.97302060515624
2024-04-22,RS_LEADER,2828439.7503687437,MILD_BULL,8,1290934.355959564,2926465.063900238,-3.349615026698842
2024-04-23,RS_LEADER,2851900.358980804,MILD_BULL,10,571336.6838099059,2926465.063900238,-2.547944475375277
2024-04-24,RS_LEADER,2856434.5365638123,MILD_BULL,9,740489.8475989684,2926465.063900238,-2.3930074614693204
2024-04-25,RS_LEADER,2902539.924808441,MILD_BULL,9,740489.8475989684,2926465.063900238,-0.8175439846157105
2024-04-26,RS_LEADER,2909241.573978363,BULL,9,740489.8475989684,2926465.063900238,-0.5885424751635434
2024-04-29,RS_LEADER,2892564.776676117,BULL,9,740489.8475989684,2926465.063900238,-1.1584039612261907
2024-04-30,RS_LEADER,2900062.924747406,BULL,9,740489.8475989684,2926465.063900238,-0.9021853525100515
2024-05-02,RS_LEADER,2917904.143009125,MILD_BULL,9,740489.8475989684,2926465.063900238,-0.29253453241992816
2024-05-03,RS_LEADER,2919184.9342688904,MILD_BULL,9,740489.8475989684,2926465.063900238,-0.24876871831317598
2024-05-06,RS_LEADER,2909028.0551185,MILD_BULL,9,740489.8475989684,2926465.063900238,-0.5958386107811241
2024-05-07,RS_LEADER,2850344.3922156678,MILD_BULL,9,740489.8475989684,2926465.063900238,-2.601113289325263
2024-05-08,RS_LEADER,2879561.214356781,MILD_BULL,10,369263.2611707458,2926465.063900238,-1.6027476330418222
2024-05-09,RS_LEADER,2789080.164747101,SIDEWAYS,9,634195.5030039367,2926465.063900238,-4.69456823004194
2024-05-10,RS_LEADER,2823080.87934671,SIDEWAYS,9,634195.5030039367,2926465.063900238,-3.532732573125023
2024-05-13,RS_LEADER,2838548.726636749,SIDEWAYS,9,634195.5030039367,2926465.063900238,-3.004182019734021
2024-05-14,RS_LEADER,2938599.70356546,SIDEWAYS,9,634195.5030039367,2938599.70356546,0.0
2024-05-15,RS_LEADER,3025023.45356546,SIDEWAYS,9,634195.5030039367,3025023.45356546,0.0
2024-05-16,RS_LEADER,3085031.768262726,MILD_BULL,9,634195.5030039367,3085031.768262726,0.0
2024-05-17,RS_LEADER,3096981.060499054,MILD_BULL,9,634195.5030039367,3096981.060499054,0.0
2024-05-21,RS_LEADER,3105878.5047226865,MILD_BULL,8,927101.5896836242,3105878.5047226865,0.0
2024-05-22,RS_LEADER,3071357.539268585,MILD_BULL,8,927101.5896836242,3105878.5047226865,-1.111471855760302
2024-05-23,RS_LEADER,3144168.195008942,MILD_BULL,10,411680.51434487914,3144168.195008942,0.0
2024-05-24,RS_LEADER,3157244.56118692,MILD_BULL,9,847285.302153717,3157244.56118692,0.0
2024-05-27,RS_LEADER,3163827.7757865293,MILD_BULL,9,847285.302153717,3163827.7757865293,0.0
2024-05-28,RS_LEADER,3124648.0309134824,MILD_BULL,9,847285.302153717,3163827.7757865293,-1.2383652856485454
2024-05-29,RS_LEADER,3171178.5758353574,MILD_BULL,9,847285.302153717,3171178.5758353574,0.0
2024-05-30,RS_LEADER,3142619.277251373,MILD_BULL,9,847285.302153717,3171178.5758353574,-0.9005894149767719
2024-05-31,RS_LEADER,3137293.720976959,MILD_BULL,9,847285.302153717,3171178.5758353574,-1.0685255985457214
2024-06-03,RS_LEADER,3221871.3801566465,MILD_BULL,9,847285.302153717,3221871.3801566465,0.0
2024-06-04,RS_LEADER,2950948.875279938,SIDEWAYS,4,2083896.1273551332,3221871.3801566465,-8.408855379681123
2024-06-05,RS_LEADER,2904894.1615818175,MILD_BULL,2,2595902.785605255,3221871.3801566465,-9.838295238198416
2024-06-06,RS_LEADER,2904054.568025299,MILD_BULL,10,1014256.397737213,3221871.3801566465,-9.864354427329605
2024-06-07,RS_LEADER,2908926.596315094,MILD_BULL,10,1014256.397737213,3221871.3801566465,-9.713137084520655
2024-06-10,RS_LEADER,2928616.160310455,MILD_BULL,10,1014256.397737213,3221871.3801566465,-9.102015109986587
2024-06-11,RS_LEADER,2934816.1949173887,MILD_BULL,10,1014256.397737213,3221871.3801566465,-8.909579290073994
2024-06-12,RS_LEADER,2948620.024324127,MILD_BULL,10,1014256.397737213,3221871.3801566465,-8.481137934787268
2024-06-13,RS_LEADER,2946184.0517594297,MILD_BULL,10,1014256.397737213,3221871.3801566465,-8.556745315631218
2024-06-14,RS_LEADER,2963807.876832672,BULL,10,1014256.397737213,3221871.3801566465,-8.009739461152158
2024-06-18,RS_LEADER,2985183.600557037,BULL,10,1014256.397737213,3221871.3801566465,-7.346282693262002
2024-06-19,RS_LEADER,2949704.3205887754,BULL,10,1014256.397737213,3221871.3801566465,-8.447483696715365
2024-06-20,RS_LEADER,2966905.911103912,BULL,10,1014256.397737213,3221871.3801566465,-7.913583100276894
2024-06-21,RS_LEADER,2966446.2841202696,BULL,10,1014256.397737213,3221871.3801566465,-7.927848939269519
2024-06-24,RS_LEADER,3000054.0051285704,BULL,10,1014256.397737213,3221871.3801566465,-6.88473712495908
2024-06-25,RS_LEADER,2991989.83703775,BULL,10,1014256.397737213,3221871.3801566465,-7.135031663111259
2024-06-26,RS_LEADER,2976983.2031876524,BULL,10,1014256.397737213,3221871.3801566465,-7.600805496993107
2024-06-27,RS_LEADER,2959214.1800248106,BULL,10,1014256.397737213,3221871.3801566465,-8.152317989772316
2024-06-28,RS_LEADER,2951591.4261795958,BULL,10,1014256.397737213,3221871.3801566465,-8.388911973385783
2024-07-01,RS_LEADER,2990653.5849625547,BULL,10,1014256.397737213,3221871.3801566465,-7.176506070917394
2024-07-02,RS_LEADER,2978878.686006256,BULL,10,1014256.397737213,3221871.3801566465,-7.541973762421773
2024-07-03,RS_LEADER,2993807.6412565,BULL,9,1196523.1708280332,3221871.3801566465,-7.078610906219914
2024-07-04,RS_LEADER,2988612.7225858457,BULL,9,1196523.1708280332,3221871.3801566465,-7.239850076183357
2024-07-05,RS_LEADER,2993527.1507157288,BULL,10,597299.410237213,3221871.3801566465,-7.087316732979443
2024-07-08,RS_LEADER,2960764.2439347226,BULL,9,726258.1051102598,3221871.3801566465,-8.104207319698432
2024-07-09,RS_LEADER,2948144.052589508,BULL,9,726258.1051102598,3221871.3801566465,-8.495911079908788
2024-07-10,RS_LEADER,2909639.2108231504,BULL,9,726258.1051102598,3221871.3801566465,-9.691019053600938
2024-07-11,RS_LEADER,2934737.909065338,BULL,9,726258.1051102598,3221871.3801566465,-8.91200911556402
2024-07-12,RS_LEADER,2913745.8483320004,BULL,7,1078256.4209028012,3221871.3801566465,-9.563557804398295
2024-07-15,RS_LEADER,2898625.1651044614,BULL,7,1078256.4209028012,3221871.3801566465,-10.032871487143877
2024-07-16,RS_LEADER,2924430.7797187194,BULL,6,1239943.4855903012,3221871.3801566465,-9.231920376146908
2024-07-18,RS_LEADER,2906689.3398993835,BULL,6,1239943.4855903012,3221871.3801566465,-9.782576740910711
2024-07-19,RS_LEADER,2872779.81801828,BULL,6,1239943.4855903012,3221871.3801566465,-10.835055809130214
2024-07-22,RS_LEADER,2898331.1463466794,BULL,10,505779.3350063474,3221871.3801566465,-10.041997200839118
2024-07-23,RS_LEADER,2834255.1079250486,BULL,10,505779.3350063474,3221871.3801566465,-12.030780453214495
2024-07-24,RS_LEADER,2831373.4005660396,BULL,9,1026443.7551040037,3221871.3801566465,-12.120222489192631
2024-07-25,RS_LEADER,2829162.3513717037,BULL,9,1026443.7551040037,3221871.3801566465,-12.188848729456401
2024-07-26,RS_LEADER,2847636.319099365,BULL,9,1026443.7551040037,3221871.3801566465,-11.615456264398937
2024-07-29,RS_LEADER,2870092.6546248775,BULL,9,1026443.7551040037,3221871.3801566465,-10.91845961630739
2024-07-30,RS_LEADER,2861685.994355713,BULL,8,1284322.3529677733,3221871.3801566465,-11.179384379503734
2024-07-31,RS_LEADER,2861824.3858809816,BULL,8,1284322.3529677733,3221871.3801566465,-11.17508900240951
2024-08-01,RS_LEADER,2854809.9548189696,BULL,7,1571136.6842958983,3221871.3801566465,-11.39280194729035
2024-08-02,RS_LEADER,2836435.2152407225,BULL,7,1571136.6842958983,3221871.3801566465,-11.96311458271758
2024-08-05,RS_LEADER,2774758.088973022,BULL,10,710142.8862142332,3221871.3801566465,-13.877440730172347
2024-08-06,RS_LEADER,2760261.024362579,BULL,8,1050602.9311008605,3221871.3801566465,-14.327398624200328
2024-08-07,RS_LEADER,2802750.7548618466,BULL,8,1050602.9311008605,3221871.3801566465,-13.00860822303907
2024-08-08,RS_LEADER,2807195.69458963,BULL,8,1050602.9311008605,3221871.3801566465,-12.870646796175187
2024-08-09,RS_LEADER,2821566.962442413,BULL,8,1050602.9311008605,3221871.3801566465,-12.42459336457965
2024-08-12,RS_LEADER,2825073.8952121884,BULL,8,1050602.9311008605,3221871.3801566465,-12.315745668443348
2024-08-13,RS_LEADER,2807509.7078647763,BULL,8,1050602.9311008605,3221871.3801566465,-12.860900495404756
2024-08-14,RS_LEADER,2802110.0569553524,BULL,8,1050602.9311008605,3221871.3801566465,-13.028494116387893
2024-08-16,RS_LEADER,2834688.587503448,BULL,8,1050602.9311008605,3221871.3801566465,-12.017326173783314
2024-08-19,RS_LEADER,2850617.6408481747,BULL,8,1050602.9311008605,3221871.3801566465,-11.522922410714656
2024-08-20,RS_LEADER,2849920.5621408997,BULL,10,464861.95313211053,3221871.3801566465,-11.544558243590178
2024-08-21,RS_LEADER,2848126.7758249817,BULL,10,464861.95313211053,3221871.3801566465,-11.600233536122518
2024-08-22,RS_LEADER,2866999.203467804,BULL,10,464861.95313211053,3221871.3801566465,-11.014473727116588
2024-08-23,RS_LEADER,2910532.0610117493,BULL,10,464861.95313211053,3221871.3801566465,-9.663306892460739
2024-08-26,RS_LEADER,2877230.508155304,BULL,10,464861.95313211053,3221871.3801566465,-10.696915901856583
2024-08-27,RS_LEADER,2873110.6948313294,BULL,10,464861.95313211053,3221871.3801566465,-10.824786100193746
2024-08-28,RS_LEADER,2906831.5124582825,BULL,10,464861.95313211053,3221871.3801566465,-9.778164008615601
2024-08-29,RS_LEADER,2861290.408084198,BULL,9,785911.1535675963,3221871.3801566465,-11.191662531696632
2024-08-30,RS_LEADER,2887947.485415741,BULL,9,785911.1535675963,3221871.3801566465,-10.3642838381919
2024-09-02,RS_LEADER,2865530.620089813,BULL,9,785911.1535675963,3221871.3801566465,-11.060055415666785
2024-09-03,RS_LEADER,2876057.4538434753,BULL,10,391657.07231271354,3221871.3801566465,-10.733324999968117
2024-09-04,RS_LEADER,2875954.255492035,BULL,9,716137.2218006286,3221871.3801566465,-10.736528056181847
2024-09-05,RS_LEADER,2876299.2469526064,BULL,8,876547.7271161804,3221871.3801566465,-10.725820258760251
2024-09-06,RS_LEADER,2846474.103519989,BULL,8,876547.7271161804,3221871.3801566465,-11.651528951425913
2024-09-09,RS_LEADER,2824443.30801828,BULL,8,876547.7271161804,3221871.3801566465,-12.335317746887942
2024-09-10,RS_LEADER,2855395.2448468935,BULL,8,876547.7271161804,3221871.3801566465,-11.374635796042703
2024-09-11,RS_LEADER,2828207.479099823,BULL,8,876547.7271161804,3221871.3801566465,-12.218485923472324
2024-09-12,RS_LEADER,2802973.9862931212,BULL,7,1119184.6429703673,3221871.3801566465,-13.001679596631153
2024-09-13,RS_LEADER,2805750.121973663,BULL,6,1371066.0570017393,3221871.3801566465,-12.91551427986401
2024-09-16,RS_LEADER,2817139.9673410947,BULL,6,1371066.0570017393,3221871.3801566465,-12.561997828599658
2024-09-17,RS_LEADER,2850747.4009037167,BULL,10,560092.2622623595,3221871.3801566465,-11.518894935988595
2024-09-18,RS_LEADER,2862696.336295563,BULL,9,914630.8522257383,3221871.3801566465,-11.148025525575783
2024-09-19,RS_LEADER,2810939.214530426,BULL,9,914630.8522257383,3221871.3801566465,-12.75445594002083
2024-09-20,RS_LEADER,2815511.1644510804,BULL,9,914630.8522257383,3221871.3801566465,-12.612552388289597
2024-09-23,RS_LEADER,2835345.0528788147,BULL,9,914630.8522257383,3221871.3801566465,-11.99695089190801
2024-09-24,RS_LEADER,2846671.2419352112,BULL,9,914630.8522257383,3221871.3801566465,-11.645410196455238
2024-09-25,RS_LEADER,2854591.021166778,BULL,8,1201665.2635373839,3221871.3801566465,-11.399597179823214
2024-09-26,RS_LEADER,2843460.2524778135,BULL,7,1331423.2135373838,3221871.3801566465,-11.745072444835918
2024-09-27,RS_LEADER,2859701.04611795,BULL,7,1331423.2135373838,3221871.3801566465,-11.240992929428725
2024-09-30,RS_LEADER,2834071.116369415,BULL,7,1331423.2135373838,3221871.3801566465,-12.036491157768586
2024-10-01,RS_LEADER,2828351.700384708,BULL,10,559330.3196969946,3221871.3801566465,-12.21400960310233
2024-10-03,RS_LEADER,2804662.1159122046,MILD_BULL,9,747097.9522311743,3221871.3801566465,-12.949283662098182
2024-10-04,RS_LEADER,2760889.299853092,SIDEWAYS,9,747097.9522311743,3221871.3801566465,-14.307898296087213
2024-10-07,RS_LEADER,2644592.8141624797,SIDEWAYS,5,1560903.8791725503,3221871.3801566465,-17.91749259606073
2024-10-08,RS_LEADER,2668444.301630913,SIDEWAYS,4,1858965.7777051316,3221871.3801566465,-17.1771934141836
2024-10-09,RS_LEADER,2679748.4432324753,SIDEWAYS,4,1858965.7777051316,3221871.3801566465,-16.82633702459635
2024-10-10,RS_LEADER,2681495.772334038,SIDEWAYS,4,1858965.7777051316,3221871.3801566465,-16.772103664682472
2024-10-11,RS_LEADER,2691271.078242241,SIDEWAYS,4,1858965.7777051316,3221871.3801566465,-16.46869906670849
2024-10-14,RS_LEADER,2697420.024775444,MILD_BULL,4,1858965.7777051316,3221871.3801566465,-16.27784891138962
2024-10-15,RS_LEADER,2706885.5643262253,SIDEWAYS,4,1858965.7777051316,3221871.3801566465,-15.984058798938856
2024-10-16,RS_LEADER,2703058.9359531174,SIDEWAYS,10,738064.8978061448,3221871.3801566465,-16.102829163164934
2024-10-17,RS_LEADER,2637442.301004387,SIDEWAYS,10,738064.8978061448,3221871.3801566465,-18.139429238290845
2024-10-18,RS_LEADER,2655526.8729379806,SIDEWAYS,9,962106.9956186448,3221871.3801566465,-17.578122786240165
2024-10-21,RS_LEADER,2606682.3913095626,SIDEWAYS,9,962106.9956186448,3221871.3801566465,-19.094151077414317
2024-10-22,RS_LEADER,2528268.868794304,SIDEWAYS,7,1235362.343037468,3221871.3801566465,-21.52793918572317
2024-10-23,RS_LEADER,2562620.2428177414,SIDEWAYS,7,1235362.343037468,3221871.3801566465,-20.461745971586627
