date,ret,Strategy,Window
2016-08-31,31.484628961745354,DNA3-V2.1,6-Month
2016-09-30,24.30748825929603,DNA3-V2.1,6-Month
2016-10-28,31.031536458366983,DNA3-V2.1,6-Month
2016-11-30,20.103964545683727,DNA3-V2.1,6-Month
2016-12-30,9.494032475713322,DNA3-V2.1,6-Month
2017-01-31,14.431643133895133,DNA3-V2.1,6-Month
2017-02-28,9.180345191212114,DNA3-V2.1,6-Month
2017-03-31,11.717010685706764,DNA3-V2.1,6-Month
2017-04-28,5.960689984535361,DNA3-V2.1,6-Month
2017-05-31,14.644983933681077,DNA3-V2.1,6-Month
2017-06-30,19.2695365018011,DNA3-V2.1,6-Month
2017-07-31,14.34944326519918,DNA3-V2.1,6-Month
2017-08-31,22.536578590067812,DNA3-V2.1,6-Month
2017-09-29,30.49909248389644,DNA3-V2.1,6-Month
2017-10-31,39.85009298025566,DNA3-V2.1,6-Month
2017-11-30,43.2778522295425,DNA3-V2.1,6-Month
2017-12-29,52.13210862842441,DNA3-V2.1,6-Month
2018-01-31,49.40733829797139,DNA3-V2.1,6-Month
2018-02-28,40.93264930991036,DNA3-V2.1,6-Month
2018-03-28,13.298981430088187,DNA3-V2.1,6-Month
2018-04-30,16.387342243317683,DNA3-V2.1,6-Month
2018-05-31,10.172601275062032,DNA3-V2.1,6-Month
2018-06-29,-2.0468797967547636,DNA3-V2.1,6-Month
2018-07-31,-1.6859644795817919,DNA3-V2.1,6-Month
2018-08-31,5.973305858648947,DNA3-V2.1,6-Month
2018-09-28,4.514939506816251,DNA3-V2.1,6-Month
2018-10-31,0.3175476097234009,DNA3-V2.1,6-Month
2018-11-30,7.4927676278500055,DNA3-V2.1,6-Month
2018-12-31,7.685823922739066,DNA3-V2.1,6-Month
2019-01-31,-4.251370102565788,DNA3-V2.1,6-Month
2019-02-28,-11.793470772048176,DNA3-V2.1,6-Month
2019-03-28,7.910000146133034,DNA3-V2.1,6-Month
2019-04-30,-4.7618543728708325,DNA3-V2.1,6-Month
2019-05-31,-10.956642214340839,DNA3-V2.1,6-Month
2019-06-28,-10.517627713046274,DNA3-V2.1,6-Month
2019-07-31,-10.262260553280967,DNA3-V2.1,6-Month
2019-08-30,-7.185664222319488,DNA3-V2.1,6-Month
2019-09-30,-9.292345825632209,DNA3-V2.1,6-Month
2019-10-31,4.137493646809398,DNA3-V2.1,6-Month
2019-11-29,12.37651563143225,DNA3-V2.1,6-Month
2019-12-31,21.948102232556742,DNA3-V2.1,6-Month
2020-01-31,43.35137981192971,DNA3-V2.1,6-Month
2020-02-28,68.04406659899263,DNA3-V2.1,6-Month
2020-03-31,41.0179089855651,DNA3-V2.1,6-Month
2020-04-30,30.631801737443975,DNA3-V2.1,6-Month
2020-05-29,54.59731425990893,DNA3-V2.1,6-Month
2020-06-30,142.0533449903866,DNA3-V2.1,6-Month
2020-07-31,115.61659138156442,DNA3-V2.1,6-Month
2020-08-31,84.11861837783547,DNA3-V2.1,6-Month
2020-09-30,107.1299835788297,DNA3-V2.1,6-Month
2020-10-30,118.56433908090911,DNA3-V2.1,6-Month
2020-11-27,106.08715588471438,DNA3-V2.1,6-Month
2020-12-31,28.31303980187807,DNA3-V2.1,6-Month
2021-01-29,56.93349101975657,DNA3-V2.1,6-Month
2021-02-26,82.04302838355598,DNA3-V2.1,6-Month
2021-03-31,76.19635838209066,DNA3-V2.1,6-Month
2021-04-30,68.01503863669825,DNA3-V2.1,6-Month
2021-05-31,49.38200324517392,DNA3-V2.1,6-Month
2021-06-30,60.320451729147926,DNA3-V2.1,6-Month
2021-07-30,40.4636105221381,DNA3-V2.1,6-Month
2021-08-31,10.44377849686966,DNA3-V2.1,6-Month
2021-09-30,31.459330363295535,DNA3-V2.1,6-Month
2021-10-29,26.24154369759697,DNA3-V2.1,6-Month
2021-11-30,25.914165011853218,DNA3-V2.1,6-Month
2021-12-31,19.027645941938953,DNA3-V2.1,6-Month
2022-01-31,25.63154587799199,DNA3-V2.1,6-Month
2022-02-28,27.23383630219327,DNA3-V2.1,6-Month
2022-03-31,27.86944897817809,DNA3-V2.1,6-Month
2022-04-29,48.218794905163584,DNA3-V2.1,6-Month
2022-05-31,43.86983287168273,DNA3-V2.1,6-Month
2022-06-30,36.318816487433516,DNA3-V2.1,6-Month
2022-07-29,34.94648644717719,DNA3-V2.1,6-Month
2022-08-30,49.86185135352051,DNA3-V2.1,6-Month
2022-09-30,23.701576289865912,DNA3-V2.1,6-Month
2022-10-31,16.942145064119952,DNA3-V2.1,6-Month
2022-11-30,16.284027487110087,DNA3-V2.1,6-Month
2022-12-30,7.413817560871094,DNA3-V2.1,6-Month
2023-01-31,-3.4530817426678517,DNA3-V2.1,6-Month
2023-02-28,-18.05542059433173,DNA3-V2.1,6-Month
2023-03-31,-11.195365128307222,DNA3-V2.1,6-Month
2023-04-28,-14.001077214489644,DNA3-V2.1,6-Month
2023-05-31,-10.913728070146778,DNA3-V2.1,6-Month
2023-06-30,6.624988736177606,DNA3-V2.1,6-Month
2023-07-31,19.65633893396226,DNA3-V2.1,6-Month
2023-08-31,46.81696122331387,DNA3-V2.1,6-Month
2023-09-29,43.88653211325511,DNA3-V2.1,6-Month
2023-10-31,39.68634859654867,DNA3-V2.1,6-Month
2023-11-30,49.496527951431624,DNA3-V2.1,6-Month
