trend_score,ret_1m,ret_3m,ret_6m,vol_ratio,volatility,pct_from_high,pct_from_low,regime,rs_3m,ticker,sector,start_date,forward_return,outcome
100,0.20574354922662316,13.239648077346367,0.12108604445626811,1.0150379251634258,27.63581614963966,-6.930536932915496,35.194646393076,Strong_Bull,5.353113999545844,DIVISLAB,Pharma,2016-07-04,-35.84846847500821,LOSER
100,20.0151028311026,33.8105222905403,39.3965477491885,1.1054199199764076,56.67064474034714,-1.4268009276056617,123.49689494936452,Strong_Bull,25.923988212739776,DLF,Realty,2016-07-04,-20.39018099403468,LOSER
100,12.377427598230843,15.524899999473291,40.07621969526422,1.1538420730323773,26.88963554469219,-4.614219587082875,45.07458127298819,Strong_Bull,8.763693493690697,DIVISLAB,Pharma,2016-09-01,-41.233834133817226,LOSER
100,3.220966421370118,9.456472677716125,10.856646314335546,1.249911540485457,32.18689191203452,-25.085942326766407,19.293692247017056,Mild_Bull,11.23397808591778,DRREDDY,Pharma,2016-11-03,-20.88065094078425,LOSER
75,-3.0889371804695447,7.172337947772419,21.10272239174003,0.9624540003671149,23.339087494821005,-8.826728815750426,38.66767229963786,Mild_Bull,8.949843355974075,DIVISLAB,Pharma,2016-11-03,-49.82336211642349,LOSER
75,-11.574697660651623,-2.3421097404041133,-4.139697694524657,0.9475481386156218,33.78033942335526,-14.044682755246843,32.30200870764699,Mild_Bull,-0.5646043322024579,AUROPHARMA,Pharma,2016-11-03,-22.60898585428821,LOSER
75,-0.1443843181440858,1.270166710804354,-3.312339223683537,0.6368708016938391,31.845168148192588,-21.882199678799214,16.682361715433554,Strong_Bear,5.989505518457489,LUPIN,Pharma,2016-12-30,-27.09908895541507,LOSER
90,3.2741882519822516,14.456270474214678,-0.036266744990007024,0.5172547885687461,28.074583492490273,-11.202434072643685,22.930384716550726,Strong_Bear,19.175609281867814,TECHM,IT_Services,2016-12-30,-22.85744463684341,LOSER
75,5.312179636709894,-4.339229163469319,-11.121955464068932,1.1097568231098727,26.023149470387843,-24.328288494975443,18.72702855510276,Strong_Bull,-12.304450263536193,SUNPHARMA,Pharma,2017-02-28,-28.394711492379717,LOSER
50,-5.538502582329572,-10.852699641929298,-6.568186623200728,1.5270951406904234,24.492191866552005,-22.762430428609022,1.8221243735386337,Strong_Bull,-18.817920741996172,DRREDDY,Pharma,2017-02-28,-21.609852069543646,LOSER
60,-1.707019662066303,-2.043389852645316,-3.1567343562043435,1.4957321273796642,29.37972183861034,-21.016364509979336,15.674010442951941,Strong_Bull,-10.00861095271219,LUPIN,Pharma,2017-02-28,-32.01776472459686,LOSER
90,2.287878514058817,4.309803476786338,-2.8373063888907146,1.2569540804406973,23.29242563202533,-8.015423381641698,20.313444994426753,Strong_Bull,-3.6554176232805347,COALINDIA,Metals,2017-02-28,-21.190311530474094,LOSER
50,-7.976068812997028,-11.907192015943593,-11.208778455117175,0.9845248232117922,25.681891075051556,-23.52283939722208,1.4901057967432427,Strong_Bull,-20.05923414999956,LUPIN,Pharma,2017-04-28,-22.677866600338074,LOSER
60,-12.457812011473639,-5.3417434448916055,-0.2796327480711732,1.2225110732013547,38.20619350241948,-23.223897783377385,27.366061405381327,Strong_Bull,-8.945939138784716,PNB,Banking,2017-08-23,-21.486148392686935,LOSER
75,0.7812352248409872,-8.53883916427535,-25.751355997645696,0.8319043020356615,25.46908227270963,-33.57209405665089,13.176390287567873,Strong_Bull,-11.257879121664221,LUPIN,Pharma,2017-10-23,-23.665076738383664,LOSER
100,5.785474172182776,6.686543135437577,36.71567148392542,1.3127674419603392,33.41892921961496,-1.8801382947284715,104.29922356139774,Strong_Bull,3.9675031780487062,FEDERALBNK,Banking,2017-10-23,-22.475054304033485,LOSER
50,-7.616351142893957,-17.21958272354211,-15.429302706844364,0.7890538098874976,36.07546301543756,-29.494076359646954,16.964283684045643,Strong_Bull,-19.938622680930983,PNB,Banking,2017-10-23,-30.53435943427279,LOSER
100,1.875636439665071,12.48597890758751,6.877271094740868,0.8805782773227314,26.640006741233297,-3.7258692513226825,61.42471202396176,Strong_Bull,9.76693895019864,BEL,Industrials,2017-10-23,-24.043619026759625,LOSER
100,3.053533122418507,9.4509385288025,7.295416665600898,0.929623532066385,26.371097585334386,-6.372436994012777,34.50147705163738,Strong_Bull,6.731898571413629,BPCL,Energy,2017-10-23,-22.169307107512097,LOSER
60,-4.629637511547744,-9.193950317265594,-8.579080555502154,0.7877557949618993,30.325220534238827,-15.27614599072385,76.4068690110516,Strong_Bull,-11.570880708886648,FEDERALBNK,Banking,2017-12-18,-23.347215821058796,LOSER
90,-8.159398225414451,17.19127519136021,1.5329099012320742,0.6784674216667095,44.087563249886195,-18.025648169486196,26.89138957581064,Strong_Bull,14.814344799739155,BANKBARODA,Banking,2017-12-18,-28.27626908939202,LOSER
100,-4.539385824345741,24.21819840786045,21.392195594722907,0.6229740777687297,57.9668876145911,-22.76949573663427,59.59819587943906,Strong_Bull,21.841268016239397,PNB,Banking,2017-12-18,-54.18181318028209,LOSER
85,-1.7521372029336995,-4.593956888487908,27.490727849718827,1.1211330795874332,32.412350736138315,-10.969949245014407,61.052765664460104,Strong_Bull,-6.970887280108961,VEDL,Metals,2017-12-18,-20.398357328318852,LOSER
100,7.559394996370792,16.153098785973064,38.60277270614926,0.9218948931887017,23.359512853743873,-1.083005912572962,121.43887184914202,Strong_Bull,13.77616839435201,TVSMOTOR,Auto,2017-12-18,-23.452436195670035,LOSER
50,-0.5726087871308264,-8.84935978940287,-7.903025537499203,0.6835727807048395,25.26581854197973,-21.724300623975275,11.471564494157938,Strong_Bull,-11.226290181023924,CUMMINSIND,Industrials,2017-12-18,-20.891626160388356,LOSER
