start_date,regime,portfolio_return,nifty_return,hit_target,best_sector
2016-06-10,Strong_Bull,-0.058630954701212844,-0.003745339392844793,False,Consumer
2016-07-11,Strong_Bull,-0.06829879156056415,-0.007977276318080803,False,Consumer
2016-08-08,Strong_Bull,-0.03541744398569172,0.01075610548469568,False,Consumer
2016-09-08,Strong_Bull,-0.049987559896132266,0.014777973156939402,False,Consumer
2016-10-07,Mild_Bull,0.006354046800892379,0.052106352978585374,False,IT_Services
2016-11-09,Mild_Bull,0.14624309761523252,0.12018505581416034,False,IT_Services
2016-12-08,Mild_Bull,0.16523614172029835,0.1660695715480367,False,Industrials
2017-01-05,Recovery,0.1612064134821277,0.18277575427232826,False,Pharma
2017-02-03,Recovery,0.061604287939675345,0.1415863929803291,False,IT_Services
2017-03-06,Strong_Bull,0.14061765495779618,0.1078212266765215,False,Consumer
2017-04-05,Strong_Bull,0.13930135477551925,0.0771223104387514,False,Consumer
2017-05-05,Strong_Bull,0.2342751310780285,0.12562868453758655,True,Consumer
2017-06-02,Strong_Bull,0.10756227418955666,0.04912725954317087,False,Consumer
2017-07-03,Strong_Bull,0.20891786872335852,0.08613626576313052,True,Consumer
2017-07-31,Strong_Bull,0.16844937369885435,0.0932610391561157,False,Consumer
2017-08-30,Strong_Bull,0.08957575050626518,0.0479997976609687,False,Consumer
2017-09-27,Mild_Bull,0.019007808676494726,0.04033077992193719,False,Pharma
2017-10-27,Strong_Bull,0.15481960711269407,0.03454411173872032,False,Consumer
2017-11-24,Strong_Bull,0.15831677893819268,0.03334554306666204,False,Consumer
2017-12-22,Strong_Bull,0.11523996154414921,0.009158449382921948,False,Consumer
2018-01-23,Strong_Bull,0.06039087069889724,0.007542572236874091,False,IT_Services
2018-02-22,Mild_Bull,0.06318318980490348,0.1260991818478097,False,Pharma
2018-03-23,Mild_Bull,0.07340319001929291,0.10559559320308853,False,Pharma
2018-04-24,Strong_Bull,0.03195454280780937,-0.055052794648753615,False,Consumer
2018-05-23,Mild_Bull,0.1110250266887411,0.02447185468937459,False,Pharma
2018-06-20,Strong_Bull,0.065461421926073,-0.003917564073472481,False,IT_Services
2018-07-18,Strong_Bull,0.04100061798528193,-0.011898454826631244,False,IT_Services
2018-08-16,Strong_Bull,-0.039397364721891856,-0.052120932647846924,False,Consumer
2018-09-17,Strong_Bull,-0.0479540189095584,0.009272483575399355,False,Pharma
2018-10-17,Mild_Bull,0.02334180380146033,0.12451873953129147,False,Auto
2018-12-17,Recovery,0.025218496310898914,0.08809417677832618,False,Metals
2019-01-16,Recovery,-0.01941628595237218,0.034985262741435874,False,Metals
2019-03-15,Strong_Bull,0.04630809826134258,0.014120303622892013,False,IT_Services
2019-04-16,Strong_Bull,0.0719495066947243,-0.017243353419979814,False,Consumer
2019-05-20,Strong_Bull,0.05784685073529777,0.017707623301206857,False,Consumer
2019-06-18,Strong_Bull,0.07275556494611404,0.044737613196553054,False,Consumer
2019-07-16,Mild_Bull,0.0444605168051798,0.03809620463115686,False,Auto
2019-08-14,Mild_Bull,0.08192979724209745,0.09941610252285572,False,Pharma
2019-10-16,Recovery,-0.07210530695205601,-0.18755230367890788,False,Pharma
2019-11-18,Strong_Bull,-0.014557751018661042,-0.23940847322142286,False,Consumer
2019-12-16,Strong_Bull,-0.07111773442484656,-0.14457916050438924,False,Banking
2020-01-14,Strong_Bull,0.12215753058722356,-0.10840212828901505,False,Consumer
2020-02-11,Mild_Bull,0.11598295572170339,-0.07109414130269089,False,Pharma
2020-03-12,Mild_Bull,0.3821083379751212,0.19289576687670068,True,Pharma
2020-06-12,Recovery,0.27030476273382137,0.3514924722759431,True,Industrials
2020-07-10,Recovery,0.18474800746002654,0.3323907541507115,False,Energy
2020-08-07,Recovery,0.35015823200224516,0.34793407091602707,True,Energy
2020-09-04,Strong_Bull,0.23117193614325598,0.31960461015304165,True,Pharma
2020-10-05,Strong_Bull,0.09931063970391357,0.2929972842488983,False,Consumer
2020-11-02,Strong_Bull,0.22189421055115993,0.2805002171691685,True,IT_Services
2020-12-02,Strong_Bull,0.2284954633425332,0.20027449123057858,True,Consumer
2020-12-31,Strong_Bull,0.09678698259843685,0.1313497952688326,False,Consumer
2021-02-26,Strong_Bull,0.2794046227681856,0.18617743827233102,True,Banking
2021-03-30,Strong_Bull,0.23749062292084755,0.1809992012568331,True,Consumer
2021-04-30,Mild_Bull,0.17564495509805433,0.225447906809166,False,Consumer
2021-05-31,Strong_Bull,0.07823644139942684,0.10165699398005375,False,Consumer
2021-06-28,Strong_Bull,0.08067934184425084,0.08845563917026614,False,Consumer
2021-07-27,Strong_Bull,0.025994701682459848,0.08660365850066033,False,Consumer
2021-08-25,Strong_Bull,-0.026178369164320953,-0.023246668023178745,False,Consumer
2021-09-23,Strong_Bull,-0.02151905676425244,-0.03371772041620322,False,Consumer
2021-10-22,Strong_Bull,-0.04539775365482575,-0.05942621691461913,False,IT_Services
2021-11-23,Mild_Bull,-0.08378488816344866,-0.07616823342407117,False,Pharma
2021-12-21,Mild_Bull,0.023100271170638186,-0.07239938625835961,False,Pharma
2022-01-18,Strong_Bull,-0.11436069662608009,-0.08324388858948173,False,IT_Services
2022-02-16,Mild_Bull,0.01300553658690833,0.009727402269892566,False,Consumer
2022-03-17,Strong_Bull,0.006619796838345968,0.030612463944629797,False,Consumer
2022-08-11,Recovery,0.13091852218117608,0.006336734278554844,False,Energy
2022-09-12,Strong_Bull,-0.015295516909144949,-0.049789887439427465,False,Consumer
2022-10-11,Mild_Bull,0.012125005177781135,0.042588198277331304,False,IT_Services
2022-11-10,Strong_Bull,0.029078553503202032,0.014327597455288688,False,Consumer
2022-12-08,Strong_Bull,0.05594261513075349,0.005739092633102879,False,Consumer
2023-01-05,Mild_Bull,0.26570371744845794,0.07737543097407604,True,IT_Services
2023-02-03,Mild_Bull,0.42022287805871705,0.09961324865658769,True,Pharma
2023-03-03,Mild_Bull,0.1844593751633132,0.12121511844567465,False,Pharma
2023-04-05,Strong_Bull,0.15304796047479885,0.11136829599041517,False,IT_Services
2023-05-08,Recovery,0.14256317840245722,0.06254236677330698,False,IT_Services
2023-06-05,Strong_Bull,0.27895783844231475,0.124089461285449,True,Consumer
2023-07-04,Strong_Bull,0.26293176955572983,0.11974835119139718,True,Consumer
2023-08-01,Strong_Bull,0.1874706457477739,0.11127493646310248,False,Consumer
2023-09-28,Mild_Bull,0.14327394798773097,0.1531559740849843,False,Banking
2023-10-30,Mild_Bull,0.317725060303097,0.16517507248110003,True,Banking
2023-11-29,Strong_Bull,0.21259014886671324,0.13558516536194953,True,Pharma
2023-12-28,Strong_Bull,0.16175274311448448,0.11686420594090377,False,Consumer
2024-01-29,Strong_Bull,0.1929900651287498,0.10663550905594434,False,Pharma
2024-02-26,Strong_Bull,0.20363889551768785,0.1427443983087435,True,IT_Services
2024-03-27,Strong_Bull,0.23226976777842206,0.16603272674913344,True,Pharma
2024-04-29,Strong_Bull,0.1692285461146475,0.07496441300630763,False,Pharma
2024-05-29,Strong_Bull,0.10295666503653593,0.0628240161599256,False,Pharma
2024-06-27,Strong_Bull,0.07880195323957642,-0.016619169014743498,False,Consumer
2024-07-26,Strong_Bull,-0.05239013353468027,-0.08076148035109748,False,Consumer
2024-08-26,Strong_Bull,-0.12471736964903182,-0.0885504247535049,False,Consumer
2024-09-23,Strong_Bull,-0.1492074442037407,-0.08752827579435386,False,Consumer
2024-10-22,Mild_Bull,-0.3482559707264973,-0.005867890849871685,False,Banking
2024-11-21,Mild_Bull,0.0839166381126052,0.06322505892649267,False,Energy
2024-12-19,Mild_Bull,0.04562634192449698,0.04561890914902795,False,Consumer
2025-04-17,Recovery,0.07293152068078029,0.07790652589308343,False,IT_Services
2025-05-19,Recovery,0.013014782435481183,0.03866843824062975,False,Energy
2025-06-16,Strong_Bull,0.059210866494494585,0.03662235621730503,False,Banking
2025-07-14,Strong_Bull,0.03206514044122842,0.023255395635835716,False,Consumer
