Year,V2.1_Delta,V3.1_Delta
2017,18.419219407479705,-3.569698879034803
2018,1.667864585969843,-7.4805248844415715
2019,5.553639933319868,-0.08975671010625026
2020,24.609438151912883,-12.430637086347799
2021,23.520034505649054,7.599183627278353
2022,13.187985685355095,14.485894582870465
2023,7.006629221866994,2.364388878579037
2024,5.056588152821852,1.378391402652759
2025,-1.8629227248560534,0.4752198193055664
2026,-4.2618636543230615,-2.2174970028183143
