trend_score,ret_1m,ret_3m,ret_6m,vol_ratio,volatility,pct_from_high,pct_from_low,regime,rs_3m,ticker,sector,start_date,forward_return,outcome
100,2.5265050486416962,51.35163067487262,45.25968273950559,0.7918494694483861,27.69602988969055,-2.6601222448773125,90.38465816669792,Strong_Bull,43.46509659707209,BIOCON,Pharma,2016-07-04,36.11092351442636,WINNER
100,-1.9535057090246197,3.402545977676329,27.501946236847868,0.9228393873398986,44.48749687119011,-9.00974141388385,65.873839646647,Strong_Bull,-4.4839881001241935,TATASTEEL,Metals,2016-07-04,30.26672230394709,WINNER
100,17.87553183345785,41.35803449248796,48.613571993015505,0.950038099271073,47.32009438646587,-0.6311661157852538,114.20067452840459,Strong_Bull,33.47150041468744,HINDALCO,Metals,2016-07-04,26.24944249775466,WINNER
100,30.494117867268645,52.950913366520226,53.3738831341499,0.9810853451397854,61.47417546031176,-20.21042046757653,138.43508620470936,Strong_Bull,45.06437928871971,VEDL,Metals,2016-07-04,69.11556607906196,MEGA_WINNER
100,4.822618583033042,-3.667851694182693,23.762652651865594,0.9215019955863872,35.3438014354838,-9.694364914023655,47.97177232405526,Strong_Bull,-11.554385771983215,NMDC,Metals,2016-07-04,43.94500152669363,MEGA_WINNER
100,2.7611123234802486,8.629397161785047,10.630431411265926,1.0095708555451508,38.00103420941417,-11.203333095428182,60.050479163653094,Strong_Bull,0.742863083984524,NATIONALUM,Metals,2016-07-04,55.22045026772015,MEGA_WINNER
90,0.767729957788474,13.318404743850307,-9.696140811270826,0.8250396065595968,27.22144965570668,-12.864324413656325,30.706931528712296,Strong_Bull,5.431870666049784,MARUTI,Auto,2016-07-04,36.51475776417252,WINNER
100,6.3772161738532525,-3.3143175012137505,9.166843616938053,0.7018724592836951,34.02759972820847,-7.994721248061863,57.39577055880828,Strong_Bull,-11.200851579014273,TVSMOTOR,Auto,2016-07-04,23.071956380641556,WINNER
100,0.1626069361188161,7.163796971939547,5.608914374730021,1.0639052415064898,22.503613098848696,-9.57425090365397,24.555251130717355,Strong_Bull,-0.7227371058609755,BALKRISIND,Auto,2016-07-04,61.359764401885386,MEGA_WINNER
90,10.080646143934471,11.939212334267731,-3.664036757901871,0.9063446391544947,33.035042681570125,-25.788223837527557,24.043783032520487,Strong_Bull,4.052678256467209,ONGC,Energy,2016-07-04,31.874550425814856,WINNER
100,14.941426327540338,19.73601450427266,13.846990010786397,1.1054870680905053,28.36718799698108,-0.8557570993253262,41.458810175154056,Strong_Bull,11.849480426472137,IOC,Energy,2016-07-04,44.73278892960026,MEGA_WINNER
75,4.688254914218525,-12.079987656699169,-17.893303680787678,0.6077488546111629,39.834281958966365,-42.8451664733081,26.642803955911127,Strong_Bull,-19.966521734499693,ADANIPORTS,Infra,2016-07-04,33.50528494046481,WINNER
100,12.520208835008582,38.06002456964504,52.23916619629557,0.7791524855244197,35.31261552882362,-1.415428136450507,70.27958958116501,Strong_Bull,31.29881806386244,FEDERALBNK,Banking,2016-09-01,21.03374403897461,WINNER
90,4.622253231310285,13.141480605339027,53.76975973959791,0.8333639769832026,43.88108950108086,-5.080443784637547,91.80796275985101,Strong_Bull,6.380274099556432,TATASTEEL,Metals,2016-09-01,26.121207435308275,WINNER
100,16.06485765167733,49.21840089644737,129.09093188330948,0.9371805869932501,46.58904239161819,-4.3715840124983885,167.85715900403238,Strong_Bull,42.457194390664775,HINDALCO,Metals,2016-09-01,21.534757425895908,WINNER
90,8.269714285385684,62.63732692178328,141.0764446994642,0.6279380758408194,60.49106057396463,-5.78466274544137,192.6912898639062,Strong_Bull,55.87612041600068,VEDL,Metals,2016-09-01,49.40759211834839,MEGA_WINNER
100,4.6554705150076074,38.08353344382579,57.86515376525411,0.9394083826605484,60.589950402001534,-14.111065229622591,75.25986961116662,Strong_Bull,31.322326938043197,JINDALSTEL,Metals,2016-09-01,45.077118869011365,MEGA_WINNER
100,6.450014100809909,18.080973851294914,33.40768754880143,0.8961520175935027,35.24756708904346,-4.099092385838327,66.59540745906018,Strong_Bull,11.31976734551232,NMDC,Metals,2016-09-01,32.40957900639401,WINNER
90,-1.481463411807569,10.177530850251376,46.10714521011495,0.5932513889629696,39.3387472036072,-9.347612553846082,74.07363747649597,Strong_Bull,3.416324344468782,NATIONALUM,Metals,2016-09-01,61.27900345359861,MEGA_WINNER
