date,ret,Strategy,Window
2016-05-31,10.919021116233951,DNA3-V2.1,3-Month
2016-06-30,12.079822401839579,DNA3-V2.1,3-Month
2016-07-29,15.18767272687227,DNA3-V2.1,3-Month
2016-08-31,18.54110110110001,DNA3-V2.1,3-Month
2016-09-30,10.909783398493111,DNA3-V2.1,3-Month
2016-10-28,13.754825804201243,DNA3-V2.1,3-Month
2016-11-30,1.3184148198950751,DNA3-V2.1,3-Month
2016-12-30,-1.276488763568373,DNA3-V2.1,3-Month
2017-01-31,0.5949790041073433,DNA3-V2.1,3-Month
2017-02-28,7.7596263081025185,DNA3-V2.1,3-Month
2017-03-31,13.161504576308246,DNA3-V2.1,3-Month
2017-04-28,5.33397494939476,DNA3-V2.1,3-Month
2017-05-31,6.389552248345942,DNA3-V2.1,3-Month
2017-06-30,5.397623466002965,DNA3-V2.1,3-Month
2017-07-31,8.55893677242856,DNA3-V2.1,3-Month
2017-08-31,15.177266940676425,DNA3-V2.1,3-Month
2017-09-29,23.815972497700756,DNA3-V2.1,3-Month
2017-10-31,28.82411815935757,DNA3-V2.1,3-Month
2017-11-30,24.39768370553508,DNA3-V2.1,3-Month
2017-12-29,22.86953416389754,DNA3-V2.1,3-Month
2018-01-31,15.977769095342875,DNA3-V2.1,3-Month
2018-02-28,13.292020487709099,DNA3-V2.1,3-Month
2018-03-28,-7.7891991688053945,DNA3-V2.1,3-Month
2018-04-30,0.35314797928049924,DNA3-V2.1,3-Month
2018-05-31,-2.7534324122902243,DNA3-V2.1,3-Month
2018-06-29,6.227382606255416,DNA3-V2.1,3-Month
2018-07-31,-2.031936715411553,DNA3-V2.1,3-Month
2018-08-31,8.973826518934214,DNA3-V2.1,3-Month
2018-09-28,-1.612054309750366,DNA3-V2.1,3-Month
2018-10-31,2.398214526615594,DNA3-V2.1,3-Month
2018-11-30,-1.3590959759744448,DNA3-V2.1,3-Month
2018-12-31,9.450220926211372,DNA3-V2.1,3-Month
2019-01-31,-6.493848217883724,DNA3-V2.1,3-Month
2019-02-28,-10.57814189692774,DNA3-V2.1,3-Month
2019-03-28,-1.4072340531105065,DNA3-V2.1,3-Month
2019-04-30,1.8522779646078291,DNA3-V2.1,3-Month
2019-05-31,-0.42327494132007315,DNA3-V2.1,3-Month
2019-06-28,-9.240428110966493,DNA3-V2.1,3-Month
2019-07-31,-11.894224419898014,DNA3-V2.1,3-Month
2019-08-30,-6.79113445136339,DNA3-V2.1,3-Month
2019-09-30,-0.05720356937028992,DNA3-V2.1,3-Month
2019-10-31,18.195989946348146,DNA3-V2.1,3-Month
2019-11-29,20.564192011106396,DNA3-V2.1,3-Month
2019-12-31,22.017900827100554,DNA3-V2.1,3-Month
2020-01-31,21.282777763442027,DNA3-V2.1,3-Month
2020-02-28,39.38140653197622,DNA3-V2.1,3-Month
2020-03-31,15.57149240371507,DNA3-V2.1,3-Month
2020-04-30,7.708451394671156,DNA3-V2.1,3-Month
