start_date,v1_return,v2_return,nifty_return
2024-07-23,-0.06639332404549544,0.05164231512809849,-0.05407485705650415
2024-08-06,0.0010200149948953337,0.08941043164336722,-0.010557476091618933
2024-08-21,-0.10471102901139953,0.013376951120026664,-0.07367314333582867
2024-09-04,-0.09118571792921562,-0.016466583116882903,-0.11355341847847739
2024-09-18,-0.06477052694736847,-0.04429904106015348,-0.08617460406150675
2024-10-03,-0.13820950271666727,-0.12908993686255968,-0.09289667870276812
2024-10-17,0.0,0.0,-0.017006179725050412
2024-10-31,0.0,0.0,0.002827935682799975
2024-11-14,0.08888763624321157,0.08888763624321157,0.04576610570630527
2024-12-02,0.02187559283978816,0.02187559283978816,0.019560414239278068
2024-12-16,-0.10588719060785116,-0.08785652399644615,0.005067242305392559
2024-12-31,0.08588181750216106,0.06541924222602657,0.0744561147411338
2025-01-14,0.06664050574456419,0.0668472108725875,0.08350855181357236
2025-01-28,0.0,0.0,0.07889009395180172
2025-02-10,0.0,0.0,0.05344806141381039
2025-02-24,0.0,0.0,0.09185780417352432
2025-03-11,0.0,0.0,0.11429061305633989
2025-03-26,0.003526935253193314,0.006407014139675286,0.04888057786991341
2025-04-11,0.0,0.0,0.10149348686001579
2025-04-29,0.05730615688297097,0.044136908716379694,0.07059314417665609
2025-05-14,0.035592275071609766,0.012863437425848553,0.049144804608719
2025-05-28,0.03616993313667941,0.0313166885545575,0.05910936528219193
2025-06-11,0.19553609490828347,0.19803487659472616,0.030115680863478652
2025-06-25,0.23359197920265276,0.20284103760206615,0.03159273834163539
2025-07-09,0.23820384506485856,0.21208772330698908,0.008133159119803082
2025-07-23,0.2399846898653908,0.20601733543093073,-0.0017644796097823605
