ticker,sector,entry_date,exit_date,entry_price,exit_price,pnl_pct,days_held,entry_rs,entry_volatility,entry_trend_score,entry_rsi,entry_volume_ratio,entry_pe,trade_max_drawdown,trade_peak_gain,exit_reason
JINDALSTEL,Metals,2016-04-27,2016-05-06,75.729736328125,63.25602722167969,-16.471348919529703,9,12.923568555322056,72.82895432778538,82.5241863281524,72.71184480258837,1.0653832917572235,60.989235,-16.471348919529703,0.0,Stop
BANKBARODA,Banking,2016-04-27,2016-05-20,141.74745178222656,118.8636703491211,-16.14405137121119,23,19.955508297718847,64.11035849998585,84.83403411828127,60.69049251778849,0.6990518207619297,7.681275,-16.14405137121119,0.0,Stop
HINDALCO,Metals,2016-04-27,2016-05-24,95.47834014892578,80.98065185546875,-15.184269302172346,27,39.31291881517413,54.85105445532128,85.09268957824389,68.41341353898854,1.0590912213213237,11.806964,-15.184269302172346,0.0,Stop
PERSISTENT,IT_Services,2016-04-27,2016-07-21,336.7313232421875,283.9971008300781,-15.660622808820582,85,15.261031926999568,41.6882711826874,97.70993440298585,49.54310340479242,0.6761816505063684,52.911392,-15.660622808820582,0.0,Stop
ASHOKLEY,Auto,2016-04-27,2016-08-02,45.03780746459961,37.15415954589844,-17.50451090430598,97,19.4645667684236,38.050159688158224,99.0008472299543,43.34358068515719,0.8976957386386155,36.499092,-18.261703973418065,0.9263626793318975,Stop
MOTHERSON,Auto,2016-05-24,2016-08-11,27.923816680908203,34.48419952392578,23.493861594869223,79,8.915213240993115,42.18976008803985,67.87858968764417,51.45516574765899,1.2015396182891325,41.006943,-10.156032358365067,37.4537042792403,Trail
DLF,Realty,2016-04-27,2016-09-01,114.18586730957031,137.754638671875,20.640707924394167,127,27.24193632134345,57.762538500630555,86.88070968647894,57.279977517817294,0.8944305452536461,37.03962,-11.326387278459322,36.050290747980334,Trail
VEDL,Metals,2016-04-27,2016-09-12,35.396202087402344,54.45309066772461,53.83879471946141,138,58.36662342753172,74.97406195355151,82.83870464154998,68.11223140412487,0.9338524726000946,18.619589,-10.039061606369094,71.00621388177179,Trail
HINDALCO,Metals,2016-07-21,2016-09-12,125.64668273925781,133.01419067382812,5.863670869735078,53,27.738024494703694,41.80207022154366,99.08650833155701,71.3733491562293,0.955509705521381,11.806964,-13.028706294201653,21.722543564598237,Trail
NMDC,Metals,2016-04-27,2016-09-15,14.23569393157959,14.819531440734863,4.101222686869687,141,41.85828205775836,43.721624144077836,96.90578230032446,51.89883116643862,0.6277475368258862,10.710829,-10.1791445559599,15.898721040044531,Trail
TATASTEEL,Metals,2016-04-27,2016-09-16,26.23845100402832,26.98758888244629,2.855114725724303,142,41.759712292018406,49.92635661052966,99.03469075861474,67.7734091573881,1.0932929107205627,0.31178898,-10.955343087593885,15.509586192132376,Trail
AXISBANK,Banking,2016-05-06,2016-09-23,450.28521728515625,549.049072265625,21.93362144463287,140,14.3206659213237,34.69681570329446,68.83866970957015,62.33078513195363,0.8835824206586714,15.924035,-12.336857418392652,39.093372486758,Trail
ABB,Industrials,2016-04-27,2016-10-25,1113.615966796875,944.8968505859375,-15.150565476914727,181,22.776390102442758,47.07239262606644,86.57759369189552,44.85549856573431,1.1058710556055518,69.92906,-16.966344347784297,2.1867986620689264,Stop
HAVELLS,Industrials,2016-04-27,2016-10-26,321.10601806640625,381.44647216796875,18.79144292122355,182,10.542294088837245,34.707184142026,99.19077703204661,64.3843287086878,1.1846153289492716,57.148884,-10.358164631457797,32.5178611446757,Trail
SIEMENS,Industrials,2016-04-27,2016-10-27,627.9635009765625,647.4747924804688,3.107074133060875,183,11.635534255811894,30.158028121247817,68.78470663999201,66.29992581314161,0.8265452852208615,67.10754,-10.11848634568209,14.714438977527845,Trail
TORNTPHARM,Pharma,2016-09-12,2016-11-01,740.8103637695312,617.3531494140625,-16.665157561682918,50,17.21316500129013,30.04322063117751,98.08309886706975,62.81804092098752,1.3728956771188339,62.109745,-17.22263828036237,0.6734700250143419,Stop
AUROPHARMA,Pharma,2016-05-20,2016-11-03,730.911376953125,730.814453125,-0.013260681278356397,167,12.580432220514798,33.101245167053975,71.09607005749278,50.08570660852001,0.8624459590619128,20.203562,-11.574704190844482,13.074814626030417,Stop
HEROMOTOCO,Auto,2016-04-27,2016-11-04,2182.662109375,2454.63037109375,12.460392314073179,191,11.483470920942,30.465458300364094,97.72717485610416,47.2385390894029,1.031537718193276,21.141691,-10.429475289669538,25.555133988293754,Trail
LT,Industrials,2016-04-27,2016-11-04,727.8655395507812,819.5621337890625,12.598012854801985,191,6.094562922162854,36.201209151854265,68.0534385078563,59.354841255513364,0.8513538015270802,31.846722,-10.29195237459288,25.51606665767182,Trail
TATAPOWER,Energy,2016-04-27,2016-11-04,61.338069915771484,65.76499938964844,7.217262427650473,191,6.03688984718268,32.20824063677867,86.27388364785598,57.18480787126764,1.4173971797883356,30.85582,-10.818880890475535,20.22417244616048,Trail
