date,ret,Strategy,Window
2016-05-31,5.3310700859617866,V2.1-63d,3-Month
2016-06-30,8.161095073206305,V2.1-63d,3-Month
2016-07-29,12.633698156830908,V2.1-63d,3-Month
2016-08-31,20.71698825616599,V2.1-63d,3-Month
2016-09-30,11.616539670307358,V2.1-63d,3-Month
2016-10-28,11.064557014877696,V2.1-63d,3-Month
2016-11-30,-2.9432955356594626,V2.1-63d,3-Month
2016-12-30,-5.215011841898032,V2.1-63d,3-Month
2017-01-31,-2.7369774638327904,V2.1-63d,3-Month
2017-02-28,4.271206859691223,V2.1-63d,3-Month
2017-03-31,8.578210272598131,V2.1-63d,3-Month
2017-04-28,-0.7303964535535945,V2.1-63d,3-Month
2017-05-31,-7.439824461654265,V2.1-63d,3-Month
2017-06-30,-8.922229157318151,V2.1-63d,3-Month
2017-07-31,0.7997844573899071,V2.1-63d,3-Month
2017-08-31,16.66900026719327,V2.1-63d,3-Month
2017-09-29,23.036861631748295,V2.1-63d,3-Month
2017-10-31,26.97762995141284,V2.1-63d,3-Month
2017-11-30,27.579638570066713,V2.1-63d,3-Month
2017-12-29,30.77070529439694,V2.1-63d,3-Month
2018-01-31,16.46770928239252,V2.1-63d,3-Month
2018-02-28,11.097475355181396,V2.1-63d,3-Month
2018-03-28,-7.4556933871797515,V2.1-63d,3-Month
2018-04-30,2.441707983223873,V2.1-63d,3-Month
2018-05-31,0.019862684545857157,V2.1-63d,3-Month
2018-06-29,6.346113423112909,V2.1-63d,3-Month
2018-07-31,-2.0958049331810558,V2.1-63d,3-Month
2018-08-31,8.679278744940188,V2.1-63d,3-Month
2018-09-28,-0.4492814084394059,V2.1-63d,3-Month
2018-10-31,-2.5660570360859447,V2.1-63d,3-Month
2018-11-30,-8.666086451800926,V2.1-63d,3-Month
2018-12-31,5.7805012149041435,V2.1-63d,3-Month
2019-01-31,0.04001530223654015,V2.1-63d,3-Month
2019-02-28,-0.5643098747076913,V2.1-63d,3-Month
2019-03-28,5.327213333748149,V2.1-63d,3-Month
2019-04-30,10.68144437457521,V2.1-63d,3-Month
2019-05-31,8.479259573535192,V2.1-63d,3-Month
2019-06-28,-1.467929206763341,V2.1-63d,3-Month
2019-07-31,-10.657125446372085,V2.1-63d,3-Month
2019-08-30,-9.406462459209862,V2.1-63d,3-Month
2019-09-30,2.3726702850180637,V2.1-63d,3-Month
2019-10-31,28.209110566275797,V2.1-63d,3-Month
2019-11-29,36.450557847096746,V2.1-63d,3-Month
2019-12-31,26.594544001761932,V2.1-63d,3-Month
2020-01-31,18.456100206663507,V2.1-63d,3-Month
2020-02-28,58.09460738124057,V2.1-63d,3-Month
2020-03-31,31.954834683780998,V2.1-63d,3-Month
2020-04-30,28.603432112507555,V2.1-63d,3-Month
2020-05-29,-1.5554107963340558,V2.1-63d,3-Month
2020-06-30,74.30151598262584,V2.1-63d,3-Month
2020-07-31,61.50731199914923,V2.1-63d,3-Month
2020-08-31,49.616521179167286,V2.1-63d,3-Month
2020-09-30,-2.998371956341095,V2.1-63d,3-Month
2020-10-30,8.948005826797711,V2.1-63d,3-Month
2020-11-27,19.820117515775593,V2.1-63d,3-Month
2020-12-31,27.146405811942074,V2.1-63d,3-Month
2021-01-29,32.84990388250621,V2.1-63d,3-Month
2021-02-26,33.8848540243017,V2.1-63d,3-Month
2021-03-31,21.794916942200793,V2.1-63d,3-Month
2021-04-30,11.738707404313109,V2.1-63d,3-Month
2021-05-31,8.959202961510758,V2.1-63d,3-Month
2021-06-30,23.87414512262298,V2.1-63d,3-Month
2021-07-30,20.465933099636757,V2.1-63d,3-Month
2021-08-31,3.1910284603488437,V2.1-63d,3-Month
2021-09-30,3.9539123958704847,V2.1-63d,3-Month
2021-10-29,1.502887638257433,V2.1-63d,3-Month
2021-11-30,17.734140322529512,V2.1-63d,3-Month
2021-12-31,17.346608618751013,V2.1-63d,3-Month
2022-01-31,20.42671058562311,V2.1-63d,3-Month
2022-02-28,3.094927159888061,V2.1-63d,3-Month
2022-03-31,-0.32261544435363554,V2.1-63d,3-Month
2022-04-29,-2.357611786205094,V2.1-63d,3-Month
2022-05-31,-3.93877271715688,V2.1-63d,3-Month
2022-06-30,-13.46542703266369,V2.1-63d,3-Month
2022-07-29,-7.249537329226497,V2.1-63d,3-Month
2022-08-30,7.898564164153399,V2.1-63d,3-Month
2022-09-30,9.171651065217112,V2.1-63d,3-Month
2022-10-31,7.4967670978381085,V2.1-63d,3-Month
2022-11-30,2.5535528268400443,V2.1-63d,3-Month
2022-12-30,1.4895272049044728,V2.1-63d,3-Month
2023-01-31,-6.353497952823506,V2.1-63d,3-Month
2023-02-28,-18.177912158196175,V2.1-63d,3-Month
2023-03-31,-12.53052173410948,V2.1-63d,3-Month
2023-04-28,-5.303180278027552,V2.1-63d,3-Month
2023-05-31,9.45764153395967,V2.1-63d,3-Month
2023-06-30,17.55549932254601,V2.1-63d,3-Month
2023-07-31,28.146231025070566,V2.1-63d,3-Month
2023-08-31,32.358619569006585,V2.1-63d,3-Month
2023-09-29,18.75312300182761,V2.1-63d,3-Month
2023-10-31,2.1997756313769212,V2.1-63d,3-Month
2023-11-30,5.821272639903574,V2.1-63d,3-Month
2023-12-29,12.991680934815886,V2.1-63d,3-Month
2024-01-31,42.67072305554529,V2.1-63d,3-Month
2024-02-29,24.200401403791805,V2.1-63d,3-Month
2024-03-28,7.911836717276688,V2.1-63d,3-Month
2024-04-30,-3.5073757805962558,V2.1-63d,3-Month
2024-05-31,2.1879231214880557,V2.1-63d,3-Month
2024-06-28,16.23442185629873,V2.1-63d,3-Month
2024-07-31,6.43817861342133,V2.1-63d,3-Month
2024-08-30,-2.128974804519901,V2.1-63d,3-Month
2024-09-30,-4.350686019771621,V2.1-63d,3-Month
2024-10-31,-14.8040548547012,V2.1-63d,3-Month
2024-11-29,-10.847227193789365,V2.1-63d,3-Month
2024-12-31,-5.00753327953718,V2.1-63d,3-Month
2025-01-31,-12.046469355360333,V2.1-63d,3-Month
2025-02-28,-17.602665786059102,V2.1-63d,3-Month
2025-03-28,-16.09450910445456,V2.1-63d,3-Month
2025-04-30,-0.19948903955554487,V2.1-63d,3-Month
2025-05-30,14.591473788125331,V2.1-63d,3-Month
2025-06-30,15.472011898052074,V2.1-63d,3-Month
2025-07-31,10.0129591042305,V2.1-63d,3-Month
2025-08-29,0.4857698273242006,V2.1-63d,3-Month
2025-09-30,-9.718770569098956,V2.1-63d,3-Month
2025-10-31,0.02428595665211475,V2.1-63d,3-Month
2025-11-28,-0.11779527154208713,V2.1-63d,3-Month
2025-12-31,4.264166753815513,V2.1-63d,3-Month
2026-01-30,-0.9656654404625042,V2.1-63d,3-Month
2026-02-20,-0.0549838047718354,V2.1-63d,3-Month
2016-05-31,5.670155671996069,V2.1-Composite,3-Month
2016-06-30,11.63922420259853,V2.1-Composite,3-Month
2016-07-29,19.580358490260807,V2.1-Composite,3-Month
2016-08-31,26.874249407032558,V2.1-Composite,3-Month
2016-09-30,15.422161454217065,V2.1-Composite,3-Month
2016-10-28,10.271156175557984,V2.1-Composite,3-Month
2016-11-30,-3.9624641354895074,V2.1-Composite,3-Month
2016-12-30,-6.6725298950388146,V2.1-Composite,3-Month
