start_date,v1_return,v2_return,nifty_return
2021-02-09,0.0,0.0,0.0939686036441624
2021-03-09,0.0,0.0,0.15111532018926363
2021-04-09,0.0,0.0,0.21281642163597303
2021-05-11,0.0,0.0,0.20354861602107638
2021-06-09,0.06624794127137452,0.10506818724889642,0.11998140231863919
2021-07-07,0.16630391346686396,0.09952236831931893,0.12173119562293575
2021-08-05,0.03163813021280296,0.04951779236095187,0.05639905379885854
2021-09-03,0.05905536847980706,-0.0040925592766433965,-0.07562801286133901
2021-10-04,0.0030569996500824812,-0.04521186889666231,0.006579545856002261
2021-11-02,-0.015405756348623586,0.009991116237055,-0.0887195547355855
2021-12-02,-0.15000000000000005,-0.15000000000000005,-0.04781728115991153
2021-12-30,-0.04836552039112518,-0.04836552039112518,-0.07955147925474051
2022-01-28,0.015458358567290938,0.04174028410967327,0.013922480967196036
2022-02-25,-0.010045015659675142,0.04874890875461994,0.05309035500927941
2022-03-29,0.029321628854393773,-0.014816741922731878,-0.029275172666780452
2022-04-28,-0.08754425858267498,-0.07042614825118668,0.044485136473712
2022-05-27,0.0,0.0,0.13854808049419678
2022-06-24,0.0,0.0,0.15497879078618404
2022-07-22,0.11113324204270489,0.07852440385678297,0.08366612704749031
2022-08-23,0.063729447079311,0.05611632760508516,-0.0013198247048783957
2022-09-21,-0.015387572507225705,0.011510804366227022,-0.036202537645526604
2022-10-20,0.06255747333695472,0.06179938933213061,0.01421379597012791
2022-11-21,0.05474452992354145,0.06530218116394543,0.008876741335188378
2022-12-19,0.05518635389355887,0.04320290669122822,0.019044094803775103
2023-01-16,0.23273895940381148,0.08088152691583397,0.10339010558969536
2023-02-14,0.22843412597738216,0.09881996466981156,0.08163760610879009
2023-03-15,0.2966358888299388,0.18904633847352464,0.18625514845609323
2023-04-18,0.13421759772604328,0.10619925972912928,0.11386931448882365
2023-05-17,0.07222580678299781,0.05894697417138258,0.0852531126679225
2023-06-14,0.2170849585276978,0.16544173520302952,0.14196865757140384
2023-07-13,0.23262397694059672,0.18143065783653872,0.1348812455733694
2023-08-10,0.30717017028491445,0.27690053547235033,0.12115019817476737
2023-09-08,0.20970481138495428,0.2016458743644236,0.1111708393551557
2023-10-10,0.2676185235452589,0.2652254950509717,0.11711618147159619
2023-11-08,0.0,0.0,0.15545553060791525
2023-12-08,0.4128949749486224,0.2785309277445911,0.12344177476611427
2024-01-08,0.34219348373168756,0.2318834670457267,0.1440989169339469
2024-02-07,0.21160126341556632,0.2368840142982819,0.10092109163037778
2024-03-06,0.19772353658597325,0.19404085795315476,0.12969845257299348
2024-04-08,0.23877039207777048,0.13689670650596253,0.1013817490964784
2024-05-09,0.0,0.0,0.09976997466697028
2024-06-07,-0.03937018888806496,0.038154322030305214,0.05667204240794857
2024-07-08,-0.06647906356128774,-0.007378135800106317,-0.02596987083807884
2024-08-06,0.001020005688275484,0.08941042600085916,-0.010557476091618933
2024-09-04,-0.09118571792921562,-0.016466579064219646,-0.11355341847847739
2024-10-03,-0.13820950271666727,-0.12908993686255968,-0.09289667870276812
2024-10-31,0.0,0.0,0.002827935682799975
2024-12-02,0.021875669029562297,0.021875669029562297,0.019560414239278068
2024-12-31,0.085881805650024,0.06541923037388951,0.0744561147411338
2025-01-28,0.0,0.0,0.07889009395180172
2025-02-24,0.0,0.0,0.09185780417352432
2025-03-26,0.003526942436226649,0.006407019665085547,0.04888057786991341
2025-04-29,0.05730617362569009,0.04413692739779706,0.07059314417665609
2025-05-28,0.0361699331366794,0.03131668855455749,0.05910936528219193
2025-06-25,0.23359197920265276,0.20284103760206615,0.03159273834163539
2025-07-23,0.2399846898653908,0.20601733543093073,-0.0017644796097823605
