date,value
2021-05-12 10:48:38.549204,999806.3746386719
2021-05-13 10:48:38.549204,999806.3746386719
2021-05-14 10:48:38.549204,997732.4365438845
2021-05-17 10:48:38.549204,1006466.2444052126
2021-05-18 10:48:38.549204,1020664.264699402
2021-05-19 10:48:38.549204,1019710.1320852663
2021-05-20 10:48:38.549204,1010447.9202932741
2021-05-21 10:48:38.549204,1010020.4592031862
2021-05-24 10:48:38.549204,1010230.9584860231
2021-05-25 10:48:38.549204,1013073.1333517458
2021-05-26 10:48:38.549204,1010893.4588674929
2021-05-27 10:48:38.549204,1014914.8606314089
2021-05-28 10:48:38.549204,1016217.0223287966
2021-05-31 10:48:38.549204,1022018.8819784548
2021-06-01 10:48:38.549204,1019169.5603170779
2021-06-02 10:48:38.549204,1026353.3008871463
2021-06-03 10:48:38.549204,1032674.4276724246
2021-06-04 10:48:38.549204,1032192.3369741824
2021-06-07 10:48:38.549204,1036556.4351950076
2021-06-08 10:48:38.549204,1034588.0757742312
2021-06-09 10:48:38.549204,1028476.9155264285
2021-06-10 10:48:38.549204,1029963.7755575564
2021-06-11 10:48:38.549204,1035087.2620230105
2021-06-14 10:48:38.549204,1033461.4372244265
2021-06-15 10:48:38.549204,1034201.7000723269
2021-06-16 10:48:38.549204,1027256.5504141238
2021-06-17 10:48:38.549204,1019610.1277761844
2021-06-18 10:48:38.549204,1014382.0594538882
2021-06-21 10:48:38.549204,1013264.7111567691
2021-06-22 10:48:38.549204,1018537.7909983828
2021-06-23 10:48:38.549204,1020232.5393656924
2021-06-24 10:48:38.549204,1022593.4454859927
2021-06-25 10:48:38.549204,1031367.3070429995
2021-06-28 10:48:38.549204,1032885.0697154239
2021-06-29 10:48:38.549204,1022547.476319962
2021-06-30 10:48:38.549204,1025210.8941971592
2021-07-01 10:48:38.549204,1025432.7211243443
2021-07-02 10:48:38.549204,1021269.8746201328
2021-07-05 10:48:38.549204,1029231.6203858189
2021-07-06 10:48:38.549204,1026069.7483918003
2021-07-07 10:48:38.549204,1028736.0819870762
2021-07-08 10:48:38.549204,1021645.1644181064
2021-07-09 10:48:38.549204,1024373.6625946811
2021-07-12 10:48:38.549204,1025267.3283127598
2021-07-13 10:48:38.549204,1029629.3047226719
2021-07-14 10:48:38.549204,1030702.9438675693
2021-07-15 10:48:38.549204,1033309.2775849155
2021-07-16 10:48:38.549204,1034121.10943306
2021-07-19 10:48:38.549204,1027388.2248657993
2021-07-20 10:48:38.549204,1017976.8639038852
2021-07-21 10:48:38.549204,1017976.8639038852
2021-07-22 10:48:38.549204,1027482.8993192294
2021-07-23 10:48:38.549204,1025918.5773001865
2021-07-26 10:48:38.549204,1027224.7508918003
2021-07-27 10:48:38.549204,1026668.0289679721
2021-07-28 10:48:38.549204,1027947.9320746616
2021-07-29 10:48:38.549204,1038114.7503089146
2021-07-30 10:48:38.549204,1040657.6177329258
2021-08-02 10:48:38.549204,1045215.6089514927
2021-08-03 10:48:38.549204,1051115.263562241
2021-08-04 10:48:38.549204,1048770.1081056981
2021-08-05 10:48:38.549204,1053690.3366823583
2021-08-06 10:48:38.549204,1053619.98043541
2021-08-09 10:48:38.549204,1050577.2179384618
2021-08-10 10:48:38.549204,1044899.4892855076
2021-08-11 10:48:38.549204,1056954.5797396093
2021-08-12 10:48:38.549204,1058142.4588289647
2021-08-13 10:48:38.549204,1064878.2477541356
2021-08-16 10:48:38.549204,1067188.6216249852
2021-08-17 10:48:38.549204,1059397.3772985844
2021-08-18 10:48:38.549204,1057936.5182287602
2021-08-19 10:48:38.549204,1057936.5182287602
2021-08-20 10:48:38.549204,1033906.2392153934
2021-08-23 10:48:38.549204,1027276.6921090703
2021-08-24 10:48:38.549204,1037485.1418923954
2021-08-25 10:48:38.549204,1035661.5803384404
2021-08-26 10:48:38.549204,1034216.5905007939
2021-08-27 10:48:38.549204,1041531.0076760869
2021-08-30 10:48:38.549204,1052569.5884255986
2021-08-31 10:48:38.549204,1057301.5511026005
2021-09-01 10:48:38.549204,1056487.5076760869
2021-09-02 10:48:38.549204,1062047.5092019658
2021-09-03 10:48:38.549204,1066013.825013123
2021-09-06 10:48:38.549204,1068340.0302255251
2021-09-07 10:48:38.549204,1066998.3249795535
2021-09-08 10:48:38.549204,1065597.2075631716
2021-09-09 10:48:38.549204,1068961.673963318
2021-09-10 10:48:38.549204,1068961.673963318
2021-09-13 10:48:38.549204,1071319.0444009402
2021-09-14 10:48:38.549204,1073037.7481668093
2021-09-15 10:48:38.549204,1075849.468244324
2021-09-16 10:48:38.549204,1074465.1467568972
2021-09-17 10:48:38.549204,1067688.2754495242
2021-09-20 10:48:38.549204,1044373.1074787907
2021-09-21 10:48:38.549204,1051563.4741856388
2021-09-22 10:48:38.549204,1056862.860522919
2021-09-23 10:48:38.549204,1065071.7235066227
2021-09-24 10:48:38.549204,1057432.8420982365
2021-09-27 10:48:38.549204,1058189.0264244084
2021-09-28 10:48:38.549204,1059314.1436653142
2021-09-29 10:48:38.549204,1064557.1933103947
2021-09-30 10:48:38.549204,1060708.4413191227
2021-10-01 10:48:38.549204,1057308.4240156559
